"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR1333867","SRR28830437","SRR28412156","SRR27313631","SRR23043677","SRR14766342","SRR14766374","SRR11783240","SRR950704","SRR8136970","SRR3405715","SRR28412150","SRR14766421","SRR950707","SRR4292616"
"dsbD_1","","Thiol:disulfide interchange protein DsbD",581,581,1,1,4535,NA,NA,"",440,1886,1882,"EDKHGBIE_02233","JLGNEAKG_00845","HIAOCFAH_01719","PJHDHOBI_01586","ANJCIHOA_00938","AMKEOKNE_02994","OGNHHAPP_02532","JAONFAKF_01721","NPNGAGIH_02110","IKMCJCJB_03808","GAKOOKNI_00640","MJKCHNMH_02553","HEDGDFAA_01937","GGIENEAG_02245","OOMOJDPP_02556"
"artM_2","","Arginine transport ATP-binding protein ArtM",581,581,1,1,4645,NA,NA,"",503,752,751,"EDKHGBIE_02132","JLGNEAKG_00744","HIAOCFAH_01819","PJHDHOBI_01485","ANJCIHOA_01038","AMKEOKNE_03726","OGNHHAPP_03760","JAONFAKF_01822","NPNGAGIH_03996","IKMCJCJB_00888","GAKOOKNI_00540","MJKCHNMH_02453","HEDGDFAA_01667","GGIENEAG_04188","OOMOJDPP_02197"
"papC_3","","Outer membrane usher protein PapC",581,581,1,1,2395,NA,NA,"",590,2657,2653,"EDKHGBIE_03400","JLGNEAKG_03770","HIAOCFAH_03785","PJHDHOBI_03794","ANJCIHOA_03760","AMKEOKNE_04134","OGNHHAPP_03630","JAONFAKF_03720","NPNGAGIH_03133","IKMCJCJB_03439","GAKOOKNI_03828","MJKCHNMH_03375","HEDGDFAA_02481","GGIENEAG_04418","OOMOJDPP_03022"
"group_1039","","hypothetical protein",581,581,1,1,2178,NA,NA,"",263,998,995,"EDKHGBIE_04379","JLGNEAKG_04218","HIAOCFAH_04141","PJHDHOBI_04236","ANJCIHOA_04122","AMKEOKNE_03280","OGNHHAPP_03551","JAONFAKF_04168","NPNGAGIH_03880","IKMCJCJB_02876","GAKOOKNI_04237","MJKCHNMH_03946","HEDGDFAA_03181","GGIENEAG_03992","OOMOJDPP_03911"
"assT_4","","Arylsulfate sulfotransferase AssT",581,581,1,1,2183,NA,NA,"",893,1790,1783,"EDKHGBIE_03564","JLGNEAKG_04213","HIAOCFAH_04136","PJHDHOBI_04231","ANJCIHOA_04127","AMKEOKNE_03285","OGNHHAPP_03546","JAONFAKF_04163","NPNGAGIH_03875","IKMCJCJB_02871","GAKOOKNI_04242","MJKCHNMH_03951","HEDGDFAA_03103","GGIENEAG_03997","OOMOJDPP_03833"
"group_1043","","hypothetical protein",581,581,1,1,2258,NA,NA,"",824,1100,1098,"EDKHGBIE_03506","JLGNEAKG_04155","HIAOCFAH_04078","PJHDHOBI_04173","ANJCIHOA_04185","AMKEOKNE_03343","OGNHHAPP_03488","JAONFAKF_04105","NPNGAGIH_03817","IKMCJCJB_03505","GAKOOKNI_04300","MJKCHNMH_04009","HEDGDFAA_04385","GGIENEAG_04055","OOMOJDPP_03125"
"glnG","","DNA-binding transcriptional regulator NtrC",581,581,1,1,2219,NA,NA,"",434,1409,1407,"EDKHGBIE_03467","JLGNEAKG_04119","HIAOCFAH_04042","PJHDHOBI_04137","ANJCIHOA_04221","AMKEOKNE_03379","OGNHHAPP_03452","JAONFAKF_04069","NPNGAGIH_03781","IKMCJCJB_03541","GAKOOKNI_04336","MJKCHNMH_04045","HEDGDFAA_02943","GGIENEAG_04091","OOMOJDPP_03089"
"hsrA","","putative transport protein HsrA",581,581,1,1,1363,NA,NA,"",872,1427,1426,"EDKHGBIE_04033","JLGNEAKG_04401","HIAOCFAH_04359","PJHDHOBI_04419","ANJCIHOA_04385","AMKEOKNE_04487","OGNHHAPP_04142","JAONFAKF_04288","NPNGAGIH_04291","IKMCJCJB_03302","GAKOOKNI_04437","MJKCHNMH_04288","HEDGDFAA_01920","GGIENEAG_04352","OOMOJDPP_02582"
"dgoD_2","","D-galactonate dehydratase",581,581,1,1,1420,NA,NA,"",692,1148,1146,"EDKHGBIE_04089","JLGNEAKG_04345","HIAOCFAH_04415","PJHDHOBI_04363","ANJCIHOA_04329","AMKEOKNE_04177","OGNHHAPP_04086","JAONFAKF_04344","NPNGAGIH_04347","IKMCJCJB_03358","GAKOOKNI_04493","MJKCHNMH_04344","HEDGDFAA_01864","GGIENEAG_04408","OOMOJDPP_02638"
"araA","","L-arabinose isomerase",581,581,1,1,2499,NA,NA,"",1259,1502,1501,"EDKHGBIE_03617","JLGNEAKG_03870","HIAOCFAH_03686","PJHDHOBI_03894","ANJCIHOA_03859","AMKEOKNE_03150","OGNHHAPP_03850","JAONFAKF_03820","NPNGAGIH_03033","IKMCJCJB_02126","GAKOOKNI_03726","MJKCHNMH_03475","HEDGDFAA_02592","GGIENEAG_03920","OOMOJDPP_03294"
"acrF","","Multidrug export protein AcrF",581,581,1,1,1981,NA,NA,"",1700,3113,3110,"EDKHGBIE_04444","JLGNEAKG_04552","HIAOCFAH_04463","PJHDHOBI_04518","ANJCIHOA_04544","AMKEOKNE_04280","OGNHHAPP_04407","JAONFAKF_04537","NPNGAGIH_04451","IKMCJCJB_03927","GAKOOKNI_04631","MJKCHNMH_04411","HEDGDFAA_04546","GGIENEAG_04512","OOMOJDPP_04612"
"acrR_2","","HTH-type transcriptional regulator AcrR",581,581,1,1,1978,NA,NA,"",335,662,661,"EDKHGBIE_04447","JLGNEAKG_04555","HIAOCFAH_04460","PJHDHOBI_04515","ANJCIHOA_04547","AMKEOKNE_04277","OGNHHAPP_04404","JAONFAKF_04534","NPNGAGIH_04448","IKMCJCJB_03930","GAKOOKNI_04628","MJKCHNMH_04414","HEDGDFAA_03321","GGIENEAG_04509","OOMOJDPP_04126"
"group_1083","","hypothetical protein",581,581,1,1,1957,NA,NA,"",3284,3800,3799,"EDKHGBIE_04468","JLGNEAKG_04576","HIAOCFAH_04439","PJHDHOBI_04494","ANJCIHOA_04568","AMKEOKNE_04256","OGNHHAPP_04383","JAONFAKF_04513","NPNGAGIH_04427","IKMCJCJB_03951","GAKOOKNI_04607","MJKCHNMH_04435","HEDGDFAA_03342","GGIENEAG_04488","OOMOJDPP_04147"
