"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR3037435","SRR9694236","SRR19513358","SRR14766352","SRR19512161","SRR7011956","SRR18233386","SRR2096601","SRR7012122","SRR25556694","SRR11101171","SRR10037239","SRR11783240","SRR14766430","SRR5905013"
"dsbD_1","","Thiol:disulfide interchange protein DsbD",581,581,1,1,4535,NA,NA,"",440,1886,1882,"CKPEMOEN_00646","HGCOKEBH_00843","NAFJMCME_01059","CGFMIMJG_04090","HLJOELFK_00782","FLEOONHF_03719","OKDIKGGJ_00979","CEAFAAEL_01652","NJJGCHOI_03901","OFGDKJJE_00311","EPILMDOP_00846","OOMIMPCI_01589","JAONFAKF_01721","GHDKDIHM_00191","PNLCLONJ_02489"
"artM_2","","Arginine transport ATP-binding protein ArtM",581,581,1,1,4645,NA,NA,"",503,752,751,"CKPEMOEN_00746","HGCOKEBH_00743","NAFJMCME_01159","CGFMIMJG_02889","HLJOELFK_00681","FLEOONHF_00539","OKDIKGGJ_01079","CEAFAAEL_01752","NJJGCHOI_03770","OFGDKJJE_00411","EPILMDOP_02664","OOMIMPCI_01489","JAONFAKF_01822","GHDKDIHM_00291","PNLCLONJ_03351"
"papC_3","","Outer membrane usher protein PapC",581,581,1,1,2395,NA,NA,"",590,2657,2653,"CKPEMOEN_03290","HGCOKEBH_03266","NAFJMCME_04050","CGFMIMJG_03869","HLJOELFK_03652","FLEOONHF_02953","OKDIKGGJ_03841","CEAFAAEL_04269","NJJGCHOI_04255","OFGDKJJE_03838","EPILMDOP_03537","OOMIMPCI_03811","JAONFAKF_03720","GHDKDIHM_04102","PNLCLONJ_03818"
"group_1039","","hypothetical protein",581,581,1,1,2178,NA,NA,"",263,998,995,"CKPEMOEN_03694","HGCOKEBH_03941","NAFJMCME_03971","CGFMIMJG_03282","HLJOELFK_04095","FLEOONHF_03897","OKDIKGGJ_04123","CEAFAAEL_03773","NJJGCHOI_03411","OFGDKJJE_04121","EPILMDOP_02265","OOMIMPCI_04178","JAONFAKF_04168","GHDKDIHM_03441","PNLCLONJ_01805"
"assT_4","","Arylsulfate sulfotransferase AssT",581,581,1,1,2183,NA,NA,"",893,1790,1783,"CKPEMOEN_03689","HGCOKEBH_03946","NAFJMCME_03966","CGFMIMJG_03287","HLJOELFK_04090","FLEOONHF_03892","OKDIKGGJ_04128","CEAFAAEL_03768","NJJGCHOI_03406","OFGDKJJE_04126","EPILMDOP_02270","OOMIMPCI_04183","JAONFAKF_04163","GHDKDIHM_03446","PNLCLONJ_01800"
"group_1043","","hypothetical protein",581,581,1,1,2258,NA,NA,"",824,1100,1098,"CKPEMOEN_03631","HGCOKEBH_04004","NAFJMCME_03908","CGFMIMJG_03988","HLJOELFK_04032","FLEOONHF_04315","OKDIKGGJ_04186","CEAFAAEL_03710","NJJGCHOI_03348","OFGDKJJE_04184","EPILMDOP_02328","OOMIMPCI_04241","JAONFAKF_04105","GHDKDIHM_03504","PNLCLONJ_01742"
"glnG","","DNA-binding transcriptional regulator NtrC",581,581,1,1,2219,NA,NA,"",434,1409,1407,"CKPEMOEN_03595","HGCOKEBH_04040","NAFJMCME_03872","CGFMIMJG_04024","HLJOELFK_03996","FLEOONHF_04351","OKDIKGGJ_04222","CEAFAAEL_03674","NJJGCHOI_03312","OFGDKJJE_04220","EPILMDOP_02364","OOMIMPCI_04277","JAONFAKF_04069","GHDKDIHM_04190","PNLCLONJ_01706"
"hsrA","","putative transport protein HsrA",581,581,1,1,1363,NA,NA,"",872,1427,1426,"CKPEMOEN_04169","HGCOKEBH_04314","NAFJMCME_04349","CGFMIMJG_03517","HLJOELFK_04278","FLEOONHF_04024","OKDIKGGJ_04386","CEAFAAEL_04266","NJJGCHOI_04136","OFGDKJJE_04321","EPILMDOP_03593","OOMIMPCI_04378","JAONFAKF_04288","GHDKDIHM_03920","PNLCLONJ_03553"
"dgoD_2","","D-galactonate dehydratase",581,581,1,1,1420,NA,NA,"",692,1148,1146,"CKPEMOEN_04113","HGCOKEBH_04258","NAFJMCME_04293","CGFMIMJG_03573","HLJOELFK_04222","FLEOONHF_04080","OKDIKGGJ_04330","CEAFAAEL_04210","NJJGCHOI_04192","OFGDKJJE_04377","EPILMDOP_03649","OOMIMPCI_04434","JAONFAKF_04344","GHDKDIHM_03864","PNLCLONJ_03497"
"araA","","L-arabinose isomerase",581,581,1,1,2499,NA,NA,"",1259,1502,1501,"CKPEMOEN_03390","HGCOKEBH_03166","NAFJMCME_04145","CGFMIMJG_02087","HLJOELFK_03754","FLEOONHF_02853","OKDIKGGJ_03741","CEAFAAEL_03621","NJJGCHOI_03259","OFGDKJJE_03739","EPILMDOP_02881","OOMIMPCI_03910","JAONFAKF_03820","GHDKDIHM_02871","PNLCLONJ_03775"
