"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR5928790","SRR28323381","SRR14766458","SRR14766414","SRR5905011","SRR7041896","SRR2994388","SRR14766394","SRR12641660","SRR14766330","SRR3037434","SRR14766446","SRR5883592","SRR28262167","SRR28323379"
"dsbD_1","","Thiol:disulfide interchange protein DsbD",581,581,1,1,4535,NA,NA,"",440,1886,1882,"DNJPJCDD_02783","AAOAKINP_01719","PBDNLGAM_01717","CBFLKJKM_03062","KMDOGLFO_03715","LNFOPOPD_00590","AHDEHKIM_00646","AHAJJFKC_03376","LAJILOGE_02267","POPOBFCK_00310","ENBCENPF_00844","PGDKEEIB_03274","BDDHHEEO_00780","BEJKLMIA_01588","OADFFIOE_04089"
"artM_2","","Arginine transport ATP-binding protein ArtM",581,581,1,1,4645,NA,NA,"",503,752,751,"DNJPJCDD_01788","AAOAKINP_01819","PBDNLGAM_02744","CBFLKJKM_04095","KMDOGLFO_00746","LNFOPOPD_00489","AHDEHKIM_00747","AHAJJFKC_02741","LAJILOGE_02655","POPOBFCK_00410","ENBCENPF_00744","PGDKEEIB_03367","BDDHHEEO_00678","BEJKLMIA_01488","OADFFIOE_03300"
"papC_3","","Outer membrane usher protein PapC",581,581,1,1,2395,NA,NA,"",590,2657,2653,"DNJPJCDD_03395","AAOAKINP_03754","PBDNLGAM_03659","CBFLKJKM_03477","KMDOGLFO_03220","LNFOPOPD_04285","AHDEHKIM_03242","AHAJJFKC_02117","LAJILOGE_04081","POPOBFCK_04145","ENBCENPF_03085","PGDKEEIB_02683","BDDHHEEO_03617","BEJKLMIA_03948","OADFFIOE_02818"
"group_1039","","hypothetical protein",581,581,1,1,2178,NA,NA,"",263,998,995,"DNJPJCDD_02520","AAOAKINP_04122","PBDNLGAM_02032","CBFLKJKM_03729","KMDOGLFO_03885","LNFOPOPD_03699","AHDEHKIM_03727","AHAJJFKC_00977","LAJILOGE_03514","POPOBFCK_03831","ENBCENPF_03652","PGDKEEIB_01709","BDDHHEEO_03788","BEJKLMIA_04153","OADFFIOE_03725"
"assT_4","","Arylsulfate sulfotransferase AssT",581,581,1,1,2183,NA,NA,"",893,1790,1783,"DNJPJCDD_02525","AAOAKINP_04127","PBDNLGAM_02027","CBFLKJKM_03724","KMDOGLFO_03880","LNFOPOPD_03704","AHDEHKIM_03732","AHAJJFKC_00972","LAJILOGE_03509","POPOBFCK_03826","ENBCENPF_03657","PGDKEEIB_01704","BDDHHEEO_03793","BEJKLMIA_04148","OADFFIOE_03730"
"group_1043","","hypothetical protein",581,581,1,1,2258,NA,NA,"",824,1100,1098,"DNJPJCDD_03445","AAOAKINP_04185","PBDNLGAM_01969","CBFLKJKM_03666","KMDOGLFO_03376","LNFOPOPD_04351","AHDEHKIM_03790","AHAJJFKC_04385","LAJILOGE_03451","POPOBFCK_03768","ENBCENPF_03715","PGDKEEIB_02787","BDDHHEEO_03851","BEJKLMIA_04090","OADFFIOE_03788"
"glnG","","DNA-binding transcriptional regulator NtrC",581,581,1,1,2219,NA,NA,"",434,1409,1407,"DNJPJCDD_03409","AAOAKINP_04221","PBDNLGAM_01933","CBFLKJKM_03630","KMDOGLFO_03340","LNFOPOPD_04387","AHDEHKIM_03826","AHAJJFKC_02771","LAJILOGE_04172","POPOBFCK_03732","ENBCENPF_03751","PGDKEEIB_02751","BDDHHEEO_03887","BEJKLMIA_04054","OADFFIOE_04541"
"hsrA","","putative transport protein HsrA",581,581,1,1,1363,NA,NA,"",872,1427,1426,"DNJPJCDD_04491","AAOAKINP_04385","PBDNLGAM_03268","CBFLKJKM_04201","KMDOGLFO_04466","LNFOPOPD_04004","AHDEHKIM_04159","AHAJJFKC_01658","LAJILOGE_03731","POPOBFCK_04288","ENBCENPF_04205","PGDKEEIB_01974","BDDHHEEO_04114","BEJKLMIA_04336","OADFFIOE_03966"
"dgoD_2","","D-galactonate dehydratase",581,581,1,1,1420,NA,NA,"",692,1148,1146,"DNJPJCDD_03611","AAOAKINP_04329","PBDNLGAM_03324","CBFLKJKM_04145","KMDOGLFO_03490","LNFOPOPD_04060","AHDEHKIM_04103","AHAJJFKC_01602","LAJILOGE_03787","POPOBFCK_04344","ENBCENPF_04261","PGDKEEIB_02030","BDDHHEEO_04170","BEJKLMIA_04280","OADFFIOE_03910"
"araA","","L-arabinose isomerase",581,581,1,1,2499,NA,NA,"",1259,1502,1501,"DNJPJCDD_01645","AAOAKINP_03854","PBDNLGAM_03667","CBFLKJKM_03577","KMDOGLFO_01495","LNFOPOPD_03558","AHDEHKIM_03142","AHAJJFKC_02414","LAJILOGE_02482","POPOBFCK_04045","ENBCENPF_03185","PGDKEEIB_02533","BDDHHEEO_03716","BEJKLMIA_04344","OADFFIOE_02718"
"acrF","","Multidrug export protein AcrF",581,581,1,1,1981,NA,NA,"",1700,3113,3110,"DNJPJCDD_03897","AAOAKINP_04480","PBDNLGAM_04139","CBFLKJKM_04525","KMDOGLFO_04079","LNFOPOPD_04480","AHDEHKIM_04477","AHAJJFKC_02862","LAJILOGE_04188","POPOBFCK_04554","ENBCENPF_04452","PGDKEEIB_03454","BDDHHEEO_04467","BEJKLMIA_04502","OADFFIOE_04340"
"acrR_2","","HTH-type transcriptional regulator AcrR",581,581,1,1,1978,NA,NA,"",335,662,661,"DNJPJCDD_03894","AAOAKINP_04483","PBDNLGAM_04136","CBFLKJKM_04528","KMDOGLFO_04076","LNFOPOPD_04477","AHDEHKIM_04474","AHAJJFKC_02865","LAJILOGE_04191","POPOBFCK_04551","ENBCENPF_04455","PGDKEEIB_03457","BDDHHEEO_04470","BEJKLMIA_04505","OADFFIOE_04337"
"group_1083","","hypothetical protein",581,581,1,1,1957,NA,NA,"",3284,3800,3799,"DNJPJCDD_03873","AAOAKINP_04504","PBDNLGAM_04115","CBFLKJKM_04549","KMDOGLFO_04055","LNFOPOPD_04456","AHDEHKIM_04453","AHAJJFKC_02886","LAJILOGE_04212","POPOBFCK_04530","ENBCENPF_04476","PGDKEEIB_03478","BDDHHEEO_04491","BEJKLMIA_04526","OADFFIOE_04316"
"group_1085","","hypothetical protein",581,581,1,1,3656,NA,NA,"",425,2135,2129,"DNJPJCDD_04078","AAOAKINP_04546","PBDNLGAM_04033","CBFLKJKM_04496","KMDOGLFO_00852","LNFOPOPD_04510","AHDEHKIM_04407","AHAJJFKC_03630","LAJILOGE_02548","POPOBFCK_04485","ENBCENPF_04518","PGDKEEIB_03948","BDDHHEEO_04532","BEJKLMIA_04473","OADFFIOE_03407"
"zraS","","Sensor protein ZraS",581,581,1,1,1524,NA,NA,"",779,1463,1460,"DNJPJCDD_04496","AAOAKINP_04575","PBDNLGAM_04452","CBFLKJKM_04624","KMDOGLFO_04483","LNFOPOPD_04539","AHDEHKIM_04506","AHAJJFKC_04161","LAJILOGE_04431","POPOBFCK_04561","ENBCENPF_04569","PGDKEEIB_04388","BDDHHEEO_04584","BEJKLMIA_04545","OADFFIOE_04420"
"deaD","","ATP-dependent RNA helicase DeaD",581,581,1,1,2619,NA,NA,"",1745,1913,1888,"DNJPJCDD_02319","AAOAKINP_00815","PBDNLGAM_01837","CBFLKJKM_02749","KMDOGLFO_02165","LNFOPOPD_02307","AHDEHKIM_02114","AHAJJFKC_03098","LAJILOGE_00332","POPOBFCK_01410","ENBCENPF_00074","PGDKEEIB_03568","BDDHHEEO_00530","BEJKLMIA_00817","OADFFIOE_00073"
"metH","","Methionine synthase",581,581,1,1,2012,NA,NA,"",3206,3689,3682,"DNJPJCDD_04404","AAOAKINP_02331","PBDNLGAM_03535","CBFLKJKM_03866","KMDOGLFO_04442","LNFOPOPD_04276","AHDEHKIM_04374","AHAJJFKC_03908","LAJILOGE_03004","POPOBFCK_00922","ENBCENPF_02789","PGDKEEIB_02581","BDDHHEEO_01527","BEJKLMIA_03261","OADFFIOE_00608"
"ftsP","","Cell division protein FtsP",581,581,1,1,2726,NA,NA,"",563,1418,1410,"DNJPJCDD_02207","AAOAKINP_00918","PBDNLGAM_03562","CBFLKJKM_02646","KMDOGLFO_03176","LNFOPOPD_02410","AHDEHKIM_02011","AHAJJFKC_03747","LAJILOGE_00229","POPOBFCK_01513","ENBCENPF_00177","PGDKEEIB_00973","BDDHHEEO_00427","BEJKLMIA_00920","OADFFIOE_00176"
"nudL","","putative Nudix hydrolase NudL",581,581,1,1,4771,NA,NA,"",203,578,577,"DNJPJCDD_03110","AAOAKINP_00696","PBDNLGAM_00327","CBFLKJKM_00048","KMDOGLFO_03510","LNFOPOPD_03878","AHDEHKIM_00048","AHAJJFKC_02002","LAJILOGE_03965","POPOBFCK_00977","ENBCENPF_01129","PGDKEEIB_03208","BDDHHEEO_01894","BEJKLMIA_00048","OADFFIOE_01734"
