"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR5904975","SRR9301046","SRR14766423","SRR11029833","SRR14766419","SRR1461785","SRR14766326","SRR14766459","SRR14766360","SRR5928794","SRR1300738","SRR27313648","SRR12641660","SRR16506855","SRR14766395"
"dsbD_1","","Thiol:disulfide interchange protein DsbD",581,581,1,1,4535,NA,NA,"",440,1886,1882,"EOBMODNK_00980","FIBKOHBH_01375","ONBFLLJP_00178","EMJNNLEH_01720","JCGPGLCM_00636","JAFODMFN_00845","PBIMHGGB_02936","LPDLNJLK_03905","CDIKHPPE_03734","BJMLLAMG_03617","BGBDHPIL_03242","MMJCEBPP_00979","LAJILOGE_02267","MMJAGEHG_00978","HEGDAGBG_01503"
"artM_2","","Arginine transport ATP-binding protein ArtM",581,581,1,1,4645,NA,NA,"",503,752,751,"EOBMODNK_01080","FIBKOHBH_03421","ONBFLLJP_00077","EMJNNLEH_01820","JCGPGLCM_00535","JAFODMFN_00745","PBIMHGGB_02222","LPDLNJLK_00553","CDIKHPPE_04169","BJMLLAMG_02536","BGBDHPIL_03106","MMJCEBPP_01079","LAJILOGE_02655","MMJAGEHG_01078","HEGDAGBG_01603"
"papC_3","","Outer membrane usher protein PapC",581,581,1,1,2395,NA,NA,"",590,2657,2653,"EOBMODNK_03849","FIBKOHBH_04289","ONBFLLJP_03238","EMJNNLEH_03807","JCGPGLCM_03441","JAFODMFN_04398","PBIMHGGB_00989","LPDLNJLK_02361","CDIKHPPE_01456","BJMLLAMG_02036","BGBDHPIL_04049","MMJCEBPP_03841","LAJILOGE_04081","MMJAGEHG_03721","HEGDAGBG_03581"
"group_1039","","hypothetical protein",581,581,1,1,2178,NA,NA,"",263,998,995,"EOBMODNK_04015","FIBKOHBH_02676","ONBFLLJP_03508","EMJNNLEH_04255","JCGPGLCM_02930","JAFODMFN_03727","PBIMHGGB_02464","LPDLNJLK_01160","CDIKHPPE_04467","BJMLLAMG_02654","BGBDHPIL_02779","MMJCEBPP_04123","LAJILOGE_03514","MMJAGEHG_04172","HEGDAGBG_03950"
"assT_4","","Arylsulfate sulfotransferase AssT",581,581,1,1,2183,NA,NA,"",893,1790,1783,"EOBMODNK_04010","FIBKOHBH_02671","ONBFLLJP_03513","EMJNNLEH_04250","JCGPGLCM_02925","JAFODMFN_03722","PBIMHGGB_02459","LPDLNJLK_01155","CDIKHPPE_03075","BJMLLAMG_02649","BGBDHPIL_02774","MMJCEBPP_04128","LAJILOGE_03509","MMJAGEHG_04167","HEGDAGBG_03955"
"group_1043","","hypothetical protein",581,581,1,1,2258,NA,NA,"",824,1100,1098,"EOBMODNK_03952","FIBKOHBH_02613","ONBFLLJP_03571","EMJNNLEH_04192","JCGPGLCM_03544","JAFODMFN_03663","PBIMHGGB_02169","LPDLNJLK_04382","CDIKHPPE_04238","BJMLLAMG_03178","BGBDHPIL_02716","MMJCEBPP_04186","LAJILOGE_03451","MMJAGEHG_04109","HEGDAGBG_04013"
"glnG","","DNA-binding transcriptional regulator NtrC",581,581,1,1,2219,NA,NA,"",434,1409,1407,"EOBMODNK_03916","FIBKOHBH_02577","ONBFLLJP_03607","EMJNNLEH_04156","JCGPGLCM_03508","JAFODMFN_03627","PBIMHGGB_03313","LPDLNJLK_02582","CDIKHPPE_02133","BJMLLAMG_03853","BGBDHPIL_02680","MMJCEBPP_04222","LAJILOGE_04172","MMJAGEHG_04073","HEGDAGBG_04049"
"hsrA","","putative transport protein HsrA",581,581,1,1,1363,NA,NA,"",872,1427,1426,"EOBMODNK_04275","FIBKOHBH_03880","ONBFLLJP_04324","EMJNNLEH_04438","JCGPGLCM_03170","JAFODMFN_04193","PBIMHGGB_00730","LPDLNJLK_04125","CDIKHPPE_00945","BJMLLAMG_04112","BGBDHPIL_03626","MMJCEBPP_04386","LAJILOGE_03731","MMJAGEHG_04387","HEGDAGBG_04150"
"dgoD_2","","D-galactonate dehydratase",581,581,1,1,1420,NA,NA,"",692,1148,1146,"EOBMODNK_04331","FIBKOHBH_03824","ONBFLLJP_04380","EMJNNLEH_04382","JCGPGLCM_03114","JAFODMFN_04249","PBIMHGGB_00786","LPDLNJLK_02431","CDIKHPPE_01001","BJMLLAMG_02372","BGBDHPIL_03682","MMJCEBPP_04330","LAJILOGE_03787","MMJAGEHG_04443","HEGDAGBG_04206"
"araA","","L-arabinose isomerase",581,581,1,1,2499,NA,NA,"",1259,1502,1501,"EOBMODNK_04471","FIBKOHBH_02524","ONBFLLJP_03138","EMJNNLEH_03907","JCGPGLCM_02253","JAFODMFN_03574","PBIMHGGB_03851","LPDLNJLK_02205","CDIKHPPE_03149","BJMLLAMG_00662","BGBDHPIL_03338","MMJCEBPP_03742","LAJILOGE_02482","MMJAGEHG_03821","HEGDAGBG_03682"
"acrF","","Multidrug export protein AcrF",581,581,1,1,1981,NA,NA,"",1700,3113,3110,"EOBMODNK_04568","FIBKOHBH_04434","ONBFLLJP_04524","EMJNNLEH_04567","JCGPGLCM_04033","JAFODMFN_04439","PBIMHGGB_01913","LPDLNJLK_02802","CDIKHPPE_02697","BJMLLAMG_03149","BGBDHPIL_04176","MMJCEBPP_04447","LAJILOGE_04188","MMJAGEHG_04511","HEGDAGBG_04552"
"acrR_2","","HTH-type transcriptional regulator AcrR",581,581,1,1,1978,NA,NA,"",335,662,661,"EOBMODNK_04565","FIBKOHBH_04431","ONBFLLJP_04521","EMJNNLEH_04564","JCGPGLCM_04030","JAFODMFN_04436","PBIMHGGB_01910","LPDLNJLK_02799","CDIKHPPE_02694","BJMLLAMG_03146","BGBDHPIL_04173","MMJCEBPP_04450","LAJILOGE_04191","MMJAGEHG_04514","HEGDAGBG_04549"
"group_1083","","hypothetical protein",581,581,1,1,1957,NA,NA,"",3284,3800,3799,"EOBMODNK_04544","FIBKOHBH_04410","ONBFLLJP_04500","EMJNNLEH_04543","JCGPGLCM_04009","JAFODMFN_04415","PBIMHGGB_01889","LPDLNJLK_02778","CDIKHPPE_02673","BJMLLAMG_03125","BGBDHPIL_04152","MMJCEBPP_04471","LAJILOGE_04212","MMJAGEHG_04535","HEGDAGBG_04528"
"group_1085","","hypothetical protein",581,581,1,1,3656,NA,NA,"",425,2135,2129,"EOBMODNK_04598","FIBKOHBH_04463","ONBFLLJP_04031","EMJNNLEH_04597","JCGPGLCM_00429","JAFODMFN_04469","PBIMHGGB_01098","LPDLNJLK_03397","CDIKHPPE_03416","BJMLLAMG_03589","BGBDHPIL_04250","MMJCEBPP_04417","LAJILOGE_02548","MMJAGEHG_04482","HEGDAGBG_04487"
"zraS","","Sensor protein ZraS",581,581,1,1,1524,NA,NA,"",779,1463,1460,"EOBMODNK_04627","FIBKOHBH_04493","ONBFLLJP_04531","EMJNNLEH_04656","JCGPGLCM_04245","JAFODMFN_04563","PBIMHGGB_03867","LPDLNJLK_04130","CDIKHPPE_03978","BJMLLAMG_04129","BGBDHPIL_04330","MMJCEBPP_04512","LAJILOGE_04431","MMJAGEHG_04604","HEGDAGBG_04610"
"deaD","","ATP-dependent RNA helicase DeaD",581,581,1,1,2619,NA,NA,"",1745,1913,1888,"EOBMODNK_00596","FIBKOHBH_03055","ONBFLLJP_01257","EMJNNLEH_00816","JCGPGLCM_00331","JAFODMFN_00075","PBIMHGGB_00601","LPDLNJLK_01805","CDIKHPPE_00773","BJMLLAMG_00951","BGBDHPIL_00571","MMJCEBPP_00595","LAJILOGE_00332","MMJAGEHG_00074","HEGDAGBG_02457"
"metH","","Methionine synthase",581,581,1,1,2012,NA,NA,"",3206,3689,3682,"EOBMODNK_03320","FIBKOHBH_03763","ONBFLLJP_00927","EMJNNLEH_01903","JCGPGLCM_03432","JAFODMFN_01162","PBIMHGGB_03471","LPDLNJLK_03894","CDIKHPPE_03682","BJMLLAMG_04005","BGBDHPIL_04297","MMJCEBPP_01162","LAJILOGE_03004","MMJAGEHG_01161","HEGDAGBG_00008"
"ftsP","","Cell division protein FtsP",581,581,1,1,2726,NA,NA,"",563,1418,1410,"EOBMODNK_00493","FIBKOHBH_03713","ONBFLLJP_01154","EMJNNLEH_00919","JCGPGLCM_00228","JAFODMFN_00178","PBIMHGGB_03141","LPDLNJLK_02886","CDIKHPPE_01435","BJMLLAMG_01085","BGBDHPIL_00469","MMJCEBPP_00492","LAJILOGE_00229","MMJAGEHG_00177","HEGDAGBG_02560"
"nudL","","putative Nudix hydrolase NudL",581,581,1,1,4771,NA,NA,"",203,578,577,"EOBMODNK_01912","FIBKOHBH_03917","ONBFLLJP_03971","EMJNNLEH_00697","JCGPGLCM_03060","JAFODMFN_01646","PBIMHGGB_01590","LPDLNJLK_01748","CDIKHPPE_02186","BJMLLAMG_01578","BGBDHPIL_03965","MMJCEBPP_01646","LAJILOGE_03965","MMJAGEHG_01644","HEGDAGBG_01218"
"yoaA","","putative ATP-dependent DNA helicase YoaA",581,581,1,1,4775,NA,NA,"",1604,1910,1909,"EOBMODNK_01908","FIBKOHBH_03921","ONBFLLJP_03967","EMJNNLEH_00693","JCGPGLCM_03056","JAFODMFN_01650","PBIMHGGB_01586","LPDLNJLK_01744","CDIKHPPE_02182","BJMLLAMG_01574","BGBDHPIL_03961","MMJCEBPP_01650","LAJILOGE_03969","MMJAGEHG_01648","HEGDAGBG_01214"
"fadD","","Long-chain-fatty-acid--CoA ligase",581,581,1,1,4778,NA,NA,"",1457,1751,1750,"EOBMODNK_01905","FIBKOHBH_03924","ONBFLLJP_03964","EMJNNLEH_00690","JCGPGLCM_03053","JAFODMFN_01653","PBIMHGGB_01583","LPDLNJLK_01741","CDIKHPPE_02179","BJMLLAMG_01571","BGBDHPIL_03958","MMJCEBPP_01653","LAJILOGE_03972","MMJAGEHG_01651","HEGDAGBG_01211"
"rnd","","Ribonuclease D",581,581,1,1,4779,NA,NA,"",746,1115,1114,"EOBMODNK_01904","FIBKOHBH_03925","ONBFLLJP_03963","EMJNNLEH_00689","JCGPGLCM_03052","JAFODMFN_01654","PBIMHGGB_01582","LPDLNJLK_01740","CDIKHPPE_02178","BJMLLAMG_01570","BGBDHPIL_03957","MMJCEBPP_01654","LAJILOGE_03973","MMJAGEHG_01652","HEGDAGBG_01210"
"appC","","Cytochrome bd-II ubiquinol oxidase subunit 1",581,581,1,1,4804,NA,NA,"",896,1544,1542,"EOBMODNK_01879","FIBKOHBH_03950","ONBFLLJP_03938","EMJNNLEH_00664","JCGPGLCM_03027","JAFODMFN_01679","PBIMHGGB_01557","LPDLNJLK_01715","CDIKHPPE_02153","BJMLLAMG_01545","BGBDHPIL_03932","MMJCEBPP_01679","LAJILOGE_03998","MMJAGEHG_01677","HEGDAGBG_01185"
"group_1158","","hypothetical protein",581,581,1,1,4805,NA,NA,"",356,848,846,"EOBMODNK_01878","FIBKOHBH_03951","ONBFLLJP_03937","EMJNNLEH_00663","JCGPGLCM_03026","JAFODMFN_01680","PBIMHGGB_01556","LPDLNJLK_01714","CDIKHPPE_02152","BJMLLAMG_01544","BGBDHPIL_03931","MMJCEBPP_01680","LAJILOGE_03999","MMJAGEHG_01678","HEGDAGBG_01184"
"hyaE","","Hydrogenase-1 operon protein HyaE",581,581,1,1,4806,NA,NA,"",404,455,404,"EOBMODNK_01877","FIBKOHBH_03952","ONBFLLJP_03936","EMJNNLEH_00662","JCGPGLCM_03025","JAFODMFN_01681","PBIMHGGB_01555","LPDLNJLK_01713","CDIKHPPE_02151","BJMLLAMG_01543","BGBDHPIL_01349","MMJCEBPP_01681","LAJILOGE_04000","MMJAGEHG_01679","HEGDAGBG_01183"
"prfA","","Peptide chain release factor RF1",581,581,1,1,4823,NA,NA,"",632,1082,1081,"EOBMODNK_01862","FIBKOHBH_00374","ONBFLLJP_04434","EMJNNLEH_00647","JCGPGLCM_03565","JAFODMFN_01696","PBIMHGGB_02871","LPDLNJLK_03963","CDIKHPPE_01751","BJMLLAMG_02989","BGBDHPIL_01364","MMJCEBPP_01696","LAJILOGE_04015","MMJAGEHG_01694","HEGDAGBG_01168"
"narX","","Nitrate/nitrite sensor protein NarX",581,581,1,1,4833,NA,NA,"",1739,1796,1795,"EOBMODNK_01852","FIBKOHBH_00384","ONBFLLJP_04424","EMJNNLEH_00637","JCGPGLCM_03575","JAFODMFN_01706","PBIMHGGB_02861","LPDLNJLK_03973","CDIKHPPE_01741","BJMLLAMG_02999","BGBDHPIL_01374","MMJCEBPP_01706","LAJILOGE_04025","MMJAGEHG_01704","HEGDAGBG_01158"
"narG","","Respiratory nitrate reductase 1 alpha chain",581,581,1,1,4835,NA,NA,"",1712,3743,3739,"EOBMODNK_01850","FIBKOHBH_00386","ONBFLLJP_04422","EMJNNLEH_00635","JCGPGLCM_03577","JAFODMFN_01708","PBIMHGGB_02859","LPDLNJLK_04498","CDIKHPPE_01739","BJMLLAMG_03001","BGBDHPIL_01376","MMJCEBPP_01708","LAJILOGE_01883","MMJAGEHG_01706","HEGDAGBG_01156"
"yciI","","Protein YciI",581,581,1,1,4860,NA,NA,"",221,296,295,"EOBMODNK_01825","FIBKOHBH_00411","ONBFLLJP_04397","EMJNNLEH_00610","JCGPGLCM_03602","JAFODMFN_01733","PBIMHGGB_01495","LPDLNJLK_03588","CDIKHPPE_01714","BJMLLAMG_04222","BGBDHPIL_01401","MMJCEBPP_01733","LAJILOGE_01858","MMJAGEHG_01731","HEGDAGBG_01131"
"group_1165","","hypothetical protein",581,581,1,1,4864,NA,NA,"",641,743,742,"EOBMODNK_01821","FIBKOHBH_00415","ONBFLLJP_04393","EMJNNLEH_00606","JCGPGLCM_03606","JAFODMFN_01737","PBIMHGGB_01491","LPDLNJLK_03584","CDIKHPPE_01710","BJMLLAMG_04218","BGBDHPIL_01405","MMJCEBPP_01737","LAJILOGE_01854","MMJAGEHG_01735","HEGDAGBG_01127"
"trpGD","","Bifunctional protein TrpGD",581,581,1,1,4874,NA,NA,"",431,1595,1590,"EOBMODNK_01811","FIBKOHBH_00425","ONBFLLJP_04383","EMJNNLEH_00596","JCGPGLCM_02875","JAFODMFN_01747","PBIMHGGB_01481","LPDLNJLK_03279","CDIKHPPE_02803","BJMLLAMG_03327","BGBDHPIL_01415","MMJCEBPP_01747","LAJILOGE_01844","MMJAGEHG_01745","HEGDAGBG_01117"
"trpE","","Anthranilate synthase component 1",581,581,1,1,4875,NA,NA,"",374,1562,1559,"EOBMODNK_01810","FIBKOHBH_00426","ONBFLLJP_04382","EMJNNLEH_00595","JCGPGLCM_02874","JAFODMFN_01748","PBIMHGGB_01480","LPDLNJLK_03280","CDIKHPPE_02802","BJMLLAMG_03328","BGBDHPIL_01416","MMJCEBPP_01748","LAJILOGE_01843","MMJAGEHG_01746","HEGDAGBG_01116"
"osmB","","Osmotically-inducible lipoprotein B",581,581,1,1,4895,NA,NA,"",197,218,217,"EOBMODNK_01791","FIBKOHBH_00445","ONBFLLJP_02587","EMJNNLEH_00576","JCGPGLCM_02855","JAFODMFN_01767","PBIMHGGB_01461","LPDLNJLK_03299","CDIKHPPE_02783","BJMLLAMG_03347","BGBDHPIL_01435","MMJCEBPP_01767","LAJILOGE_01824","MMJAGEHG_01765","HEGDAGBG_01097"
"pspA","","Phage shock protein A",581,581,1,1,4913,NA,NA,"",398,668,667,"EOBMODNK_01776","FIBKOHBH_00460","ONBFLLJP_02572","EMJNNLEH_00561","JCGPGLCM_02840","JAFODMFN_01782","PBIMHGGB_03231","LPDLNJLK_03832","CDIKHPPE_03520","BJMLLAMG_03650","BGBDHPIL_01450","MMJCEBPP_01782","LAJILOGE_01809","MMJAGEHG_01780","HEGDAGBG_01082"
"ytbE","","putative oxidoreductase YtbE",581,581,1,1,4927,NA,NA,"",830,869,839,"EOBMODNK_01762","FIBKOHBH_00474","ONBFLLJP_02558","EMJNNLEH_00547","JCGPGLCM_02826","JAFODMFN_01796","PBIMHGGB_03245","LPDLNJLK_03818","CDIKHPPE_03534","BJMLLAMG_03664","BGBDHPIL_01464","MMJCEBPP_01796","LAJILOGE_01795","MMJAGEHG_01794","HEGDAGBG_01068"
"puuR","","HTH-type transcriptional regulator PuuR",581,581,1,1,4940,NA,NA,"",341,602,601,"EOBMODNK_01750","FIBKOHBH_00486","ONBFLLJP_02546","EMJNNLEH_00535","JCGPGLCM_02814","JAFODMFN_01808","PBIMHGGB_03974","LPDLNJLK_03205","CDIKHPPE_04136","BJMLLAMG_04377","BGBDHPIL_01476","MMJCEBPP_01808","LAJILOGE_01783","MMJAGEHG_01806","HEGDAGBG_01056"
"smrA","","putative DNA endonuclease SmrA",581,581,1,1,4948,NA,NA,"",326,563,562,"EOBMODNK_01744","FIBKOHBH_00492","ONBFLLJP_02540","EMJNNLEH_00529","JCGPGLCM_02808","JAFODMFN_01814","PBIMHGGB_03980","LPDLNJLK_03199","CDIKHPPE_04130","BJMLLAMG_04371","BGBDHPIL_01482","MMJCEBPP_01814","LAJILOGE_01777","MMJAGEHG_01812","HEGDAGBG_01050"
"tap","","Methyl-accepting chemotaxis protein IV",581,581,1,1,4950,NA,NA,"",1091,1154,1153,"EOBMODNK_01743","FIBKOHBH_00493","ONBFLLJP_02539","EMJNNLEH_00528","JCGPGLCM_02807","JAFODMFN_01815","PBIMHGGB_03981","LPDLNJLK_03198","CDIKHPPE_04129","BJMLLAMG_04370","BGBDHPIL_01483","MMJCEBPP_01815","LAJILOGE_01776","MMJAGEHG_01813","HEGDAGBG_01049"
"ttcA","","tRNA-cytidine(32) 2-sulfurtransferase",581,581,1,1,4954,NA,NA,"",257,935,933,"EOBMODNK_01740","FIBKOHBH_00496","ONBFLLJP_02536","EMJNNLEH_00525","JCGPGLCM_02804","JAFODMFN_01818","PBIMHGGB_03984","LPDLNJLK_03195","CDIKHPPE_04126","BJMLLAMG_04367","BGBDHPIL_01486","MMJCEBPP_01818","LAJILOGE_01773","MMJAGEHG_01816","HEGDAGBG_01046"
"ldhA","","D-lactate dehydrogenase",581,581,1,1,4960,NA,NA,"",935,989,988,"EOBMODNK_01734","FIBKOHBH_00502","ONBFLLJP_02530","EMJNNLEH_00519","JCGPGLCM_02798","JAFODMFN_01824","PBIMHGGB_03938","LPDLNJLK_03189","CDIKHPPE_04021","BJMLLAMG_03770","BGBDHPIL_01492","MMJCEBPP_01824","LAJILOGE_01767","MMJAGEHG_01822","HEGDAGBG_01040"
"group_1180","","hypothetical protein",581,581,1,1,4961,NA,NA,"",2339,2636,2635,"EOBMODNK_01733","FIBKOHBH_00503","ONBFLLJP_02529","EMJNNLEH_00518","JCGPGLCM_02797","JAFODMFN_01825","PBIMHGGB_03939","LPDLNJLK_03188","CDIKHPPE_04022","BJMLLAMG_03771","BGBDHPIL_01493","MMJCEBPP_01825","LAJILOGE_01766","MMJAGEHG_01823","HEGDAGBG_01039"
"dcp","","Dipeptidyl carboxypeptidase",581,581,1,1,5116,NA,NA,"",1028,1082,1081,"EOBMODNK_01619","FIBKOHBH_00633","ONBFLLJP_02399","EMJNNLEH_00388","JCGPGLCM_01883","JAFODMFN_01949","PBIMHGGB_01857","LPDLNJLK_01226","CDIKHPPE_01551","BJMLLAMG_02194","BGBDHPIL_03422","MMJCEBPP_01956","LAJILOGE_03393","MMJAGEHG_01953","HEGDAGBG_00909"
"ydfG","","NADP-dependent 3-hydroxy acid dehydrogenase YdfG",581,581,1,1,5117,NA,NA,"",677,746,745,"EOBMODNK_01618","FIBKOHBH_00634","ONBFLLJP_02398","EMJNNLEH_00387","JCGPGLCM_01884","JAFODMFN_01950","PBIMHGGB_01856","LPDLNJLK_01225","CDIKHPPE_01550","BJMLLAMG_02193","BGBDHPIL_03423","MMJCEBPP_01957","LAJILOGE_03392","MMJAGEHG_01954","HEGDAGBG_00908"
"por_2","","Polyol:NADP oxidoreductase",581,581,1,1,5120,NA,NA,"",596,1466,1464,"EOBMODNK_01615","FIBKOHBH_00637","ONBFLLJP_02395","EMJNNLEH_00384","JCGPGLCM_01887","JAFODMFN_01953","PBIMHGGB_01853","LPDLNJLK_01222","CDIKHPPE_01547","BJMLLAMG_02190","BGBDHPIL_03426","MMJCEBPP_01960","LAJILOGE_03389","MMJAGEHG_01957","HEGDAGBG_00905"
"rspB_1","","Starvation-sensing protein RspB",581,581,1,1,5123,NA,NA,"",533,554,553,"EOBMODNK_01613","FIBKOHBH_00639","ONBFLLJP_02393","EMJNNLEH_00382","JCGPGLCM_01889","JAFODMFN_01955","PBIMHGGB_01851","LPDLNJLK_01220","CDIKHPPE_01545","BJMLLAMG_02188","BGBDHPIL_03428","MMJCEBPP_01962","LAJILOGE_03387","MMJAGEHG_01959","HEGDAGBG_00903"
"speG","","Spermidine N(1)-acetyltransferase",581,581,1,1,5128,NA,NA,"",560,611,560,"EOBMODNK_01608","FIBKOHBH_00644","ONBFLLJP_02388","EMJNNLEH_00377","JCGPGLCM_01894","JAFODMFN_01960","PBIMHGGB_01846","LPDLNJLK_01215","CDIKHPPE_01540","BJMLLAMG_02183","BGBDHPIL_03433","MMJCEBPP_01967","LAJILOGE_03382","MMJAGEHG_01964","HEGDAGBG_00898"
"add","","Adenosine deaminase",581,581,1,1,5171,NA,NA,"",833,1001,1000,"EOBMODNK_01570","FIBKOHBH_00682","ONBFLLJP_02350","EMJNNLEH_00339","JCGPGLCM_01932","JAFODMFN_01998","PBIMHGGB_03961","LPDLNJLK_04264","CDIKHPPE_04097","BJMLLAMG_04318","BGBDHPIL_00339","MMJCEBPP_02005","LAJILOGE_03344","MMJAGEHG_02002","HEGDAGBG_00860"
"rsxD","","Ion-translocating oxidoreductase complex subunit D",581,581,1,1,5180,NA,NA,"",998,1058,1057,"EOBMODNK_02652","FIBKOHBH_00994","ONBFLLJP_03298","EMJNNLEH_00332","JCGPGLCM_01376","JAFODMFN_03884","PBIMHGGB_02297","LPDLNJLK_00346","CDIKHPPE_01703","BJMLLAMG_03286","BGBDHPIL_00332","MMJCEBPP_03397","LAJILOGE_00741","MMJAGEHG_03392","HEGDAGBG_03027"
"mliC","","Membrane-bound lysozyme inhibitor of C-type lysozyme",581,581,1,1,5190,NA,NA,"",329,362,337,"EOBMODNK_02662","FIBKOHBH_01004","ONBFLLJP_03308","EMJNNLEH_00322","JCGPGLCM_01366","JAFODMFN_03874","PBIMHGGB_02307","LPDLNJLK_00336","CDIKHPPE_01693","BJMLLAMG_03276","BGBDHPIL_00322","MMJCEBPP_03387","LAJILOGE_00731","MMJAGEHG_03382","HEGDAGBG_03017"
"sodC","","Superoxide dismutase [Cu-Zn]",581,581,1,1,5198,NA,NA,"",389,521,520,"EOBMODNK_02669","FIBKOHBH_01011","ONBFLLJP_03315","EMJNNLEH_00315","JCGPGLCM_01359","JAFODMFN_03867","PBIMHGGB_02314","LPDLNJLK_00329","CDIKHPPE_01686","BJMLLAMG_03269","BGBDHPIL_00315","MMJCEBPP_03380","LAJILOGE_00724","MMJAGEHG_03375","HEGDAGBG_03010"
"mepH","","Murein DD-endopeptidase MepH",581,581,1,1,5206,NA,NA,"",443,821,820,"EOBMODNK_02677","FIBKOHBH_01019","ONBFLLJP_03323","EMJNNLEH_00307","JCGPGLCM_01351","JAFODMFN_03859","PBIMHGGB_02322","LPDLNJLK_00321","CDIKHPPE_01678","BJMLLAMG_03261","BGBDHPIL_00311","MMJCEBPP_03372","LAJILOGE_00716","MMJAGEHG_03367","HEGDAGBG_03002"
"sseA_1","","Type III secretion system chaperone SseA",581,581,1,1,5242,NA,NA,"",119,323,322,"EOBMODNK_02713","FIBKOHBH_01055","ONBFLLJP_03359","EMJNNLEH_00271","JCGPGLCM_01315","JAFODMFN_03823","PBIMHGGB_03604","LPDLNJLK_00285","CDIKHPPE_01642","BJMLLAMG_03972","BGBDHPIL_00275","MMJCEBPP_03336","LAJILOGE_00680","MMJAGEHG_03331","HEGDAGBG_02966"
"tcyP_2","","L-cystine uptake protein TcyP",581,581,1,1,5274,NA,NA,"",1334,1346,1345,"EOBMODNK_02743","FIBKOHBH_01085","ONBFLLJP_03389","EMJNNLEH_00241","JCGPGLCM_01285","JAFODMFN_03793","PBIMHGGB_00290","LPDLNJLK_00255","CDIKHPPE_00283","BJMLLAMG_00297","BGBDHPIL_00245","MMJCEBPP_03306","LAJILOGE_00650","MMJAGEHG_03301","HEGDAGBG_02936"
"ydiM","","Inner membrane transport protein YdiM",581,581,1,1,5281,NA,NA,"",374,1142,1140,"EOBMODNK_02749","FIBKOHBH_01091","ONBFLLJP_03395","EMJNNLEH_00235","JCGPGLCM_01279","JAFODMFN_03787","PBIMHGGB_00284","LPDLNJLK_00249","CDIKHPPE_00289","BJMLLAMG_00291","BGBDHPIL_00239","MMJCEBPP_03300","LAJILOGE_00644","MMJAGEHG_03295","HEGDAGBG_02930"
