"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR18233382","SRR5905281","SRR12420840","SRR14766463","SRR7041722","SRR14766414","SRR27708429","SRR3037400","SRR18233381","SRR14766417","SRR14766449","SRR14766443","SRR17518186","SRR11101171","SRR14766416"
"dsbD_1","","Thiol:disulfide interchange protein DsbD",581,581,1,1,4535,NA,NA,"",440,1886,1882,"GMDHGEDP_03229","GAMKEBON_02913","IONJLDOB_04109","GIMAHOAG_02231","GFHOMNBG_02166","CBFLKJKM_03062","MDJJIALB_01720","JILAKEMF_00978","LJBGKFLJ_01691","ICNKMNLE_04249","GNNINLGG_00908","BJFLHFPA_02163","CBIADFLF_00310","EPILMDOP_00846","AJDPHMEH_04020"
"artM_2","","Arginine transport ATP-binding protein ArtM",581,581,1,1,4645,NA,NA,"",503,752,751,"GMDHGEDP_03017","GAMKEBON_03396","IONJLDOB_02525","GIMAHOAG_03756","GFHOMNBG_04079","CBFLKJKM_04095","MDJJIALB_01819","JILAKEMF_01078","LJBGKFLJ_01791","ICNKMNLE_03221","GNNINLGG_01007","BJFLHFPA_03097","CBIADFLF_00411","EPILMDOP_02664","AJDPHMEH_02836"
"papC_3","","Outer membrane usher protein PapC",581,581,1,1,2395,NA,NA,"",590,2657,2653,"GMDHGEDP_03870","GAMKEBON_03539","IONJLDOB_01112","GIMAHOAG_02560","GFHOMNBG_04497","CBFLKJKM_03477","MDJJIALB_02175","JILAKEMF_03497","LJBGKFLJ_03559","ICNKMNLE_02805","GNNINLGG_03661","BJFLHFPA_04003","CBIADFLF_03810","EPILMDOP_03537","AJDPHMEH_03815"
"group_1039","","hypothetical protein",581,581,1,1,2178,NA,NA,"",263,998,995,"GMDHGEDP_02540","GAMKEBON_01152","IONJLDOB_01781","GIMAHOAG_03091","GFHOMNBG_03779","CBFLKJKM_03729","MDJJIALB_01894","JILAKEMF_03791","LJBGKFLJ_03790","ICNKMNLE_04576","GNNINLGG_03951","BJFLHFPA_02627","CBIADFLF_04093","EPILMDOP_02265","AJDPHMEH_03420"
"assT_4","","Arylsulfate sulfotransferase AssT",581,581,1,1,2183,NA,NA,"",893,1790,1783,"GMDHGEDP_02535","GAMKEBON_01147","IONJLDOB_01776","GIMAHOAG_03096","GFHOMNBG_03784","CBFLKJKM_03724","MDJJIALB_01899","JILAKEMF_03796","LJBGKFLJ_03785","ICNKMNLE_03407","GNNINLGG_03946","BJFLHFPA_02622","CBIADFLF_04098","EPILMDOP_02270","AJDPHMEH_03415"
"group_1043","","hypothetical protein",581,581,1,1,2258,NA,NA,"",824,1100,1098,"GMDHGEDP_02477","GAMKEBON_01089","IONJLDOB_01718","GIMAHOAG_03154","GFHOMNBG_03842","CBFLKJKM_03666","MDJJIALB_01957","JILAKEMF_03854","LJBGKFLJ_03727","ICNKMNLE_02855","GNNINLGG_03888","BJFLHFPA_02563","CBIADFLF_04156","EPILMDOP_02328","AJDPHMEH_03918"
"glnG","","DNA-binding transcriptional regulator NtrC",581,581,1,1,2219,NA,NA,"",434,1409,1407,"GMDHGEDP_02441","GAMKEBON_01053","IONJLDOB_01682","GIMAHOAG_03190","GFHOMNBG_03878","CBFLKJKM_03630","MDJJIALB_01993","JILAKEMF_03890","LJBGKFLJ_04519","ICNKMNLE_02819","GNNINLGG_03852","BJFLHFPA_02527","CBIADFLF_04192","EPILMDOP_02364","AJDPHMEH_03882"
"hsrA","","putative transport protein HsrA",581,581,1,1,1363,NA,NA,"",872,1427,1426,"GMDHGEDP_03614","GAMKEBON_03033","IONJLDOB_03096","GIMAHOAG_04164","GFHOMNBG_04288","CBFLKJKM_04201","MDJJIALB_04081","JILAKEMF_04221","LJBGKFLJ_04096","ICNKMNLE_04375","GNNINLGG_04261","BJFLHFPA_03750","CBIADFLF_04293","EPILMDOP_03593","AJDPHMEH_03695"
"dgoD_2","","D-galactonate dehydratase",581,581,1,1,1420,NA,NA,"",692,1148,1146,"GMDHGEDP_03558","GAMKEBON_02977","IONJLDOB_03040","GIMAHOAG_04220","GFHOMNBG_04344","CBFLKJKM_04145","MDJJIALB_03199","JILAKEMF_04277","LJBGKFLJ_04040","ICNKMNLE_02908","GNNINLGG_04205","BJFLHFPA_03694","CBIADFLF_04349","EPILMDOP_03649","AJDPHMEH_03639"
"araA","","L-arabinose isomerase",581,581,1,1,2499,NA,NA,"",1259,1502,1501,"GMDHGEDP_03966","GAMKEBON_01352","IONJLDOB_01212","GIMAHOAG_02660","GFHOMNBG_03905","CBFLKJKM_03577","MDJJIALB_02744","JILAKEMF_03397","LJBGKFLJ_03659","ICNKMNLE_01070","GNNINLGG_04340","BJFLHFPA_02416","CBIADFLF_03710","EPILMDOP_02881","AJDPHMEH_03970"
