"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR8297625","SRR14766441","SRR19431269","SRR14766411","SRR14766338","SRR14766367","SRR1411125","SRR1302845","SRR13643325","SRR14766337","SRR7011986","SRR18233392","SRR16297815","SRR1501663","SRR14766394"
"dsbD_1","","Thiol:disulfide interchange protein DsbD",581,581,1,1,4535,NA,NA,"",440,1886,1882,"MJBBHCGK_00177","IOEMIFOP_00978","KFNBBHOJ_01590","IABIGAJC_03037","NHKOBKIA_01473","OOJFKJFD_00310","LNNOOKGB_03174","DEHNJJKG_01086","JJLFNJEC_00912","FHGKKJNF_01456","OJOAJMDO_01241","COLOCJJI_02021","DCCGOOHM_01471","OLCMHNGP_00951","AHAJJFKC_03376"
"artM_2","","Arginine transport ATP-binding protein ArtM",581,581,1,1,4645,NA,NA,"",503,752,751,"MJBBHCGK_00076","IOEMIFOP_01078","KFNBBHOJ_01489","IABIGAJC_02162","NHKOBKIA_02119","OOJFKJFD_00410","LNNOOKGB_03702","DEHNJJKG_02713","JJLFNJEC_01013","FHGKKJNF_00434","OJOAJMDO_03058","COLOCJJI_03617","DCCGOOHM_01371","OLCMHNGP_01052","AHAJJFKC_02741"
"papC_3","","Outer membrane usher protein PapC",581,581,1,1,2395,NA,NA,"",590,2657,2653,"MJBBHCGK_03744","IOEMIFOP_04007","KFNBBHOJ_03805","IABIGAJC_04267","NHKOBKIA_02692","OOJFKJFD_03121","LNNOOKGB_02528","DEHNJJKG_03710","JJLFNJEC_03342","FHGKKJNF_01956","OJOAJMDO_03795","COLOCJJI_03494","DCCGOOHM_03690","OLCMHNGP_04302","AHAJJFKC_02117"
"group_1039","","hypothetical protein",581,581,1,1,2178,NA,NA,"",263,998,995,"MJBBHCGK_03910","IOEMIFOP_03752","KFNBBHOJ_04161","IABIGAJC_03437","NHKOBKIA_03410","OOJFKJFD_04146","LNNOOKGB_03082","DEHNJJKG_03106","JJLFNJEC_04054","FHGKKJNF_04534","OJOAJMDO_02518","COLOCJJI_03408","DCCGOOHM_04052","OLCMHNGP_04033","AHAJJFKC_00977"
"assT_4","","Arylsulfate sulfotransferase AssT",581,581,1,1,2183,NA,NA,"",893,1790,1783,"MJBBHCGK_03905","IOEMIFOP_03757","KFNBBHOJ_04156","IABIGAJC_03442","NHKOBKIA_04107","OOJFKJFD_04141","LNNOOKGB_03077","DEHNJJKG_03111","JJLFNJEC_04049","FHGKKJNF_02828","OJOAJMDO_02523","COLOCJJI_03403","DCCGOOHM_04047","OLCMHNGP_04028","AHAJJFKC_00972"
"group_1043","","hypothetical protein",581,581,1,1,2258,NA,NA,"",824,1100,1098,"MJBBHCGK_03847","IOEMIFOP_04057","KFNBBHOJ_04098","IABIGAJC_03500","NHKOBKIA_03733","OOJFKJFD_04083","LNNOOKGB_03019","DEHNJJKG_03813","JJLFNJEC_03991","FHGKKJNF_01969","OJOAJMDO_02581","COLOCJJI_03345","DCCGOOHM_03989","OLCMHNGP_03970","AHAJJFKC_04385"
"glnG","","DNA-binding transcriptional regulator NtrC",581,581,1,1,2219,NA,NA,"",434,1409,1407,"MJBBHCGK_03811","IOEMIFOP_04021","KFNBBHOJ_04062","IABIGAJC_03536","NHKOBKIA_02998","OOJFKJFD_04047","LNNOOKGB_02983","DEHNJJKG_03777","JJLFNJEC_03955","FHGKKJNF_02005","OJOAJMDO_02617","COLOCJJI_04623","DCCGOOHM_03953","OLCMHNGP_03934","AHAJJFKC_02771"
"hsrA","","putative transport protein HsrA",581,581,1,1,1363,NA,NA,"",872,1427,1426,"MJBBHCGK_04216","IOEMIFOP_03868","KFNBBHOJ_04344","IABIGAJC_04209","NHKOBKIA_04350","OOJFKJFD_04242","LNNOOKGB_04073","DEHNJJKG_03482","JJLFNJEC_04237","FHGKKJNF_01399","OJOAJMDO_03656","COLOCJJI_04047","DCCGOOHM_04288","OLCMHNGP_04216","AHAJJFKC_01658"
"dgoD_2","","D-galactonate dehydratase",581,581,1,1,1420,NA,NA,"",692,1148,1146,"MJBBHCGK_04272","IOEMIFOP_03812","KFNBBHOJ_04288","IABIGAJC_04153","NHKOBKIA_02702","OOJFKJFD_04186","LNNOOKGB_04017","DEHNJJKG_03538","JJLFNJEC_04181","FHGKKJNF_01343","OJOAJMDO_03600","COLOCJJI_04103","DCCGOOHM_04344","OLCMHNGP_04160","AHAJJFKC_01602"
"araA","","L-arabinose isomerase",581,581,1,1,2499,NA,NA,"",1259,1502,1501,"MJBBHCGK_04378","IOEMIFOP_04190","KFNBBHOJ_03705","IABIGAJC_03365","NHKOBKIA_01036","OOJFKJFD_03221","LNNOOKGB_02429","DEHNJJKG_02939","JJLFNJEC_03242","FHGKKJNF_04212","OJOAJMDO_02388","COLOCJJI_04256","DCCGOOHM_03588","OLCMHNGP_03881","AHAJJFKC_02414"
