"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR3037434","SRR2994385","SRR9016885","SRR11101171","SRR26985545","SRR14766462","SRR1515023","SRR2994390","SRR3037520","SRR3097426","SRR1501457","SRR11487643","SRR14766353","SRR14766356","SRR15146531"
"dsbD_1","","Thiol:disulfide interchange protein DsbD",581,581,1,1,4535,NA,NA,"",440,1886,1882,"ENBCENPF_00844","LNDPOLGH_01950","OMEBOICM_02538","EPILMDOP_00846","CHKCBGPO_00919","GEBDBFBM_00614","EPBPOPMF_02255","DFDIOJDA_01351","AFDIOAOE_00977","PBDKJOHP_00017","EKMOMDCE_00310","AMEEEGBM_00978","NHACMJCC_01160","FOILPIDO_02035","ALBEMBBG_01656"
"artM_2","","Arginine transport ATP-binding protein ArtM",581,581,1,1,4645,NA,NA,"",503,752,751,"ENBCENPF_00744","LNDPOLGH_03521","OMEBOICM_02895","EPILMDOP_02664","CHKCBGPO_00819","GEBDBFBM_03008","EPBPOPMF_03399","DFDIOJDA_01451","AFDIOAOE_01077","PBDKJOHP_00110","EKMOMDCE_00412","AMEEEGBM_01078","NHACMJCC_01059","FOILPIDO_02545","ALBEMBBG_01757"
"papC_3","","Outer membrane usher protein PapC",581,581,1,1,2395,NA,NA,"",590,2657,2653,"ENBCENPF_03085","LNDPOLGH_04136","OMEBOICM_03789","EPILMDOP_03537","CHKCBGPO_03953","GEBDBFBM_03689","EPBPOPMF_04025","DFDIOJDA_03344","AFDIOAOE_03797","PBDKJOHP_01939","EKMOMDCE_03561","AMEEEGBM_03746","NHACMJCC_04203","FOILPIDO_04002","ALBEMBBG_03745"
"group_1039","","hypothetical protein",581,581,1,1,2178,NA,NA,"",263,998,995,"ENBCENPF_03652","LNDPOLGH_02949","OMEBOICM_01979","EPILMDOP_02265","CHKCBGPO_04119","GEBDBFBM_03210","EPBPOPMF_03292","DFDIOJDA_03919","AFDIOAOE_03883","PBDKJOHP_03570","EKMOMDCE_03843","AMEEEGBM_04114","NHACMJCC_03105","FOILPIDO_01559","ALBEMBBG_04085"
"assT_4","","Arylsulfate sulfotransferase AssT",581,581,1,1,2183,NA,NA,"",893,1790,1783,"ENBCENPF_03657","LNDPOLGH_02954","OMEBOICM_01974","EPILMDOP_02270","CHKCBGPO_04114","GEBDBFBM_03205","EPBPOPMF_03287","DFDIOJDA_03924","AFDIOAOE_03888","PBDKJOHP_03565","EKMOMDCE_03848","AMEEEGBM_04119","NHACMJCC_03110","FOILPIDO_01554","ALBEMBBG_04080"
"group_1043","","hypothetical protein",581,581,1,1,2258,NA,NA,"",824,1100,1098,"ENBCENPF_03715","LNDPOLGH_03012","OMEBOICM_01916","EPILMDOP_02328","CHKCBGPO_04056","GEBDBFBM_04228","EPBPOPMF_03229","DFDIOJDA_03982","AFDIOAOE_03946","PBDKJOHP_03507","EKMOMDCE_03906","AMEEEGBM_04177","NHACMJCC_03168","FOILPIDO_01496","ALBEMBBG_04022"
"glnG","","DNA-binding transcriptional regulator NtrC",581,581,1,1,2219,NA,NA,"",434,1409,1407,"ENBCENPF_03751","LNDPOLGH_03048","OMEBOICM_01880","EPILMDOP_02364","CHKCBGPO_04020","GEBDBFBM_04503","EPBPOPMF_04532","DFDIOJDA_04018","AFDIOAOE_03982","PBDKJOHP_03471","EKMOMDCE_03942","AMEEEGBM_04213","NHACMJCC_03204","FOILPIDO_01460","ALBEMBBG_04606"
"hsrA","","putative transport protein HsrA",581,581,1,1,1363,NA,NA,"",872,1427,1426,"ENBCENPF_04205","LNDPOLGH_03788","OMEBOICM_03454","EPILMDOP_03593","CHKCBGPO_04302","GEBDBFBM_03481","EPBPOPMF_03806","DFDIOJDA_04313","AFDIOAOE_04229","PBDKJOHP_01133","EKMOMDCE_04144","AMEEEGBM_04314","NHACMJCC_04046","FOILPIDO_03648","ALBEMBBG_04268"
"dgoD_2","","D-galactonate dehydratase",581,581,1,1,1420,NA,NA,"",692,1148,1146,"ENBCENPF_04261","LNDPOLGH_03844","OMEBOICM_03398","EPILMDOP_03649","CHKCBGPO_04246","GEBDBFBM_03425","EPBPOPMF_03862","DFDIOJDA_04257","AFDIOAOE_04285","PBDKJOHP_01189","EKMOMDCE_04200","AMEEEGBM_04370","NHACMJCC_04102","FOILPIDO_03592","ALBEMBBG_04212"
"araA","","L-arabinose isomerase",581,581,1,1,2499,NA,NA,"",1259,1502,1501,"ENBCENPF_03185","LNDPOLGH_03439","OMEBOICM_02851","EPILMDOP_02881","CHKCBGPO_04310","GEBDBFBM_02834","EPBPOPMF_03104","DFDIOJDA_03443","AFDIOAOE_03697","PBDKJOHP_01839","EKMOMDCE_03461","AMEEEGBM_03846","NHACMJCC_02975","FOILPIDO_02983","ALBEMBBG_03643"
"acrF","","Multidrug export protein AcrF",581,581,1,1,1981,NA,NA,"",1700,3113,3110,"ENBCENPF_04452","LNDPOLGH_04297","OMEBOICM_04117","EPILMDOP_04232","CHKCBGPO_04504","GEBDBFBM_04155","EPBPOPMF_04228","DFDIOJDA_04516","AFDIOAOE_04345","PBDKJOHP_04424","EKMOMDCE_04439","AMEEEGBM_04496","NHACMJCC_04401","FOILPIDO_04380","ALBEMBBG_04394"
"acrR_2","","HTH-type transcriptional regulator AcrR",581,581,1,1,1978,NA,NA,"",335,662,661,"ENBCENPF_04455","LNDPOLGH_04300","OMEBOICM_04114","EPILMDOP_04235","CHKCBGPO_04501","GEBDBFBM_04152","EPBPOPMF_04225","DFDIOJDA_04513","AFDIOAOE_04348","PBDKJOHP_04421","EKMOMDCE_04436","AMEEEGBM_04499","NHACMJCC_04398","FOILPIDO_04377","ALBEMBBG_04397"
"group_1083","","hypothetical protein",581,581,1,1,1957,NA,NA,"",3284,3800,3799,"ENBCENPF_04476","LNDPOLGH_04321","OMEBOICM_04093","EPILMDOP_04256","CHKCBGPO_04480","GEBDBFBM_04131","EPBPOPMF_04204","DFDIOJDA_04492","AFDIOAOE_04369","PBDKJOHP_04400","EKMOMDCE_04415","AMEEEGBM_04520","NHACMJCC_04377","FOILPIDO_04356","ALBEMBBG_04418"
"group_1085","","hypothetical protein",581,581,1,1,3656,NA,NA,"",425,2135,2129,"ENBCENPF_04518","LNDPOLGH_00420","OMEBOICM_03968","EPILMDOP_02557","CHKCBGPO_04439","GEBDBFBM_04010","EPBPOPMF_04158","DFDIOJDA_04545","AFDIOAOE_04410","PBDKJOHP_04449","EKMOMDCE_04469","AMEEEGBM_04463","NHACMJCC_03707","FOILPIDO_04235","ALBEMBBG_04365"
"zraS","","Sensor protein ZraS",581,581,1,1,1524,NA,NA,"",779,1463,1460,"ENBCENPF_04569","LNDPOLGH_04430","OMEBOICM_04452","EPILMDOP_04554","CHKCBGPO_04511","GEBDBFBM_04336","EPBPOPMF_04416","DFDIOJDA_04597","AFDIOAOE_04498","PBDKJOHP_01598","EKMOMDCE_04545","AMEEEGBM_04561","NHACMJCC_04535","FOILPIDO_04463","ALBEMBBG_04491"
