"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14766363","SRR23043678","SRR14766372","SRR14766358","SRR13643357","SRR21893805","SRR2102470","SRR2994390","SRR3097533","SRR5905515","SRR14766443","SRR28323385","SRR28412153","SRR5928751","SRR3037467"
"dsbD_1","","Thiol:disulfide interchange protein DsbD",581,581,1,1,4535,NA,NA,"",440,1886,1882,"HDHIBFGB_03856","JBKOHDDO_01729","OFPOAPDN_01591","IJDMEFDF_00310","MCHABJHI_01589","CDHBLMCD_01257","AJGBHJCG_00885","DFDIOJDA_01351","CBCEDDLP_00061","AAOLMGCP_01701","BJFLHFPA_02163","JJPMJGEG_01056","IKEDIMNK_01679","JMPBCIHE_03325","FONGDKBB_02208"
"artM_2","","Arginine transport ATP-binding protein ArtM",581,581,1,1,4645,NA,NA,"",503,752,751,"HDHIBFGB_03139","JBKOHDDO_01829","OFPOAPDN_01491","IJDMEFDF_00411","MCHABJHI_01488","CDHBLMCD_01157","AJGBHJCG_02968","DFDIOJDA_01451","CBCEDDLP_00161","AAOLMGCP_01601","BJFLHFPA_03097","JJPMJGEG_01158","IKEDIMNK_01779","JMPBCIHE_02320","FONGDKBB_03825"
"papC_3","","Outer membrane usher protein PapC",581,581,1,1,2395,NA,NA,"",590,2657,2653,"HDHIBFGB_02233","JBKOHDDO_03896","OFPOAPDN_03888","IJDMEFDF_03561","MCHABJHI_03757","CDHBLMCD_04264","AJGBHJCG_03848","DFDIOJDA_03344","CBCEDDLP_02772","AAOLMGCP_03593","BJFLHFPA_04003","JJPMJGEG_03674","IKEDIMNK_03873","JMPBCIHE_02443","FONGDKBB_03461"
"group_1039","","hypothetical protein",581,581,1,1,2178,NA,NA,"",263,998,995,"HDHIBFGB_03279","JBKOHDDO_04173","OFPOAPDN_04054","IJDMEFDF_03911","MCHABJHI_04119","CDHBLMCD_03370","AJGBHJCG_03159","DFDIOJDA_03919","CBCEDDLP_03410","AAOLMGCP_03875","BJFLHFPA_02627","JJPMJGEG_04036","IKEDIMNK_03997","JMPBCIHE_03129","FONGDKBB_01892"
"assT_4","","Arylsulfate sulfotransferase AssT",581,581,1,1,2183,NA,NA,"",893,1790,1783,"HDHIBFGB_03274","JBKOHDDO_04178","OFPOAPDN_04049","IJDMEFDF_03916","MCHABJHI_04124","CDHBLMCD_03365","AJGBHJCG_03154","DFDIOJDA_03924","CBCEDDLP_03415","AAOLMGCP_03880","BJFLHFPA_02622","JJPMJGEG_04041","IKEDIMNK_04002","JMPBCIHE_03840","FONGDKBB_01887"
"group_1043","","hypothetical protein",581,581,1,1,2258,NA,NA,"",824,1100,1098,"HDHIBFGB_03216","JBKOHDDO_04236","OFPOAPDN_03991","IJDMEFDF_03974","MCHABJHI_04182","CDHBLMCD_03307","AJGBHJCG_03968","DFDIOJDA_03982","CBCEDDLP_03473","AAOLMGCP_03938","BJFLHFPA_02563","JJPMJGEG_04099","IKEDIMNK_04060","JMPBCIHE_04516","FONGDKBB_01829"
"glnG","","DNA-binding transcriptional regulator NtrC",581,581,1,1,2219,NA,NA,"",434,1409,1407,"HDHIBFGB_04018","JBKOHDDO_04272","OFPOAPDN_03955","IJDMEFDF_04010","MCHABJHI_04218","CDHBLMCD_03271","AJGBHJCG_04004","DFDIOJDA_04018","CBCEDDLP_03509","AAOLMGCP_03974","BJFLHFPA_02527","JJPMJGEG_04639","IKEDIMNK_04096","JMPBCIHE_03025","FONGDKBB_01793"
"hsrA","","putative transport protein HsrA",581,581,1,1,1363,NA,NA,"",872,1427,1426,"HDHIBFGB_03450","JBKOHDDO_04373","OFPOAPDN_04383","IJDMEFDF_04258","MCHABJHI_04319","CDHBLMCD_04000","AJGBHJCG_03431","DFDIOJDA_04313","CBCEDDLP_00646","AAOLMGCP_04390","BJFLHFPA_03750","JJPMJGEG_04277","IKEDIMNK_04260","JMPBCIHE_04350","FONGDKBB_03131"
"dgoD_2","","D-galactonate dehydratase",581,581,1,1,1420,NA,NA,"",692,1148,1146,"HDHIBFGB_03506","JBKOHDDO_04429","OFPOAPDN_04327","IJDMEFDF_04314","MCHABJHI_04375","CDHBLMCD_03944","AJGBHJCG_03487","DFDIOJDA_04257","CBCEDDLP_00702","AAOLMGCP_04334","BJFLHFPA_03694","JJPMJGEG_04221","IKEDIMNK_04204","JMPBCIHE_02723","FONGDKBB_03075"
"araA","","L-arabinose isomerase",581,581,1,1,2499,NA,NA,"",1259,1502,1501,"HDHIBFGB_02133","JBKOHDDO_03796","OFPOAPDN_03788","IJDMEFDF_03661","MCHABJHI_03857","CDHBLMCD_04272","AJGBHJCG_02346","DFDIOJDA_03443","CBCEDDLP_02673","AAOLMGCP_03493","BJFLHFPA_02416","JJPMJGEG_03774","IKEDIMNK_04268","JMPBCIHE_00935","FONGDKBB_01523"
