"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR1302845","SRR2994388","SRR14766442","SRR5928610","SRR2175343","SRR14766387","SRR19512134","SRR18233385","SRR14766350","SRR2911775","SRR5883584","SRR5905515","SRR6475644","SRR12075372","SRR9301046"
"dsbD_1","","Thiol:disulfide interchange protein DsbD",581,581,1,1,4535,NA,NA,"",440,1886,1882,"DEHNJJKG_01086","AHDEHKIM_00646","GBDLBGEF_01435","FCBEKDAD_04548","IHBENKKG_01390","AFLICIDC_00834","NHCEEELK_00978","AJBEKOEN_01759","KNJLKBEO_01005","NCJKFECA_03851","KOJKBHOL_01428","AAOLMGCP_01701","JMHMHBON_02094","OHGDDBEJ_01948","FIBKOHBH_01375"
"artM_2","","Arginine transport ATP-binding protein ArtM",581,581,1,1,4645,NA,NA,"",503,752,751,"DEHNJJKG_02713","AHDEHKIM_00747","GBDLBGEF_03403","FCBEKDAD_01588","IHBENKKG_03302","AFLICIDC_03169","NHCEEELK_01078","AJBEKOEN_01858","KNJLKBEO_03393","NCJKFECA_03987","KOJKBHOL_01528","AAOLMGCP_01601","JMHMHBON_02194","OHGDDBEJ_03866","FIBKOHBH_03421"
"papC_3","","Outer membrane usher protein PapC",581,581,1,1,2395,NA,NA,"",590,2657,2653,"DEHNJJKG_03710","AHDEHKIM_03242","GBDLBGEF_02678","FCBEKDAD_02346","IHBENKKG_02287","AFLICIDC_03920","NHCEEELK_03800","AJBEKOEN_03685","KNJLKBEO_02180","NCJKFECA_03071","KOJKBHOL_04283","AAOLMGCP_03593","JMHMHBON_03763","OHGDDBEJ_03146","FIBKOHBH_04289"
"group_1039","","hypothetical protein",581,581,1,1,2178,NA,NA,"",263,998,995,"DEHNJJKG_03106","AHDEHKIM_03727","GBDLBGEF_03511","FCBEKDAD_03188","IHBENKKG_03545","AFLICIDC_02590","NHCEEELK_04242","AJBEKOEN_04133","KNJLKBEO_02377","NCJKFECA_03641","KOJKBHOL_03860","AAOLMGCP_03875","JMHMHBON_04045","OHGDDBEJ_03467","FIBKOHBH_02676"
"assT_4","","Arylsulfate sulfotransferase AssT",581,581,1,1,2183,NA,NA,"",893,1790,1783,"DEHNJJKG_03111","AHDEHKIM_03732","GBDLBGEF_03418","FCBEKDAD_03183","IHBENKKG_03540","AFLICIDC_02595","NHCEEELK_04237","AJBEKOEN_04128","KNJLKBEO_02372","NCJKFECA_03636","KOJKBHOL_03855","AAOLMGCP_03880","JMHMHBON_04050","OHGDDBEJ_03462","FIBKOHBH_02671"
"group_1043","","hypothetical protein",581,581,1,1,2258,NA,NA,"",824,1100,1098,"DEHNJJKG_03813","AHDEHKIM_03790","GBDLBGEF_04485","FCBEKDAD_04485","IHBENKKG_03482","AFLICIDC_02653","NHCEEELK_04179","AJBEKOEN_04070","KNJLKBEO_02314","NCJKFECA_03578","KOJKBHOL_04349","AAOLMGCP_03938","JMHMHBON_04108","OHGDDBEJ_03404","FIBKOHBH_02613"
"glnG","","DNA-binding transcriptional regulator NtrC",581,581,1,1,2219,NA,NA,"",434,1409,1407,"DEHNJJKG_03777","AHDEHKIM_03826","GBDLBGEF_03303","FCBEKDAD_02953","IHBENKKG_03446","AFLICIDC_02689","NHCEEELK_04143","AJBEKOEN_04034","KNJLKBEO_02278","NCJKFECA_03542","KOJKBHOL_04385","AAOLMGCP_03974","JMHMHBON_04144","OHGDDBEJ_03368","FIBKOHBH_02577"
"hsrA","","putative transport protein HsrA",581,581,1,1,1363,NA,NA,"",872,1427,1426,"DEHNJJKG_03482","AHDEHKIM_04159","GBDLBGEF_02182","FCBEKDAD_04264","IHBENKKG_04167","AFLICIDC_03637","NHCEEELK_04362","AJBEKOEN_04253","KNJLKBEO_03663","NCJKFECA_04176","KOJKBHOL_04056","AAOLMGCP_04390","JMHMHBON_04308","OHGDDBEJ_04086","FIBKOHBH_03880"
"dgoD_2","","D-galactonate dehydratase",581,581,1,1,1420,NA,NA,"",692,1148,1146,"DEHNJJKG_03538","AHDEHKIM_04103","GBDLBGEF_02238","FCBEKDAD_02548","IHBENKKG_04223","AFLICIDC_03693","NHCEEELK_04418","AJBEKOEN_04309","KNJLKBEO_03607","NCJKFECA_04120","KOJKBHOL_04112","AAOLMGCP_04334","JMHMHBON_04252","OHGDDBEJ_04142","FIBKOHBH_03824"
"araA","","L-arabinose isomerase",581,581,1,1,2499,NA,NA,"",1259,1502,1501,"DEHNJJKG_02939","AHDEHKIM_03142","GBDLBGEF_01086","FCBEKDAD_02247","IHBENKKG_02185","AFLICIDC_03297","NHCEEELK_03900","AJBEKOEN_03785","KNJLKBEO_03893","NCJKFECA_02971","KOJKBHOL_03708","AAOLMGCP_03493","JMHMHBON_03661","OHGDDBEJ_03046","FIBKOHBH_02524"
