"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR5928619","SRR11783272","SRR11487833","SRR23043679","SRR5928790","SRR3097505","SRR5905294","SRR28830437","SRR5904973","SRR7010301","SRR8297625","SRR10037239","SRR14766391","SRR2911775","SRR18233389"
"dsbD_1","","Thiol:disulfide interchange protein DsbD",581,581,1,1,4535,NA,NA,"",440,1886,1882,"JKCDLFCP_03356","KGMLOADF_01722","DNHFEONB_01719","LCLIHFNO_03314","DNJPJCDD_02783","AOJAPKFL_02538","GEKKHEAN_03840","JLGNEAKG_00845","ICMOMGOC_00536","KLLMCOIF_01327","MJBBHCGK_00177","OOMIMPCI_01589","CFGJDPIF_02419","NCJKFECA_03851","MCIBGAHP_03002"
"artM_2","","Arginine transport ATP-binding protein ArtM",581,581,1,1,4645,NA,NA,"",503,752,751,"JKCDLFCP_00980","KGMLOADF_01823","DNHFEONB_01819","LCLIHFNO_03214","DNJPJCDD_01788","AOJAPKFL_02638","GEKKHEAN_03974","JLGNEAKG_00744","ICMOMGOC_00436","KLLMCOIF_03224","MJBBHCGK_00076","OOMIMPCI_01489","CFGJDPIF_00957","NCJKFECA_03987","MCIBGAHP_02902"
"papC_3","","Outer membrane usher protein PapC",581,581,1,1,2395,NA,NA,"",590,2657,2653,"JKCDLFCP_02717","KGMLOADF_03721","DNHFEONB_03990","LCLIHFNO_03509","DNJPJCDD_03395","AOJAPKFL_02768","GEKKHEAN_04257","JLGNEAKG_03770","ICMOMGOC_04283","KLLMCOIF_04123","MJBBHCGK_03744","OOMIMPCI_03811","CFGJDPIF_02778","NCJKFECA_03071","MCIBGAHP_03405"
"group_1039","","hypothetical protein",581,581,1,1,2178,NA,NA,"",263,998,995,"JKCDLFCP_03284","KGMLOADF_04089","DNHFEONB_04196","LCLIHFNO_03991","DNJPJCDD_02520","AOJAPKFL_03688","GEKKHEAN_04067","JLGNEAKG_04218","ICMOMGOC_03573","KLLMCOIF_03507","MJBBHCGK_03910","OOMIMPCI_04178","CFGJDPIF_03250","NCJKFECA_03641","MCIBGAHP_03926"
"assT_4","","Arylsulfate sulfotransferase AssT",581,581,1,1,2183,NA,NA,"",893,1790,1783,"JKCDLFCP_03279","KGMLOADF_04094","DNHFEONB_04191","LCLIHFNO_03996","DNJPJCDD_02525","AOJAPKFL_03683","GEKKHEAN_04062","JLGNEAKG_04213","ICMOMGOC_03568","KLLMCOIF_03512","MJBBHCGK_03905","OOMIMPCI_04183","CFGJDPIF_01121","NCJKFECA_03636","MCIBGAHP_03931"
"group_1043","","hypothetical protein",581,581,1,1,2258,NA,NA,"",824,1100,1098,"JKCDLFCP_02958","KGMLOADF_04152","DNHFEONB_04133","LCLIHFNO_04054","DNJPJCDD_03445","AOJAPKFL_03625","GEKKHEAN_04323","JLGNEAKG_04155","ICMOMGOC_03510","KLLMCOIF_04279","MJBBHCGK_03847","OOMIMPCI_04241","CFGJDPIF_01179","NCJKFECA_03578","MCIBGAHP_03989"
"glnG","","DNA-binding transcriptional regulator NtrC",581,581,1,1,2219,NA,NA,"",434,1409,1407,"JKCDLFCP_02994","KGMLOADF_04188","DNHFEONB_04097","LCLIHFNO_04090","DNJPJCDD_03409","AOJAPKFL_03589","GEKKHEAN_04359","JLGNEAKG_04119","ICMOMGOC_03474","KLLMCOIF_04243","MJBBHCGK_03811","OOMIMPCI_04277","CFGJDPIF_01215","NCJKFECA_03542","MCIBGAHP_04025"
"hsrA","","putative transport protein HsrA",581,581,1,1,1363,NA,NA,"",872,1427,1426,"JKCDLFCP_04428","KGMLOADF_04289","DNHFEONB_04379","LCLIHFNO_04191","DNJPJCDD_04491","AOJAPKFL_04011","GEKKHEAN_04163","JLGNEAKG_04401","ICMOMGOC_04002","KLLMCOIF_03913","MJBBHCGK_04216","OOMIMPCI_04378","CFGJDPIF_02073","NCJKFECA_04176","MCIBGAHP_04189"
"dgoD_2","","D-galactonate dehydratase",581,581,1,1,1420,NA,NA,"",692,1148,1146,"JKCDLFCP_03140","KGMLOADF_04345","DNHFEONB_04323","LCLIHFNO_04247","DNJPJCDD_03611","AOJAPKFL_04067","GEKKHEAN_04107","JLGNEAKG_04345","ICMOMGOC_04058","KLLMCOIF_03969","MJBBHCGK_04272","OOMIMPCI_04434","CFGJDPIF_02129","NCJKFECA_04120","MCIBGAHP_04133"
"araA","","L-arabinose isomerase",581,581,1,1,2499,NA,NA,"",1259,1502,1501,"JKCDLFCP_01385","KGMLOADF_03821","DNHFEONB_04510","LCLIHFNO_03409","DNJPJCDD_01645","AOJAPKFL_02868","GEKKHEAN_03538","JLGNEAKG_03870","ICMOMGOC_04379","KLLMCOIF_02822","MJBBHCGK_04378","OOMIMPCI_03910","CFGJDPIF_02832","NCJKFECA_02971","MCIBGAHP_03505"
"acrF","","Multidrug export protein AcrF",581,581,1,1,1981,NA,NA,"",1700,3113,3110,"JKCDLFCP_03662","KGMLOADF_04501","DNHFEONB_04556","LCLIHFNO_04350","DNJPJCDD_03897","AOJAPKFL_04415","GEKKHEAN_04517","JLGNEAKG_04552","ICMOMGOC_04425","KLLMCOIF_04429","MJBBHCGK_04514","OOMIMPCI_04535","CFGJDPIF_03323","NCJKFECA_04383","MCIBGAHP_04487"
"acrR_2","","HTH-type transcriptional regulator AcrR",581,581,1,1,1978,NA,NA,"",335,662,661,"JKCDLFCP_03659","KGMLOADF_04504","DNHFEONB_04553","LCLIHFNO_04347","DNJPJCDD_03894","AOJAPKFL_04418","GEKKHEAN_04514","JLGNEAKG_04555","ICMOMGOC_04422","KLLMCOIF_04426","MJBBHCGK_04511","OOMIMPCI_04538","CFGJDPIF_03326","NCJKFECA_04380","MCIBGAHP_04484"
"group_1083","","hypothetical protein",581,581,1,1,1957,NA,NA,"",3284,3800,3799,"JKCDLFCP_03638","KGMLOADF_04525","DNHFEONB_04532","LCLIHFNO_04326","DNJPJCDD_03873","AOJAPKFL_04439","GEKKHEAN_04493","JLGNEAKG_04576","ICMOMGOC_04401","KLLMCOIF_04405","MJBBHCGK_04490","OOMIMPCI_04559","CFGJDPIF_03347","NCJKFECA_04359","MCIBGAHP_04463"
"group_1085","","hypothetical protein",581,581,1,1,3656,NA,NA,"",425,2135,2129,"JKCDLFCP_03459","KGMLOADF_04472","DNHFEONB_04585","LCLIHFNO_04285","DNJPJCDD_04078","AOJAPKFL_04481","GEKKHEAN_04545","JLGNEAKG_04519","ICMOMGOC_00330","KLLMCOIF_04364","MJBBHCGK_04445","OOMIMPCI_04600","CFGJDPIF_03877","NCJKFECA_04412","MCIBGAHP_04545"
