"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14766418","SRR14766361","SRR14766353","SRR5905069","SRR19431275","SRR14766394","SRR9301020","SRR14095467","SRR1501663","SRR5875977","SRR1612307","SRR950707","SRR1686502","SRR5883592","SRR3000885"
"dsbD_1","","Thiol:disulfide interchange protein DsbD",581,581,1,1,4535,NA,NA,"",440,1886,1882,"KEHCJKFN_00406","MGNDMLEC_00310","NHACMJCC_01160","CNBCECDA_00590","IDGEOPAG_00980","AHAJJFKC_03376","CLMPPMAO_02369","EIKGHHBD_02893","OLCMHNGP_00951","OMEHKFNA_00639","NFOKDGEG_00980","GGIENEAG_02245","EEFPNCOK_02396","BDDHHEEO_00780","HGGMHGND_00845"
"artM_2","","Arginine transport ATP-binding protein ArtM",581,581,1,1,4645,NA,NA,"",503,752,751,"KEHCJKFN_03327","MGNDMLEC_00410","NHACMJCC_01059","CNBCECDA_00490","IDGEOPAG_01082","AHAJJFKC_02741","CLMPPMAO_03678","EIKGHHBD_04161","OLCMHNGP_01052","OMEHKFNA_00539","NFOKDGEG_01080","GGIENEAG_04188","EEFPNCOK_03829","BDDHHEEO_00678","HGGMHGND_00744"
"papC_3","","Outer membrane usher protein PapC",581,581,1,1,2395,NA,NA,"",590,2657,2653,"KEHCJKFN_02924","MGNDMLEC_04128","NHACMJCC_04203","CNBCECDA_04365","IDGEOPAG_03507","AHAJJFKC_02117","CLMPPMAO_03937","EIKGHHBD_03692","OLCMHNGP_04302","OMEHKFNA_03884","NFOKDGEG_03825","GGIENEAG_04418","EEFPNCOK_02578","BDDHHEEO_03617","HGGMHGND_03670"
"group_1039","","hypothetical protein",581,581,1,1,2178,NA,NA,"",263,998,995,"KEHCJKFN_03594","MGNDMLEC_04426","NHACMJCC_03105","CNBCECDA_03827","IDGEOPAG_03593","AHAJJFKC_00977","CLMPPMAO_03866","EIKGHHBD_03974","OLCMHNGP_04033","OMEHKFNA_04246","NFOKDGEG_04181","GGIENEAG_03992","EEFPNCOK_03627","BDDHHEEO_03788","HGGMHGND_03843"
"assT_4","","Arylsulfate sulfotransferase AssT",581,581,1,1,2183,NA,NA,"",893,1790,1783,"KEHCJKFN_03599","MGNDMLEC_04241","NHACMJCC_03110","CNBCECDA_03832","IDGEOPAG_03598","AHAJJFKC_00972","CLMPPMAO_03871","EIKGHHBD_03979","OLCMHNGP_04028","OMEHKFNA_04241","NFOKDGEG_04176","GGIENEAG_03997","EEFPNCOK_03622","BDDHHEEO_03793","HGGMHGND_03848"
"group_1043","","hypothetical protein",581,581,1,1,2258,NA,NA,"",824,1100,1098,"KEHCJKFN_04213","MGNDMLEC_04183","NHACMJCC_03168","CNBCECDA_03890","IDGEOPAG_03656","AHAJJFKC_04385","CLMPPMAO_04680","EIKGHHBD_04037","OLCMHNGP_03970","OMEHKFNA_04183","NFOKDGEG_04118","GGIENEAG_04055","EEFPNCOK_03564","BDDHHEEO_03851","HGGMHGND_03906"
"glnG","","DNA-binding transcriptional regulator NtrC",581,581,1,1,2219,NA,NA,"",434,1409,1407,"KEHCJKFN_04177","MGNDMLEC_04304","NHACMJCC_03204","CNBCECDA_03926","IDGEOPAG_03692","AHAJJFKC_02771","CLMPPMAO_04357","EIKGHHBD_04073","OLCMHNGP_03934","OMEHKFNA_04147","NFOKDGEG_04082","GGIENEAG_04091","EEFPNCOK_04493","BDDHHEEO_03887","HGGMHGND_03942"
"hsrA","","putative transport protein HsrA",581,581,1,1,1363,NA,NA,"",872,1427,1426,"KEHCJKFN_03898","MGNDMLEC_03925","NHACMJCC_04046","CNBCECDA_04173","IDGEOPAG_04216","AHAJJFKC_01658","CLMPPMAO_04056","EIKGHHBD_04291","OLCMHNGP_04216","OMEHKFNA_04429","NFOKDGEG_04364","GGIENEAG_04352","EEFPNCOK_04056","BDDHHEEO_04114","HGGMHGND_04183"
"dgoD_2","","D-galactonate dehydratase",581,581,1,1,1420,NA,NA,"",692,1148,1146,"KEHCJKFN_03842","MGNDMLEC_03981","NHACMJCC_04102","CNBCECDA_04229","IDGEOPAG_04160","AHAJJFKC_01602","CLMPPMAO_04000","EIKGHHBD_04347","OLCMHNGP_04160","OMEHKFNA_04373","NFOKDGEG_04308","GGIENEAG_04408","EEFPNCOK_04000","BDDHHEEO_04170","HGGMHGND_04239"
"araA","","L-arabinose isomerase",581,581,1,1,2499,NA,NA,"",1259,1502,1501,"KEHCJKFN_04069","MGNDMLEC_03589","NHACMJCC_02975","CNBCECDA_03754","IDGEOPAG_04341","AHAJJFKC_02414","CLMPPMAO_03432","EIKGHHBD_03590","OLCMHNGP_03881","OMEHKFNA_03782","NFOKDGEG_03725","GGIENEAG_03920","EEFPNCOK_02677","BDDHHEEO_03716","HGGMHGND_03770"
