"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR5905515","SRR27714918","SRR14766445","SRR8297625","SRR14272153","SRR15146531","SRR15146537","SRR25926988","SRR28323393","SRR21893805","SRR14766415","SRR15146530","SRR6000478","SRR10995708","SRR14766341"
"dsbD_1","","Thiol:disulfide interchange protein DsbD",581,581,1,1,4535,NA,NA,"",440,1886,1882,"AAOLMGCP_01701","JDGPEFCB_00977","DBNGPPEG_03576","MJBBHCGK_00177","HIMMJIDH_00311","ALBEMBBG_01656","ILJJBHGC_01588","BMNCOJIK_02219","OHOJMOPM_01658","CDHBLMCD_01257","FGNPIGJI_01498","MNLBAKIA_00979","BLBCGIAK_00310","LMNBNOBL_00922","KKOPPCGC_04347"
"artM_2","","Arginine transport ATP-binding protein ArtM",581,581,1,1,4645,NA,NA,"",503,752,751,"AAOLMGCP_01601","JDGPEFCB_01077","DBNGPPEG_02975","MJBBHCGK_00076","HIMMJIDH_00411","ALBEMBBG_01757","ILJJBHGC_01488","BMNCOJIK_02119","OHOJMOPM_01758","CDHBLMCD_01157","FGNPIGJI_03726","MNLBAKIA_01079","BLBCGIAK_00410","LMNBNOBL_00822","KKOPPCGC_01629"
"papC_3","","Outer membrane usher protein PapC",581,581,1,1,2395,NA,NA,"",590,2657,2653,"AAOLMGCP_03593","JDGPEFCB_03751","DBNGPPEG_02464","MJBBHCGK_03744","HIMMJIDH_03820","ALBEMBBG_03745","ILJJBHGC_03751","BMNCOJIK_04000","OHOJMOPM_03703","CDHBLMCD_04264","FGNPIGJI_04152","MNLBAKIA_03719","BLBCGIAK_02681","LMNBNOBL_03669","KKOPPCGC_02735"
"group_1039","","hypothetical protein",581,581,1,1,2178,NA,NA,"",263,998,995,"AAOLMGCP_03875","JDGPEFCB_04119","DBNGPPEG_01301","MJBBHCGK_03910","HIMMJIDH_04269","ALBEMBBG_04085","ILJJBHGC_04120","BMNCOJIK_03477","OHOJMOPM_04037","CDHBLMCD_03370","FGNPIGJI_03833","MNLBAKIA_04089","BLBCGIAK_03915","LMNBNOBL_03866","KKOPPCGC_01464"
"assT_4","","Arylsulfate sulfotransferase AssT",581,581,1,1,2183,NA,NA,"",893,1790,1783,"AAOLMGCP_03880","JDGPEFCB_04124","DBNGPPEG_01296","MJBBHCGK_03905","HIMMJIDH_04264","ALBEMBBG_04080","ILJJBHGC_04125","BMNCOJIK_03482","OHOJMOPM_04032","CDHBLMCD_03365","FGNPIGJI_03838","MNLBAKIA_04094","BLBCGIAK_03910","LMNBNOBL_03861","KKOPPCGC_01459"
"group_1043","","hypothetical protein",581,581,1,1,2258,NA,NA,"",824,1100,1098,"AAOLMGCP_03938","JDGPEFCB_04182","DBNGPPEG_04447","MJBBHCGK_03847","HIMMJIDH_04206","ALBEMBBG_04022","ILJJBHGC_04183","BMNCOJIK_03540","OHOJMOPM_03974","CDHBLMCD_03307","FGNPIGJI_04218","MNLBAKIA_04152","BLBCGIAK_03852","LMNBNOBL_03803","KKOPPCGC_04505"
"glnG","","DNA-binding transcriptional regulator NtrC",581,581,1,1,2219,NA,NA,"",434,1409,1407,"AAOLMGCP_03974","JDGPEFCB_04218","DBNGPPEG_04041","MJBBHCGK_03811","HIMMJIDH_04170","ALBEMBBG_04606","ILJJBHGC_04219","BMNCOJIK_04120","OHOJMOPM_04595","CDHBLMCD_03271","FGNPIGJI_04254","MNLBAKIA_04188","BLBCGIAK_03816","LMNBNOBL_03767","KKOPPCGC_03241"
"hsrA","","putative transport protein HsrA",581,581,1,1,1363,NA,NA,"",872,1427,1426,"AAOLMGCP_04390","JDGPEFCB_04319","DBNGPPEG_01756","MJBBHCGK_04216","HIMMJIDH_04389","ALBEMBBG_04268","ILJJBHGC_04383","BMNCOJIK_03805","OHOJMOPM_04157","CDHBLMCD_04000","FGNPIGJI_04031","MNLBAKIA_04352","BLBCGIAK_04345","LMNBNOBL_04270","KKOPPCGC_04284"
"dgoD_2","","D-galactonate dehydratase",581,581,1,1,1420,NA,NA,"",692,1148,1146,"AAOLMGCP_04334","JDGPEFCB_04375","DBNGPPEG_01812","MJBBHCGK_04272","HIMMJIDH_04445","ALBEMBBG_04212","ILJJBHGC_04327","BMNCOJIK_03861","OHOJMOPM_04213","CDHBLMCD_03944","FGNPIGJI_04087","MNLBAKIA_04296","BLBCGIAK_04401","LMNBNOBL_04214","KKOPPCGC_02801"
"araA","","L-arabinose isomerase",581,581,1,1,2499,NA,NA,"",1259,1502,1501,"AAOLMGCP_03493","JDGPEFCB_03851","DBNGPPEG_02325","MJBBHCGK_04378","HIMMJIDH_03920","ALBEMBBG_03643","ILJJBHGC_03851","BMNCOJIK_02494","OHOJMOPM_03603","CDHBLMCD_04272","FGNPIGJI_03492","MNLBAKIA_03821","BLBCGIAK_02580","LMNBNOBL_04312","KKOPPCGC_00560"
"acrF","","Multidrug export protein AcrF",581,581,1,1,1981,NA,NA,"",1700,3113,3110,"AAOLMGCP_04613","JDGPEFCB_04479","DBNGPPEG_03020","MJBBHCGK_04514","HIMMJIDH_04457","ALBEMBBG_04394","ILJJBHGC_04480","BMNCOJIK_04268","OHOJMOPM_04438","CDHBLMCD_04352","FGNPIGJI_04402","MNLBAKIA_04471","BLBCGIAK_04592","LMNBNOBL_04476","KKOPPCGC_04596"
"acrR_2","","HTH-type transcriptional regulator AcrR",581,581,1,1,1978,NA,NA,"",335,662,661,"AAOLMGCP_04616","JDGPEFCB_04482","DBNGPPEG_03023","MJBBHCGK_04511","HIMMJIDH_04460","ALBEMBBG_04397","ILJJBHGC_04477","BMNCOJIK_04271","OHOJMOPM_04435","CDHBLMCD_04349","FGNPIGJI_04399","MNLBAKIA_04474","BLBCGIAK_04589","LMNBNOBL_04479","KKOPPCGC_03583"
"group_1083","","hypothetical protein",581,581,1,1,1957,NA,NA,"",3284,3800,3799,"AAOLMGCP_04637","JDGPEFCB_04503","DBNGPPEG_03044","MJBBHCGK_04490","HIMMJIDH_04481","ALBEMBBG_04418","ILJJBHGC_04456","BMNCOJIK_04292","OHOJMOPM_04414","CDHBLMCD_04328","FGNPIGJI_04378","MNLBAKIA_04495","BLBCGIAK_04568","LMNBNOBL_04500","KKOPPCGC_03562"
"group_1085","","hypothetical protein",581,581,1,1,3656,NA,NA,"",425,2135,2129,"AAOLMGCP_04584","JDGPEFCB_04544","DBNGPPEG_03084","MJBBHCGK_04445","HIMMJIDH_00517","ALBEMBBG_04365","ILJJBHGC_04509","BMNCOJIK_04181","OHOJMOPM_04369","CDHBLMCD_04382","FGNPIGJI_04431","MNLBAKIA_04438","BLBCGIAK_04621","LMNBNOBL_04443","KKOPPCGC_02191"
"zraS","","Sensor protein ZraS",581,581,1,1,1524,NA,NA,"",779,1463,1460,"AAOLMGCP_04718","JDGPEFCB_04596","DBNGPPEG_04334","MJBBHCGK_04521","HIMMJIDH_04555","ALBEMBBG_04491","ILJJBHGC_04539","BMNCOJIK_04598","OHOJMOPM_04506","CDHBLMCD_04500","FGNPIGJI_04542","MNLBAKIA_04514","BLBCGIAK_04651","LMNBNOBL_04519","KKOPPCGC_04320"
"deaD","","ATP-dependent RNA helicase DeaD",581,581,1,1,2619,NA,NA,"",1745,1913,1888,"AAOLMGCP_00074","JDGPEFCB_00073","DBNGPPEG_00956","MJBBHCGK_01593","HIMMJIDH_01892","ALBEMBBG_01273","ILJJBHGC_00816","BMNCOJIK_01055","OHOJMOPM_00818","CDHBLMCD_00594","FGNPIGJI_00073","MNLBAKIA_00596","BLBCGIAK_03720","LMNBNOBL_01564","KKOPPCGC_00946"
"metH","","Methionine synthase",581,581,1,1,2012,NA,NA,"",3206,3689,3682,"AAOLMGCP_01105","JDGPEFCB_01589","DBNGPPEG_04061","MJBBHCGK_02103","HIMMJIDH_02402","ALBEMBBG_01840","ILJJBHGC_02335","BMNCOJIK_00342","OHOJMOPM_01841","CDHBLMCD_02779","FGNPIGJI_04143","MNLBAKIA_01162","BLBCGIAK_04506","LMNBNOBL_04629","KKOPPCGC_04107"
"ftsP","","Cell division protein FtsP",581,581,1,1,2726,NA,NA,"",563,1418,1410,"AAOLMGCP_00178","JDGPEFCB_00176","DBNGPPEG_02359","MJBBHCGK_01696","HIMMJIDH_01789","ALBEMBBG_01170","ILJJBHGC_00919","BMNCOJIK_01158","OHOJMOPM_00921","CDHBLMCD_00491","FGNPIGJI_00176","MNLBAKIA_00493","BLBCGIAK_03627","LMNBNOBL_01461","KKOPPCGC_03280"
"nudL","","putative Nudix hydrolase NudL",581,581,1,1,4771,NA,NA,"",203,578,577,"AAOLMGCP_04034","JDGPEFCB_01958","DBNGPPEG_02901","MJBBHCGK_03021","HIMMJIDH_00591","ALBEMBBG_00048","ILJJBHGC_00697","BMNCOJIK_03038","OHOJMOPM_00048","CDHBLMCD_01543","FGNPIGJI_00714","MNLBAKIA_01957","BLBCGIAK_04122","LMNBNOBL_00700","KKOPPCGC_03222"
"yoaA","","putative ATP-dependent DNA helicase YoaA",581,581,1,1,4775,NA,NA,"",1604,1910,1909,"AAOLMGCP_04038","JDGPEFCB_01954","DBNGPPEG_02897","MJBBHCGK_03017","HIMMJIDH_00595","ALBEMBBG_00052","ILJJBHGC_00693","BMNCOJIK_03042","OHOJMOPM_00052","CDHBLMCD_01547","FGNPIGJI_00718","MNLBAKIA_01953","BLBCGIAK_04126","LMNBNOBL_00696","KKOPPCGC_03218"
"fadD","","Long-chain-fatty-acid--CoA ligase",581,581,1,1,4778,NA,NA,"",1457,1751,1750,"AAOLMGCP_04041","JDGPEFCB_01951","DBNGPPEG_02894","MJBBHCGK_03014","HIMMJIDH_00598","ALBEMBBG_00055","ILJJBHGC_00690","BMNCOJIK_03045","OHOJMOPM_00055","CDHBLMCD_01550","FGNPIGJI_00721","MNLBAKIA_01950","BLBCGIAK_04129","LMNBNOBL_00693","KKOPPCGC_03215"
"rnd","","Ribonuclease D",581,581,1,1,4779,NA,NA,"",746,1115,1114,"AAOLMGCP_04042","JDGPEFCB_01950","DBNGPPEG_02893","MJBBHCGK_03013","HIMMJIDH_00599","ALBEMBBG_00056","ILJJBHGC_00689","BMNCOJIK_03046","OHOJMOPM_00056","CDHBLMCD_01551","FGNPIGJI_00722","MNLBAKIA_01949","BLBCGIAK_04130","LMNBNOBL_00692","KKOPPCGC_03214"
"appC","","Cytochrome bd-II ubiquinol oxidase subunit 1",581,581,1,1,4804,NA,NA,"",896,1544,1542,"AAOLMGCP_04068","JDGPEFCB_01925","DBNGPPEG_02868","MJBBHCGK_02988","HIMMJIDH_00624","ALBEMBBG_00081","ILJJBHGC_00664","BMNCOJIK_03071","OHOJMOPM_00081","CDHBLMCD_01576","FGNPIGJI_00747","MNLBAKIA_01924","BLBCGIAK_04155","LMNBNOBL_00667","KKOPPCGC_03189"
"group_1158","","hypothetical protein",581,581,1,1,4805,NA,NA,"",356,848,846,"AAOLMGCP_04069","JDGPEFCB_01924","DBNGPPEG_02867","MJBBHCGK_02987","HIMMJIDH_00625","ALBEMBBG_00082","ILJJBHGC_00663","BMNCOJIK_03072","OHOJMOPM_00082","CDHBLMCD_01577","FGNPIGJI_00748","MNLBAKIA_01923","BLBCGIAK_04156","LMNBNOBL_00666","KKOPPCGC_03188"
"hyaE","","Hydrogenase-1 operon protein HyaE",581,581,1,1,4806,NA,NA,"",404,455,404,"AAOLMGCP_04070","JDGPEFCB_01923","DBNGPPEG_02866","MJBBHCGK_02986","HIMMJIDH_00626","ALBEMBBG_00083","ILJJBHGC_00662","BMNCOJIK_03073","OHOJMOPM_00083","CDHBLMCD_01578","FGNPIGJI_00749","MNLBAKIA_01922","BLBCGIAK_04157","LMNBNOBL_00665","KKOPPCGC_03187"
"prfA","","Peptide chain release factor RF1",581,581,1,1,4823,NA,NA,"",632,1082,1081,"AAOLMGCP_04086","JDGPEFCB_01908","DBNGPPEG_01410","MJBBHCGK_02971","HIMMJIDH_00641","ALBEMBBG_00098","ILJJBHGC_00647","BMNCOJIK_03088","OHOJMOPM_00098","CDHBLMCD_01593","FGNPIGJI_00764","MNLBAKIA_01907","BLBCGIAK_04172","LMNBNOBL_00650","KKOPPCGC_04205"
"narX","","Nitrate/nitrite sensor protein NarX",581,581,1,1,4833,NA,NA,"",1739,1796,1795,"AAOLMGCP_04096","JDGPEFCB_01898","DBNGPPEG_01400","MJBBHCGK_02961","HIMMJIDH_00651","ALBEMBBG_00108","ILJJBHGC_00637","BMNCOJIK_03098","OHOJMOPM_00108","CDHBLMCD_01603","FGNPIGJI_00774","MNLBAKIA_01897","BLBCGIAK_04182","LMNBNOBL_00640","KKOPPCGC_04195"
"narG","","Respiratory nitrate reductase 1 alpha chain",581,581,1,1,4835,NA,NA,"",1712,3743,3739,"AAOLMGCP_04098","JDGPEFCB_01896","DBNGPPEG_01398","MJBBHCGK_02959","HIMMJIDH_00653","ALBEMBBG_00110","ILJJBHGC_00635","BMNCOJIK_03100","OHOJMOPM_00110","CDHBLMCD_01605","FGNPIGJI_00776","MNLBAKIA_01895","BLBCGIAK_04184","LMNBNOBL_00638","KKOPPCGC_03623"
"yciI","","Protein YciI",581,581,1,1,4860,NA,NA,"",221,296,295,"AAOLMGCP_04123","JDGPEFCB_01871","DBNGPPEG_01373","MJBBHCGK_02934","HIMMJIDH_00678","ALBEMBBG_00135","ILJJBHGC_00610","BMNCOJIK_02284","OHOJMOPM_00135","CDHBLMCD_01630","FGNPIGJI_00801","MNLBAKIA_01870","BLBCGIAK_02528","LMNBNOBL_00613","KKOPPCGC_03648"
"group_1165","","hypothetical protein",581,581,1,1,4864,NA,NA,"",641,743,742,"AAOLMGCP_04127","JDGPEFCB_01867","DBNGPPEG_01369","MJBBHCGK_02930","HIMMJIDH_00682","ALBEMBBG_00139","ILJJBHGC_00606","BMNCOJIK_02288","OHOJMOPM_00139","CDHBLMCD_01634","FGNPIGJI_00805","MNLBAKIA_01866","BLBCGIAK_02524","LMNBNOBL_00609","KKOPPCGC_03652"
"trpGD","","Bifunctional protein TrpGD",581,581,1,1,4874,NA,NA,"",431,1595,1590,"AAOLMGCP_04137","JDGPEFCB_01857","DBNGPPEG_01359","MJBBHCGK_02920","HIMMJIDH_00692","ALBEMBBG_00149","ILJJBHGC_00596","BMNCOJIK_02298","OHOJMOPM_00149","CDHBLMCD_01644","FGNPIGJI_00815","MNLBAKIA_01856","BLBCGIAK_02514","LMNBNOBL_00599","KKOPPCGC_02739"
"trpE","","Anthranilate synthase component 1",581,581,1,1,4875,NA,NA,"",374,1562,1559,"AAOLMGCP_03213","JDGPEFCB_01856","DBNGPPEG_01358","MJBBHCGK_02919","HIMMJIDH_00693","ALBEMBBG_00150","ILJJBHGC_00595","BMNCOJIK_02299","OHOJMOPM_00150","CDHBLMCD_01645","FGNPIGJI_00816","MNLBAKIA_01855","BLBCGIAK_02513","LMNBNOBL_00598","KKOPPCGC_02740"
"osmB","","Osmotically-inducible lipoprotein B",581,581,1,1,4895,NA,NA,"",197,218,217,"AAOLMGCP_03194","JDGPEFCB_01837","DBNGPPEG_01339","MJBBHCGK_02900","HIMMJIDH_00712","ALBEMBBG_00169","ILJJBHGC_00576","BMNCOJIK_02318","OHOJMOPM_00169","CDHBLMCD_01664","FGNPIGJI_00835","MNLBAKIA_01836","BLBCGIAK_02494","LMNBNOBL_00579","KKOPPCGC_02759"
"pspA","","Phage shock protein A",581,581,1,1,4913,NA,NA,"",398,668,667,"AAOLMGCP_03179","JDGPEFCB_01822","DBNGPPEG_02026","MJBBHCGK_02885","HIMMJIDH_00727","ALBEMBBG_00184","ILJJBHGC_00561","BMNCOJIK_02333","OHOJMOPM_00184","CDHBLMCD_01679","FGNPIGJI_00850","MNLBAKIA_01821","BLBCGIAK_02479","LMNBNOBL_00564","KKOPPCGC_02774"
"ytbE","","putative oxidoreductase YtbE",581,581,1,1,4927,NA,NA,"",830,869,839,"AAOLMGCP_03165","JDGPEFCB_01808","DBNGPPEG_02040","MJBBHCGK_02871","HIMMJIDH_00741","ALBEMBBG_00196","ILJJBHGC_00547","BMNCOJIK_02347","OHOJMOPM_00198","CDHBLMCD_01693","FGNPIGJI_00864","MNLBAKIA_01807","BLBCGIAK_02465","LMNBNOBL_00550","KKOPPCGC_02788"
"puuR","","HTH-type transcriptional regulator PuuR",581,581,1,1,4940,NA,NA,"",341,602,601,"AAOLMGCP_03153","JDGPEFCB_01796","DBNGPPEG_02052","MJBBHCGK_02859","HIMMJIDH_00753","ALBEMBBG_00208","ILJJBHGC_00535","BMNCOJIK_02359","OHOJMOPM_00210","CDHBLMCD_01705","FGNPIGJI_00876","MNLBAKIA_01795","BLBCGIAK_02453","LMNBNOBL_00538","KKOPPCGC_03697"
"smrA","","putative DNA endonuclease SmrA",581,581,1,1,4948,NA,NA,"",326,563,562,"AAOLMGCP_03147","JDGPEFCB_01790","DBNGPPEG_02058","MJBBHCGK_02853","HIMMJIDH_00759","ALBEMBBG_00214","ILJJBHGC_00529","BMNCOJIK_02365","OHOJMOPM_00216","CDHBLMCD_01711","FGNPIGJI_00882","MNLBAKIA_01789","BLBCGIAK_02447","LMNBNOBL_00532","KKOPPCGC_03703"
"tap","","Methyl-accepting chemotaxis protein IV",581,581,1,1,4950,NA,NA,"",1091,1154,1153,"AAOLMGCP_03146","JDGPEFCB_01789","DBNGPPEG_02059","MJBBHCGK_02852","HIMMJIDH_00760","ALBEMBBG_00215","ILJJBHGC_00528","BMNCOJIK_02366","OHOJMOPM_00217","CDHBLMCD_01712","FGNPIGJI_00883","MNLBAKIA_01788","BLBCGIAK_02446","LMNBNOBL_00531","KKOPPCGC_03704"
