"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR19317097","SRR5928794","SRR18233381","SRR5883582","SRR14766449","SRR5928751","SRR5877168","SRR14766442","SRR18233380","SRR14766330","SRR13643357","SRR3097533","SRR5883578","SRR14766353","SRR14766402"
"dsbD_1","","Thiol:disulfide interchange protein DsbD",581,581,1,1,4535,NA,NA,"",440,1886,1882,"OKIGJMAO_03048","BJMLLAMG_03617","LJBGKFLJ_01691","HGPPELBO_03462","GNNINLGG_00908","JMPBCIHE_03325","ABGDGJIO_00979","GBDLBGEF_01435","KMJJIDCG_01660","POPOBFCK_00310","MCHABJHI_01589","CBCEDDLP_00061","DGJMLPEB_02092","NHACMJCC_01160","IEMKGCAE_03541"
"artM_2","","Arginine transport ATP-binding protein ArtM",581,581,1,1,4645,NA,NA,"",503,752,751,"OKIGJMAO_02762","BJMLLAMG_02536","LJBGKFLJ_01791","HGPPELBO_03362","GNNINLGG_01007","JMPBCIHE_02320","ABGDGJIO_01080","GBDLBGEF_03403","KMJJIDCG_01760","POPOBFCK_00410","MCHABJHI_01488","CBCEDDLP_00161","DGJMLPEB_03579","NHACMJCC_01059","IEMKGCAE_03800"
"papC_3","","Outer membrane usher protein PapC",581,581,1,1,2395,NA,NA,"",590,2657,2653,"OKIGJMAO_03614","BJMLLAMG_02036","LJBGKFLJ_03559","HGPPELBO_04494","GNNINLGG_03661","JMPBCIHE_02443","ABGDGJIO_04432","GBDLBGEF_02678","KMJJIDCG_03658","POPOBFCK_04145","MCHABJHI_03757","CBCEDDLP_02772","DGJMLPEB_04280","NHACMJCC_04203","IEMKGCAE_04218"
"group_1039","","hypothetical protein",581,581,1,1,2178,NA,NA,"",263,998,995,"OKIGJMAO_04103","BJMLLAMG_02654","LJBGKFLJ_03790","HGPPELBO_04218","GNNINLGG_03951","JMPBCIHE_03129","ABGDGJIO_04246","GBDLBGEF_03511","KMJJIDCG_04106","POPOBFCK_03831","MCHABJHI_04119","CBCEDDLP_03410","DGJMLPEB_03326","NHACMJCC_03105","IEMKGCAE_03977"
"assT_4","","Arylsulfate sulfotransferase AssT",581,581,1,1,2183,NA,NA,"",893,1790,1783,"OKIGJMAO_04071","BJMLLAMG_02649","LJBGKFLJ_03785","HGPPELBO_04213","GNNINLGG_03946","JMPBCIHE_03840","ABGDGJIO_04241","GBDLBGEF_03418","KMJJIDCG_04101","POPOBFCK_03826","MCHABJHI_04124","CBCEDDLP_03415","DGJMLPEB_03321","NHACMJCC_03110","IEMKGCAE_03972"
"group_1043","","hypothetical protein",581,581,1,1,2258,NA,NA,"",824,1100,1098,"OKIGJMAO_03734","BJMLLAMG_03178","LJBGKFLJ_03727","HGPPELBO_04155","GNNINLGG_03888","JMPBCIHE_04516","ABGDGJIO_04183","GBDLBGEF_04485","KMJJIDCG_04043","POPOBFCK_03768","MCHABJHI_04182","CBCEDDLP_03473","DGJMLPEB_03263","NHACMJCC_03168","IEMKGCAE_04284"
"glnG","","DNA-binding transcriptional regulator NtrC",581,581,1,1,2219,NA,NA,"",434,1409,1407,"OKIGJMAO_03770","BJMLLAMG_03853","LJBGKFLJ_04519","HGPPELBO_04119","GNNINLGG_03852","JMPBCIHE_03025","ABGDGJIO_04147","GBDLBGEF_03303","KMJJIDCG_04007","POPOBFCK_03732","MCHABJHI_04218","CBCEDDLP_03509","DGJMLPEB_03227","NHACMJCC_03204","IEMKGCAE_04320"
"hsrA","","putative transport protein HsrA",581,581,1,1,1363,NA,NA,"",872,1427,1426,"OKIGJMAO_04584","BJMLLAMG_04112","LJBGKFLJ_04096","HGPPELBO_04338","GNNINLGG_04261","JMPBCIHE_04350","ABGDGJIO_04429","GBDLBGEF_02182","KMJJIDCG_04226","POPOBFCK_04288","MCHABJHI_04319","CBCEDDLP_00646","DGJMLPEB_04105","NHACMJCC_04046","IEMKGCAE_04160"
"dgoD_2","","D-galactonate dehydratase",581,581,1,1,1420,NA,NA,"",692,1148,1146,"OKIGJMAO_03791","BJMLLAMG_02372","LJBGKFLJ_04040","HGPPELBO_04394","GNNINLGG_04205","JMPBCIHE_02723","ABGDGJIO_04373","GBDLBGEF_02238","KMJJIDCG_04282","POPOBFCK_04344","MCHABJHI_04375","CBCEDDLP_00702","DGJMLPEB_04049","NHACMJCC_04102","IEMKGCAE_04104"
"araA","","L-arabinose isomerase",581,581,1,1,2499,NA,NA,"",1259,1502,1501,"OKIGJMAO_02059","BJMLLAMG_00662","LJBGKFLJ_03659","HGPPELBO_04008","GNNINLGG_04340","JMPBCIHE_00935","ABGDGJIO_04094","GBDLBGEF_01086","KMJJIDCG_03758","POPOBFCK_04045","MCHABJHI_03857","CBCEDDLP_02673","DGJMLPEB_04375","NHACMJCC_02975","IEMKGCAE_04176"
