"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14766378","SRR11487643","SRR6000478","SRR1334561","SRR2096614","SRR1556977","SRR14766360","SRR950707","SRR5905014","SRR14766374","SRR3097456","SRR3000887","SRR17468265","SRR11487800","SRR14766444"
"dsbD_1","","Thiol:disulfide interchange protein DsbD",581,581,1,1,4535,NA,NA,"",440,1886,1882,"PODCIMJL_03625","AMEEEGBM_00978","BLBCGIAK_00310","COOHCIDP_00177","NJPCONAJ_03655","KLKGDDID_02579","CDIKHPPE_03734","GGIENEAG_02245","ACBOEBFK_03725","OGNHHAPP_02532","PIILDIKB_04067","HEJLPIII_01620","IHODCDMG_00845","KCINECMJ_01679","PJHKONLG_04125"
"artM_2","","Arginine transport ATP-binding protein ArtM",581,581,1,1,4645,NA,NA,"",503,752,751,"PODCIMJL_02690","AMEEEGBM_01078","BLBCGIAK_00410","COOHCIDP_00076","NJPCONAJ_02461","KLKGDDID_04523","CDIKHPPE_04169","GGIENEAG_04188","ACBOEBFK_02550","OGNHHAPP_03760","PIILDIKB_01117","HEJLPIII_04033","IHODCDMG_00745","KCINECMJ_01779","PJHKONLG_00751"
"papC_3","","Outer membrane usher protein PapC",581,581,1,1,2395,NA,NA,"",590,2657,2653,"PODCIMJL_03809","AMEEEGBM_03746","BLBCGIAK_02681","COOHCIDP_03381","NJPCONAJ_04060","KLKGDDID_03720","CDIKHPPE_01456","GGIENEAG_04418","ACBOEBFK_03395","OGNHHAPP_03630","PIILDIKB_03113","HEJLPIII_03392","IHODCDMG_03834","KCINECMJ_03708","PJHKONLG_03495"
"group_1039","","hypothetical protein",581,581,1,1,2178,NA,NA,"",263,998,995,"PODCIMJL_03127","AMEEEGBM_04114","BLBCGIAK_03915","COOHCIDP_03956","NJPCONAJ_04343","KLKGDDID_04077","CDIKHPPE_04467","GGIENEAG_03992","ACBOEBFK_02960","OGNHHAPP_03551","PIILDIKB_03828","HEJLPIII_03868","IHODCDMG_04116","KCINECMJ_04077","PJHKONLG_02457"
"assT_4","","Arylsulfate sulfotransferase AssT",581,581,1,1,2183,NA,NA,"",893,1790,1783,"PODCIMJL_03132","AMEEEGBM_04119","BLBCGIAK_03910","COOHCIDP_03961","NJPCONAJ_04338","KLKGDDID_04072","CDIKHPPE_03075","GGIENEAG_03997","ACBOEBFK_02955","OGNHHAPP_03546","PIILDIKB_03823","HEJLPIII_03873","IHODCDMG_04121","KCINECMJ_04082","PJHKONLG_02452"
"group_1043","","hypothetical protein",581,581,1,1,2258,NA,NA,"",824,1100,1098,"PODCIMJL_03928","AMEEEGBM_04177","BLBCGIAK_03852","COOHCIDP_04019","NJPCONAJ_04639","KLKGDDID_04013","CDIKHPPE_04238","GGIENEAG_04055","ACBOEBFK_03498","OGNHHAPP_03488","PIILDIKB_03765","HEJLPIII_03931","IHODCDMG_04179","KCINECMJ_04140","PJHKONLG_03561"
"glnG","","DNA-binding transcriptional regulator NtrC",581,581,1,1,2219,NA,NA,"",434,1409,1407,"PODCIMJL_03964","AMEEEGBM_04213","BLBCGIAK_03816","COOHCIDP_04055","NJPCONAJ_04279","KLKGDDID_03977","CDIKHPPE_02133","GGIENEAG_04091","ACBOEBFK_03462","OGNHHAPP_03452","PIILDIKB_03729","HEJLPIII_03967","IHODCDMG_04215","KCINECMJ_04176","PJHKONLG_03597"
"hsrA","","putative transport protein HsrA",581,581,1,1,1363,NA,NA,"",872,1427,1426,"PODCIMJL_03437","AMEEEGBM_04314","BLBCGIAK_04345","COOHCIDP_04287","NJPCONAJ_03760","KLKGDDID_04197","CDIKHPPE_00945","GGIENEAG_04352","ACBOEBFK_03321","OGNHHAPP_04142","PIILDIKB_00601","HEJLPIII_04260","IHODCDMG_04316","KCINECMJ_04277","PJHKONLG_03219"
"dgoD_2","","D-galactonate dehydratase",581,581,1,1,1420,NA,NA,"",692,1148,1146,"PODCIMJL_03493","AMEEEGBM_04370","BLBCGIAK_04401","COOHCIDP_04343","NJPCONAJ_03816","KLKGDDID_04253","CDIKHPPE_01001","GGIENEAG_04408","ACBOEBFK_03265","OGNHHAPP_04086","PIILDIKB_00657","HEJLPIII_04204","IHODCDMG_04372","KCINECMJ_04333","PJHKONLG_03163"
"araA","","L-arabinose isomerase",581,581,1,1,2499,NA,NA,"",1259,1502,1501,"PODCIMJL_03738","AMEEEGBM_03846","BLBCGIAK_02580","COOHCIDP_03480","NJPCONAJ_02286","KLKGDDID_03620","CDIKHPPE_03149","GGIENEAG_03920","ACBOEBFK_02255","OGNHHAPP_03850","PIILDIKB_03013","HEJLPIII_03292","IHODCDMG_03734","KCINECMJ_03809","PJHKONLG_02302"
"acrF","","Multidrug export protein AcrF",581,581,1,1,1981,NA,NA,"",1700,3113,3110,"PODCIMJL_04644","AMEEEGBM_04496","BLBCGIAK_04592","COOHCIDP_04482","NJPCONAJ_04430","KLKGDDID_04435","CDIKHPPE_02697","GGIENEAG_04512","ACBOEBFK_04020","OGNHHAPP_04407","PIILDIKB_04286","HEJLPIII_04359","IHODCDMG_04479","KCINECMJ_04476","PJHKONLG_04000"
"acrR_2","","HTH-type transcriptional regulator AcrR",581,581,1,1,1978,NA,NA,"",335,662,661,"PODCIMJL_04185","AMEEEGBM_04499","BLBCGIAK_04589","COOHCIDP_04479","NJPCONAJ_04433","KLKGDDID_04438","CDIKHPPE_02694","GGIENEAG_04509","ACBOEBFK_04017","OGNHHAPP_04404","PIILDIKB_04289","HEJLPIII_04356","IHODCDMG_04476","KCINECMJ_04479","PJHKONLG_04003"
"group_1083","","hypothetical protein",581,581,1,1,1957,NA,NA,"",3284,3800,3799,"PODCIMJL_04206","AMEEEGBM_04520","BLBCGIAK_04568","COOHCIDP_04458","NJPCONAJ_04454","KLKGDDID_04459","CDIKHPPE_02673","GGIENEAG_04488","ACBOEBFK_03996","OGNHHAPP_04383","PIILDIKB_04310","HEJLPIII_04335","IHODCDMG_04455","KCINECMJ_04500","PJHKONLG_04024"
"group_1085","","hypothetical protein",581,581,1,1,3656,NA,NA,"",425,2135,2129,"PODCIMJL_04110","AMEEEGBM_04463","BLBCGIAK_04621","COOHCIDP_04511","NJPCONAJ_04401","KLKGDDID_04406","CDIKHPPE_03416","GGIENEAG_04542","ACBOEBFK_03605","OGNHHAPP_04434","PIILDIKB_04388","HEJLPIII_04386","IHODCDMG_04508","KCINECMJ_04541","PJHKONLG_00857"
"zraS","","Sensor protein ZraS",581,581,1,1,1524,NA,NA,"",779,1463,1460,"PODCIMJL_04369","AMEEEGBM_04561","BLBCGIAK_04651","COOHCIDP_04541","NJPCONAJ_04544","KLKGDDID_04618","CDIKHPPE_03978","GGIENEAG_04571","ACBOEBFK_04543","OGNHHAPP_04464","PIILDIKB_01067","HEJLPIII_04462","IHODCDMG_04560","KCINECMJ_04571","PJHKONLG_04517"
"deaD","","ATP-dependent RNA helicase DeaD",581,581,1,1,2619,NA,NA,"",1745,1913,1888,"PODCIMJL_01766","AMEEEGBM_00073","BLBCGIAK_03720","COOHCIDP_02982","NJPCONAJ_03071","KLKGDDID_01338","CDIKHPPE_00773","GGIENEAG_01152","ACBOEBFK_01464","OGNHHAPP_01970","PIILDIKB_00528","HEJLPIII_03715","IHODCDMG_00074","KCINECMJ_00816","PJHKONLG_02053"
"metH","","Methionine synthase",581,581,1,1,2012,NA,NA,"",3206,3689,3682,"PODCIMJL_03760","AMEEEGBM_01589","BLBCGIAK_04506","COOHCIDP_00923","NJPCONAJ_03592","KLKGDDID_01420","CDIKHPPE_03682","GGIENEAG_02926","ACBOEBFK_04468","OGNHHAPP_00008","PIILDIKB_04123","HEJLPIII_00008","IHODCDMG_01162","KCINECMJ_01862","PJHKONLG_02906"
"ftsP","","Cell division protein FtsP",581,581,1,1,2726,NA,NA,"",563,1418,1410,"PODCIMJL_01663","AMEEEGBM_00176","BLBCGIAK_03627","COOHCIDP_02879","NJPCONAJ_01715","KLKGDDID_01235","CDIKHPPE_01435","GGIENEAG_01049","ACBOEBFK_01567","OGNHHAPP_02073","PIILDIKB_00425","HEJLPIII_03818","IHODCDMG_00177","KCINECMJ_00919","PJHKONLG_02918"
"nudL","","putative Nudix hydrolase NudL",581,581,1,1,4771,NA,NA,"",203,578,577,"PODCIMJL_01193","AMEEEGBM_01644","BLBCGIAK_04122","COOHCIDP_01289","NJPCONAJ_04017","KLKGDDID_00696","CDIKHPPE_02186","GGIENEAG_00461","ACBOEBFK_03791","OGNHHAPP_00491","PIILDIKB_01244","HEJLPIII_00491","IHODCDMG_01645","KCINECMJ_00697","PJHKONLG_03759"
"yoaA","","putative ATP-dependent DNA helicase YoaA",581,581,1,1,4775,NA,NA,"",1604,1910,1909,"PODCIMJL_01189","AMEEEGBM_01648","BLBCGIAK_04126","COOHCIDP_01285","NJPCONAJ_04021","KLKGDDID_00692","CDIKHPPE_02182","GGIENEAG_00465","ACBOEBFK_03787","OGNHHAPP_00495","PIILDIKB_01248","HEJLPIII_00495","IHODCDMG_01649","KCINECMJ_00693","PJHKONLG_03763"
"fadD","","Long-chain-fatty-acid--CoA ligase",581,581,1,1,4778,NA,NA,"",1457,1751,1750,"PODCIMJL_01186","AMEEEGBM_01651","BLBCGIAK_04129","COOHCIDP_01282","NJPCONAJ_04024","KLKGDDID_00689","CDIKHPPE_02179","GGIENEAG_00468","ACBOEBFK_03784","OGNHHAPP_00498","PIILDIKB_01251","HEJLPIII_00498","IHODCDMG_01652","KCINECMJ_00690","PJHKONLG_03766"
"rnd","","Ribonuclease D",581,581,1,1,4779,NA,NA,"",746,1115,1114,"PODCIMJL_01185","AMEEEGBM_01652","BLBCGIAK_04130","COOHCIDP_01281","NJPCONAJ_04025","KLKGDDID_00688","CDIKHPPE_02178","GGIENEAG_00469","ACBOEBFK_03783","OGNHHAPP_00499","PIILDIKB_01252","HEJLPIII_00499","IHODCDMG_01653","KCINECMJ_00689","PJHKONLG_03767"
"appC","","Cytochrome bd-II ubiquinol oxidase subunit 1",581,581,1,1,4804,NA,NA,"",896,1544,1542,"PODCIMJL_01160","AMEEEGBM_01677","BLBCGIAK_04155","COOHCIDP_01256","NJPCONAJ_04050","KLKGDDID_00663","CDIKHPPE_02153","GGIENEAG_00494","ACBOEBFK_03758","OGNHHAPP_00524","PIILDIKB_01277","HEJLPIII_00524","IHODCDMG_01678","KCINECMJ_00664","PJHKONLG_03792"
"group_1158","","hypothetical protein",581,581,1,1,4805,NA,NA,"",356,848,846,"PODCIMJL_01159","AMEEEGBM_01678","BLBCGIAK_04156","COOHCIDP_01255","NJPCONAJ_04051","KLKGDDID_00662","CDIKHPPE_02152","GGIENEAG_00495","ACBOEBFK_03757","OGNHHAPP_00525","PIILDIKB_01278","HEJLPIII_00525","IHODCDMG_01679","KCINECMJ_00663","PJHKONLG_03793"
"hyaE","","Hydrogenase-1 operon protein HyaE",581,581,1,1,4806,NA,NA,"",404,455,404,"PODCIMJL_01158","AMEEEGBM_01679","BLBCGIAK_04157","COOHCIDP_01254","NJPCONAJ_04052","KLKGDDID_00661","CDIKHPPE_02151","GGIENEAG_00496","ACBOEBFK_03756","OGNHHAPP_00526","PIILDIKB_01279","HEJLPIII_00526","IHODCDMG_01680","KCINECMJ_00662","PJHKONLG_03794"
"prfA","","Peptide chain release factor RF1",581,581,1,1,4823,NA,NA,"",632,1082,1081,"PODCIMJL_01143","AMEEEGBM_01694","BLBCGIAK_04172","COOHCIDP_01239","NJPCONAJ_01373","KLKGDDID_00646","CDIKHPPE_01751","GGIENEAG_00512","ACBOEBFK_03000","OGNHHAPP_00541","PIILDIKB_01294","HEJLPIII_00541","IHODCDMG_01695","KCINECMJ_00647","PJHKONLG_04048"
"narX","","Nitrate/nitrite sensor protein NarX",581,581,1,1,4833,NA,NA,"",1739,1796,1795,"PODCIMJL_01133","AMEEEGBM_01704","BLBCGIAK_04182","COOHCIDP_01229","NJPCONAJ_01363","KLKGDDID_00636","CDIKHPPE_01741","GGIENEAG_00522","ACBOEBFK_03010","OGNHHAPP_00551","PIILDIKB_01304","HEJLPIII_00551","IHODCDMG_01705","KCINECMJ_00637","PJHKONLG_04058"
"narG","","Respiratory nitrate reductase 1 alpha chain",581,581,1,1,4835,NA,NA,"",1712,3743,3739,"PODCIMJL_01131","AMEEEGBM_01706","BLBCGIAK_04184","COOHCIDP_01227","NJPCONAJ_01361","KLKGDDID_00634","CDIKHPPE_01739","GGIENEAG_00524","ACBOEBFK_03012","OGNHHAPP_00553","PIILDIKB_01306","HEJLPIII_00553","IHODCDMG_01707","KCINECMJ_00635","PJHKONLG_04060"
"yciI","","Protein YciI",581,581,1,1,4860,NA,NA,"",221,296,295,"PODCIMJL_01106","AMEEEGBM_01731","BLBCGIAK_02528","COOHCIDP_01202","NJPCONAJ_01336","KLKGDDID_00609","CDIKHPPE_01714","GGIENEAG_00549","ACBOEBFK_03037","OGNHHAPP_00578","PIILDIKB_01331","HEJLPIII_00578","IHODCDMG_01732","KCINECMJ_00610","PJHKONLG_01911"
"group_1165","","hypothetical protein",581,581,1,1,4864,NA,NA,"",641,743,742,"PODCIMJL_01102","AMEEEGBM_01735","BLBCGIAK_02524","COOHCIDP_01198","NJPCONAJ_01332","KLKGDDID_00605","CDIKHPPE_01710","GGIENEAG_00553","ACBOEBFK_03041","OGNHHAPP_00582","PIILDIKB_01335","HEJLPIII_00582","IHODCDMG_01736","KCINECMJ_00606","PJHKONLG_01907"
"trpGD","","Bifunctional protein TrpGD",581,581,1,1,4874,NA,NA,"",431,1595,1590,"PODCIMJL_01092","AMEEEGBM_01745","BLBCGIAK_02514","COOHCIDP_01188","NJPCONAJ_01322","KLKGDDID_00595","CDIKHPPE_02803","GGIENEAG_00563","ACBOEBFK_03051","OGNHHAPP_00592","PIILDIKB_01345","HEJLPIII_00592","IHODCDMG_01746","KCINECMJ_00596","PJHKONLG_01897"
"trpE","","Anthranilate synthase component 1",581,581,1,1,4875,NA,NA,"",374,1562,1559,"PODCIMJL_01091","AMEEEGBM_01746","BLBCGIAK_02513","COOHCIDP_01187","NJPCONAJ_01321","KLKGDDID_00594","CDIKHPPE_02802","GGIENEAG_00564","ACBOEBFK_03052","OGNHHAPP_00593","PIILDIKB_01346","HEJLPIII_00593","IHODCDMG_01747","KCINECMJ_00595","PJHKONLG_01896"
"osmB","","Osmotically-inducible lipoprotein B",581,581,1,1,4895,NA,NA,"",197,218,217,"PODCIMJL_01072","AMEEEGBM_01765","BLBCGIAK_02494","COOHCIDP_01168","NJPCONAJ_01302","KLKGDDID_00575","CDIKHPPE_02783","GGIENEAG_00583","ACBOEBFK_03071","OGNHHAPP_00612","PIILDIKB_01365","HEJLPIII_00612","IHODCDMG_01766","KCINECMJ_00576","PJHKONLG_01877"
"pspA","","Phage shock protein A",581,581,1,1,4913,NA,NA,"",398,668,667,"PODCIMJL_01057","AMEEEGBM_01780","BLBCGIAK_02479","COOHCIDP_01153","NJPCONAJ_01287","KLKGDDID_00560","CDIKHPPE_03520","GGIENEAG_00598","ACBOEBFK_01167","OGNHHAPP_00627","PIILDIKB_01380","HEJLPIII_00627","IHODCDMG_01781","KCINECMJ_00561","PJHKONLG_01862"
