"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR1106251","SRR1501493","SRR14766350","SRR2096609","SRR2096601","SRR14766392","SRR3037436","SRR14766442","SRR11487800","SRR14766435","SRR6502082","SRR3000888","SRR14766362","SRR28412156","SRR5904978"
"dsbD_1","","Thiol:disulfide interchange protein DsbD",581,581,1,1,4535,NA,NA,"",440,1886,1882,"CCDCMOOA_03087","MDPBKLAP_03485","KNJLKBEO_01005","EDMDPJBM_03265","CEAFAAEL_01652","PFGNNNKC_03187","PEJBPJLM_00846","GBDLBGEF_01435","KCINECMJ_01679","IJNFKBKA_01630","NAFOOFAA_03113","HAJGLMEJ_01536","ADMPKBAP_02004","HIAOCFAH_01719","NDECKECH_03368"
"artM_2","","Arginine transport ATP-binding protein ArtM",581,581,1,1,4645,NA,NA,"",503,752,751,"CCDCMOOA_02987","MDPBKLAP_03371","KNJLKBEO_03393","EDMDPJBM_02612","CEAFAAEL_01752","PFGNNNKC_00453","PEJBPJLM_00745","GBDLBGEF_03403","KCINECMJ_01779","IJNFKBKA_03060","NAFOOFAA_02228","HAJGLMEJ_02994","ADMPKBAP_01903","HIAOCFAH_01819","NDECKECH_03899"
"papC_3","","Outer membrane usher protein PapC",581,581,1,1,2395,NA,NA,"",590,2657,2653,"CCDCMOOA_02771","MDPBKLAP_04142","KNJLKBEO_02180","EDMDPJBM_01450","CEAFAAEL_04269","PFGNNNKC_02402","PEJBPJLM_03673","GBDLBGEF_02678","KCINECMJ_03708","IJNFKBKA_03862","NAFOOFAA_03478","HAJGLMEJ_03378","ADMPKBAP_04225","HIAOCFAH_03785","NDECKECH_04373"
"group_1039","","hypothetical protein",581,581,1,1,2178,NA,NA,"",263,998,995,"CCDCMOOA_03938","MDPBKLAP_03751","KNJLKBEO_02377","EDMDPJBM_02685","CEAFAAEL_03773","PFGNNNKC_03047","PEJBPJLM_04042","GBDLBGEF_03511","KCINECMJ_04077","IJNFKBKA_01789","NAFOOFAA_02679","HAJGLMEJ_02263","ADMPKBAP_03352","HIAOCFAH_04141","NDECKECH_03523"
"assT_4","","Arylsulfate sulfotransferase AssT",581,581,1,1,2183,NA,NA,"",893,1790,1783,"CCDCMOOA_03943","MDPBKLAP_03746","KNJLKBEO_02372","EDMDPJBM_02690","CEAFAAEL_03768","PFGNNNKC_03688","PEJBPJLM_04047","GBDLBGEF_03418","KCINECMJ_04082","IJNFKBKA_01784","NAFOOFAA_02684","HAJGLMEJ_02258","ADMPKBAP_03357","HIAOCFAH_04136","NDECKECH_03518"
"group_1043","","hypothetical protein",581,581,1,1,2258,NA,NA,"",824,1100,1098,"CCDCMOOA_04001","MDPBKLAP_04192","KNJLKBEO_02314","EDMDPJBM_02748","CEAFAAEL_03710","PFGNNNKC_02452","PEJBPJLM_04105","GBDLBGEF_04485","KCINECMJ_04140","IJNFKBKA_01726","NAFOOFAA_03491","HAJGLMEJ_02200","ADMPKBAP_03415","HIAOCFAH_04078","NDECKECH_03460"
"glnG","","DNA-binding transcriptional regulator NtrC",581,581,1,1,2219,NA,NA,"",434,1409,1407,"CCDCMOOA_04037","MDPBKLAP_04156","KNJLKBEO_02278","EDMDPJBM_03960","CEAFAAEL_03674","PFGNNNKC_02416","PEJBPJLM_04141","GBDLBGEF_03303","KCINECMJ_04176","IJNFKBKA_01690","NAFOOFAA_03527","HAJGLMEJ_02164","ADMPKBAP_03451","HIAOCFAH_04042","NDECKECH_03424"
"hsrA","","putative transport protein HsrA",581,581,1,1,1363,NA,NA,"",872,1427,1426,"CCDCMOOA_04332","MDPBKLAP_04086","KNJLKBEO_03663","EDMDPJBM_03354","CEAFAAEL_04266","PFGNNNKC_04238","PEJBPJLM_04305","GBDLBGEF_02182","KCINECMJ_04277","IJNFKBKA_03597","NAFOOFAA_03284","HAJGLMEJ_03518","ADMPKBAP_04086","HIAOCFAH_04359","NDECKECH_04144"
"dgoD_2","","D-galactonate dehydratase",581,581,1,1,1420,NA,NA,"",692,1148,1146,"CCDCMOOA_04276","MDPBKLAP_04030","KNJLKBEO_03607","EDMDPJBM_03298","CEAFAAEL_04210","PFGNNNKC_02505","PEJBPJLM_04249","GBDLBGEF_02238","KCINECMJ_04333","IJNFKBKA_03541","NAFOOFAA_03228","HAJGLMEJ_03574","ADMPKBAP_04030","HIAOCFAH_04415","NDECKECH_04200"
"araA","","L-arabinose isomerase",581,581,1,1,2499,NA,NA,"",1259,1502,1501,"CCDCMOOA_02871","MDPBKLAP_03072","KNJLKBEO_03893","EDMDPJBM_01550","CEAFAAEL_03621","PFGNNNKC_01258","PEJBPJLM_03773","GBDLBGEF_01086","KCINECMJ_03809","IJNFKBKA_02008","NAFOOFAA_01544","HAJGLMEJ_03231","ADMPKBAP_03795","HIAOCFAH_03686","NDECKECH_03957"
