"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14766384","SRR14766334","SRR27708429","SRR14272154","SRR14766435","SRR14766327","SRR14766404","SRR20110353","SRR3037401","SRR14766464","SRR15146531","SRR28412156","SRR25926991","SRR10257879","SRR1422648"
"dsbD_1","","Thiol:disulfide interchange protein DsbD",581,581,1,1,4535,NA,NA,"",440,1886,1882,"BIMLEMBI_00980","NAFKBAHO_01110","MDJJIALB_01720","HAANCNKA_00640","IJNFKBKA_01630","EBNKAEGN_03043","NNGPMJDM_01980","KJNKAIHK_03069","CLMPKDHL_01725","NMNGHGIH_01725","ALBEMBBG_01656","HIAOCFAH_01719","MAFDEBPG_02118","OBCHFKCE_01699","BCLDPBNN_04020"
"artM_2","","Arginine transport ATP-binding protein ArtM",581,581,1,1,4645,NA,NA,"",503,752,751,"BIMLEMBI_01080","NAFKBAHO_03179","MDJJIALB_01819","HAANCNKA_00540","IJNFKBKA_03060","EBNKAEGN_01129","NNGPMJDM_01632","KJNKAIHK_01626","CLMPKDHL_01825","NMNGHGIH_01825","ALBEMBBG_01757","HIAOCFAH_01819","MAFDEBPG_03975","OBCHFKCE_01599","BCLDPBNN_03339"
"papC_3","","Outer membrane usher protein PapC",581,581,1,1,2395,NA,NA,"",590,2657,2653,"BIMLEMBI_04243","NAFKBAHO_02470","MDJJIALB_02175","HAANCNKA_04109","IJNFKBKA_03862","EBNKAEGN_02640","NNGPMJDM_03484","KJNKAIHK_03550","CLMPKDHL_03787","NMNGHGIH_03855","ALBEMBBG_03745","HIAOCFAH_03785","MAFDEBPG_03695","OBCHFKCE_03733","BCLDPBNN_04249"
"group_1039","","hypothetical protein",581,581,1,1,2178,NA,NA,"",263,998,995,"BIMLEMBI_04004","NAFKBAHO_03373","MDJJIALB_01894","HAANCNKA_03943","IJNFKBKA_01789","EBNKAEGN_01526","NNGPMJDM_02314","KJNKAIHK_02808","CLMPKDHL_03959","NMNGHGIH_04137","ALBEMBBG_04085","HIAOCFAH_04141","MAFDEBPG_02793","OBCHFKCE_02779","BCLDPBNN_03152"
"assT_4","","Arylsulfate sulfotransferase AssT",581,581,1,1,2183,NA,NA,"",893,1790,1783,"BIMLEMBI_03999","NAFKBAHO_02759","MDJJIALB_01899","HAANCNKA_03948","IJNFKBKA_01784","EBNKAEGN_01531","NNGPMJDM_02309","KJNKAIHK_02803","CLMPKDHL_03964","NMNGHGIH_04142","ALBEMBBG_04080","HIAOCFAH_04136","MAFDEBPG_02798","OBCHFKCE_02784","BCLDPBNN_03157"
"group_1043","","hypothetical protein",581,581,1,1,2258,NA,NA,"",824,1100,1098,"BIMLEMBI_03941","NAFKBAHO_02701","MDJJIALB_01957","HAANCNKA_04006","IJNFKBKA_01726","EBNKAEGN_04451","NNGPMJDM_02251","KJNKAIHK_03501","CLMPKDHL_04022","NMNGHGIH_04200","ALBEMBBG_04022","HIAOCFAH_04078","MAFDEBPG_03761","OBCHFKCE_02842","BCLDPBNN_03215"
"glnG","","DNA-binding transcriptional regulator NtrC",581,581,1,1,2219,NA,NA,"",434,1409,1407,"BIMLEMBI_04604","NAFKBAHO_03045","MDJJIALB_01993","HAANCNKA_04042","IJNFKBKA_01690","EBNKAEGN_03099","NNGPMJDM_03662","KJNKAIHK_03537","CLMPKDHL_04058","NMNGHGIH_04236","ALBEMBBG_04606","HIAOCFAH_04042","MAFDEBPG_03797","OBCHFKCE_03899","BCLDPBNN_03251"
"hsrA","","putative transport protein HsrA",581,581,1,1,1363,NA,NA,"",872,1427,1426,"BIMLEMBI_04187","NAFKBAHO_01743","MDJJIALB_04081","HAANCNKA_04245","IJNFKBKA_03597","EBNKAEGN_02079","NNGPMJDM_03126","KJNKAIHK_03239","CLMPKDHL_04368","NMNGHGIH_04400","ALBEMBBG_04268","HIAOCFAH_04359","MAFDEBPG_03481","OBCHFKCE_03379","BCLDPBNN_04047"
"dgoD_2","","D-galactonate dehydratase",581,581,1,1,1420,NA,NA,"",692,1148,1146,"BIMLEMBI_04131","NAFKBAHO_01799","MDJJIALB_03199","HAANCNKA_04301","IJNFKBKA_03541","EBNKAEGN_02135","NNGPMJDM_03070","KJNKAIHK_03183","CLMPKDHL_04312","NMNGHGIH_04344","ALBEMBBG_04212","HIAOCFAH_04415","MAFDEBPG_03425","OBCHFKCE_03435","BCLDPBNN_04103"
"araA","","L-arabinose isomerase",581,581,1,1,2499,NA,NA,"",1259,1502,1501,"BIMLEMBI_03728","NAFKBAHO_01343","MDJJIALB_02744","HAANCNKA_04435","IJNFKBKA_02008","EBNKAEGN_00508","NNGPMJDM_03373","KJNKAIHK_02256","CLMPKDHL_03887","NMNGHGIH_03755","ALBEMBBG_03643","HIAOCFAH_03686","MAFDEBPG_01666","OBCHFKCE_03053","BCLDPBNN_03756"
