"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR1461785","SRR1556962","SRR12420044","SRR6310053","SRR14766445","SRR28323377","SRR3000886","SRR14766341","SRR14766425","SRR14766410","SRR3097505","SRR14766398","SRR2994384","SRR1299365","SRR14766375"
"dsbD_1","","Thiol:disulfide interchange protein DsbD",581,581,1,1,4535,NA,NA,"",440,1886,1882,"JAFODMFN_00845","BILPJOLC_01721","IIEOGEEO_02994","DNOEEKHJ_04610","DBNGPPEG_03576","OCPGHKJM_03562","FLFNLNNN_00978","KKOPPCGC_04347","IDGLDMJL_03794","NJHJBNJO_00767","AOJAPKFL_02538","POCPDFCE_03379","KKCBMJKJ_01829","BFEAKILL_00979","MJDJDBFL_00980"
"artM_2","","Arginine transport ATP-binding protein ArtM",581,581,1,1,4645,NA,NA,"",503,752,751,"JAFODMFN_00745","BILPJOLC_01822","IIEOGEEO_03496","DNOEEKHJ_03700","DBNGPPEG_02975","OCPGHKJM_03462","FLFNLNNN_01078","KKOPPCGC_01629","IDGLDMJL_02761","NJHJBNJO_03624","AOJAPKFL_02638","POCPDFCE_02327","KKCBMJKJ_01929","BFEAKILL_01079","MJDJDBFL_01080"
"papC_3","","Outer membrane usher protein PapC",581,581,1,1,2395,NA,NA,"",590,2657,2653,"JAFODMFN_04398","BILPJOLC_03716","IIEOGEEO_03175","DNOEEKHJ_03610","DBNGPPEG_02464","OCPGHKJM_02954","FLFNLNNN_04455","KKOPPCGC_02735","IDGLDMJL_02443","NJHJBNJO_03420","AOJAPKFL_02768","POCPDFCE_00544","KKCBMJKJ_02532","BFEAKILL_03405","MJDJDBFL_04211"
"group_1039","","hypothetical protein",581,581,1,1,2178,NA,NA,"",263,998,995,"JAFODMFN_03727","BILPJOLC_04084","IIEOGEEO_03571","DNOEEKHJ_03378","DBNGPPEG_01301","OCPGHKJM_03737","FLFNLNNN_04125","KKOPPCGC_01464","IDGLDMJL_01221","NJHJBNJO_01825","AOJAPKFL_03688","POCPDFCE_01216","KKCBMJKJ_04388","BFEAKILL_04079","MJDJDBFL_03702"
"assT_4","","Arylsulfate sulfotransferase AssT",581,581,1,1,2183,NA,NA,"",893,1790,1783,"JAFODMFN_03722","BILPJOLC_04089","IIEOGEEO_03576","DNOEEKHJ_03373","DBNGPPEG_01296","OCPGHKJM_03742","FLFNLNNN_04120","KKOPPCGC_01459","IDGLDMJL_01216","NJHJBNJO_01820","AOJAPKFL_03683","POCPDFCE_01165","KKCBMJKJ_04300","BFEAKILL_04074","MJDJDBFL_03697"
"group_1043","","hypothetical protein",581,581,1,1,2258,NA,NA,"",824,1100,1098,"JAFODMFN_03663","BILPJOLC_04148","IIEOGEEO_03241","DNOEEKHJ_03315","DBNGPPEG_04447","OCPGHKJM_03800","FLFNLNNN_04062","KKOPPCGC_04505","IDGLDMJL_04439","NJHJBNJO_01762","AOJAPKFL_03625","POCPDFCE_01846","KKCBMJKJ_04643","BFEAKILL_04016","MJDJDBFL_03639"
"glnG","","DNA-binding transcriptional regulator NtrC",581,581,1,1,2219,NA,NA,"",434,1409,1407,"JAFODMFN_03627","BILPJOLC_04184","IIEOGEEO_03277","DNOEEKHJ_03279","DBNGPPEG_04041","OCPGHKJM_04567","FLFNLNNN_04026","KKOPPCGC_03241","IDGLDMJL_03977","NJHJBNJO_01726","AOJAPKFL_03589","POCPDFCE_03248","KKCBMJKJ_04241","BFEAKILL_03980","MJDJDBFL_03603"
"hsrA","","putative transport protein HsrA",581,581,1,1,1363,NA,NA,"",872,1427,1426,"JAFODMFN_04193","BILPJOLC_04285","IIEOGEEO_02623","DNOEEKHJ_04138","DBNGPPEG_01756","OCPGHKJM_04107","FLFNLNNN_04308","KKOPPCGC_04284","IDGLDMJL_01904","NJHJBNJO_03087","AOJAPKFL_04011","POCPDFCE_03647","KKCBMJKJ_03800","BFEAKILL_04295","MJDJDBFL_04124"
"dgoD_2","","D-galactonate dehydratase",581,581,1,1,1420,NA,NA,"",692,1148,1146,"JAFODMFN_04249","BILPJOLC_04341","IIEOGEEO_02679","DNOEEKHJ_04194","DBNGPPEG_01812","OCPGHKJM_04051","FLFNLNNN_04252","KKOPPCGC_02801","IDGLDMJL_01960","NJHJBNJO_03143","AOJAPKFL_04067","POCPDFCE_00655","KKCBMJKJ_03856","BFEAKILL_04351","MJDJDBFL_04068"
"araA","","L-arabinose isomerase",581,581,1,1,2499,NA,NA,"",1259,1502,1501,"JAFODMFN_03574","BILPJOLC_03816","IIEOGEEO_03078","DNOEEKHJ_03827","DBNGPPEG_02325","OCPGHKJM_02855","FLFNLNNN_03973","KKOPPCGC_00560","IDGLDMJL_00196","NJHJBNJO_02195","AOJAPKFL_02868","POCPDFCE_03595","KKCBMJKJ_02632","BFEAKILL_03505","MJDJDBFL_03932"
"acrF","","Multidrug export protein AcrF",581,581,1,1,1981,NA,NA,"",1700,3113,3110,"JAFODMFN_04439","BILPJOLC_04528","IIEOGEEO_04042","DNOEEKHJ_04297","DBNGPPEG_03020","OCPGHKJM_04256","FLFNLNNN_04538","KKOPPCGC_04596","IDGLDMJL_03348","NJHJBNJO_03904","AOJAPKFL_04415","POCPDFCE_04351","KKCBMJKJ_04395","BFEAKILL_04440","MJDJDBFL_04423"
"acrR_2","","HTH-type transcriptional regulator AcrR",581,581,1,1,1978,NA,NA,"",335,662,661,"JAFODMFN_04436","BILPJOLC_04525","IIEOGEEO_04039","DNOEEKHJ_04294","DBNGPPEG_03023","OCPGHKJM_04253","FLFNLNNN_04535","KKOPPCGC_03583","IDGLDMJL_03351","NJHJBNJO_03907","AOJAPKFL_04418","POCPDFCE_01645","KKCBMJKJ_04398","BFEAKILL_04437","MJDJDBFL_04426"
"group_1083","","hypothetical protein",581,581,1,1,1957,NA,NA,"",3284,3800,3799,"JAFODMFN_04415","BILPJOLC_04504","IIEOGEEO_04018","DNOEEKHJ_04273","DBNGPPEG_03044","OCPGHKJM_04232","FLFNLNNN_04514","KKOPPCGC_03562","IDGLDMJL_03372","NJHJBNJO_03928","AOJAPKFL_04439","POCPDFCE_01666","KKCBMJKJ_04419","BFEAKILL_04416","MJDJDBFL_04447"
"group_1085","","hypothetical protein",581,581,1,1,3656,NA,NA,"",425,2135,2129,"JAFODMFN_04469","BILPJOLC_04463","IIEOGEEO_03897","DNOEEKHJ_04327","DBNGPPEG_03084","OCPGHKJM_04331","FLFNLNNN_04568","KKOPPCGC_02191","IDGLDMJL_00672","NJHJBNJO_03968","AOJAPKFL_04481","POCPDFCE_02629","KKCBMJKJ_04331","BFEAKILL_04469","MJDJDBFL_04488"
"zraS","","Sensor protein ZraS",581,581,1,1,1524,NA,NA,"",779,1463,1460,"JAFODMFN_04563","BILPJOLC_04611","IIEOGEEO_04463","DNOEEKHJ_04452","DBNGPPEG_04334","OCPGHKJM_04476","FLFNLNNN_04597","KKOPPCGC_04320","IDGLDMJL_04302","NJHJBNJO_04456","AOJAPKFL_04550","POCPDFCE_03774","KKCBMJKJ_04438","BFEAKILL_04590","MJDJDBFL_04540"
"deaD","","ATP-dependent RNA helicase DeaD",581,581,1,1,2619,NA,NA,"",1745,1913,1888,"JAFODMFN_00075","BILPJOLC_01337","IIEOGEEO_02287","DNOEEKHJ_00073","DBNGPPEG_00956","OCPGHKJM_03082","FLFNLNNN_00595","KKOPPCGC_00946","IDGLDMJL_00837","NJHJBNJO_01133","AOJAPKFL_01074","POCPDFCE_00311","KKCBMJKJ_00331","BFEAKILL_00074","MJDJDBFL_00596"
"metH","","Methionine synthase",581,581,1,1,2012,NA,NA,"",3206,3689,3682,"JAFODMFN_01162","BILPJOLC_01905","IIEOGEEO_03166","DNOEEKHJ_04210","DBNGPPEG_04061","OCPGHKJM_00438","FLFNLNNN_01161","KKOPPCGC_04107","IDGLDMJL_04120","NJHJBNJO_04415","AOJAPKFL_01493","POCPDFCE_03753","KKCBMJKJ_04110","BFEAKILL_01592","MJDJDBFL_01592"
"ftsP","","Cell division protein FtsP",581,581,1,1,2726,NA,NA,"",563,1418,1410,"JAFODMFN_00178","BILPJOLC_01234","IIEOGEEO_00075","DNOEEKHJ_00177","DBNGPPEG_02359","OCPGHKJM_03185","FLFNLNNN_00492","KKOPPCGC_03280","IDGLDMJL_01295","NJHJBNJO_01030","AOJAPKFL_00971","POCPDFCE_03115","KKCBMJKJ_00228","BFEAKILL_00177","MJDJDBFL_00493"
"nudL","","putative Nudix hydrolase NudL",581,581,1,1,4771,NA,NA,"",203,578,577,"JAFODMFN_01646","BILPJOLC_00048","IIEOGEEO_02836","DNOEEKHJ_01129","DBNGPPEG_02901","OCPGHKJM_00492","FLFNLNNN_01644","KKOPPCGC_03222","IDGLDMJL_02922","NJHJBNJO_03325","AOJAPKFL_00460","POCPDFCE_01078","KKCBMJKJ_03997","BFEAKILL_01646","MJDJDBFL_01646"
"yoaA","","putative ATP-dependent DNA helicase YoaA",581,581,1,1,4775,NA,NA,"",1604,1910,1909,"JAFODMFN_01650","BILPJOLC_00052","IIEOGEEO_02840","DNOEEKHJ_01133","DBNGPPEG_02897","OCPGHKJM_00496","FLFNLNNN_01648","KKOPPCGC_03218","IDGLDMJL_02926","NJHJBNJO_03329","AOJAPKFL_00464","POCPDFCE_01082","KKCBMJKJ_03993","BFEAKILL_01650","MJDJDBFL_01650"
