"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14766370","SRR16506851","SRR23043674","SRR5904974","SRR980326","SRR25097973","SRR950707","SRR14766381","SRR11068404","SRR15146546","SRR11487643","SRR9301046","SRR13001984","SRR4292616","SRR11005718"
"dsbD_1","","Thiol:disulfide interchange protein DsbD",581,581,1,1,4535,NA,NA,"",440,1886,1882,"LCDBHDBB_00985","JIGCJMDH_01720","HLOGJBDP_01729","EDAOGEGO_02499","ICDMIJBP_01861","NGHFEAKD_02790","GGIENEAG_02245","JMLDGLBO_02117","NHHFDHOA_01027","NAPOKNNJ_01523","AMEEEGBM_00978","FIBKOHBH_01375","DLEBNIDD_03120","OOMOJDPP_02556","HJGPLKGE_01723"
"artM_2","","Arginine transport ATP-binding protein ArtM",581,581,1,1,4645,NA,NA,"",503,752,751,"LCDBHDBB_01085","JIGCJMDH_01821","HLOGJBDP_01829","EDAOGEGO_04124","ICDMIJBP_04222","NGHFEAKD_02890","GGIENEAG_04188","JMLDGLBO_02525","NHHFDHOA_00927","NAPOKNNJ_01423","AMEEEGBM_01078","FIBKOHBH_03421","DLEBNIDD_02145","OOMOJDPP_02197","HJGPLKGE_01824"
"papC_3","","Outer membrane usher protein PapC",581,581,1,1,2395,NA,NA,"",590,2657,2653,"LCDBHDBB_03029","JIGCJMDH_03794","HLOGJBDP_03890","EDAOGEGO_03505","ICDMIJBP_03568","NGHFEAKD_03020","GGIENEAG_04418","JMLDGLBO_03404","NHHFDHOA_04316","NAPOKNNJ_03226","AMEEEGBM_03746","FIBKOHBH_04289","DLEBNIDD_03741","OOMOJDPP_03022","HJGPLKGE_03753"
"group_1039","","hypothetical protein",581,581,1,1,2178,NA,NA,"",263,998,995,"LCDBHDBB_03450","JIGCJMDH_04157","HLOGJBDP_04166","EDAOGEGO_03757","ICDMIJBP_04107","NGHFEAKD_03947","GGIENEAG_03992","JMLDGLBO_02629","NHHFDHOA_03133","NAPOKNNJ_03946","AMEEEGBM_04114","FIBKOHBH_02676","DLEBNIDD_03195","OOMOJDPP_03911","HJGPLKGE_04121"
"assT_4","","Arylsulfate sulfotransferase AssT",581,581,1,1,2183,NA,NA,"",893,1790,1783,"LCDBHDBB_03445","JIGCJMDH_04152","HLOGJBDP_04171","EDAOGEGO_03752","ICDMIJBP_04102","NGHFEAKD_03942","GGIENEAG_03997","JMLDGLBO_02624","NHHFDHOA_03138","NAPOKNNJ_03941","AMEEEGBM_04119","FIBKOHBH_02671","DLEBNIDD_03200","OOMOJDPP_03833","HJGPLKGE_04126"
"group_1043","","hypothetical protein",581,581,1,1,2258,NA,NA,"",824,1100,1098,"LCDBHDBB_03387","JIGCJMDH_04094","HLOGJBDP_04229","EDAOGEGO_03694","ICDMIJBP_04044","NGHFEAKD_03884","GGIENEAG_04055","JMLDGLBO_02566","NHHFDHOA_03196","NAPOKNNJ_03883","AMEEEGBM_04177","FIBKOHBH_02613","DLEBNIDD_03791","OOMOJDPP_03125","HJGPLKGE_04184"
"glnG","","DNA-binding transcriptional regulator NtrC",581,581,1,1,2219,NA,NA,"",434,1409,1407,"LCDBHDBB_03351","JIGCJMDH_04057","HLOGJBDP_04265","EDAOGEGO_03658","ICDMIJBP_04008","NGHFEAKD_03848","GGIENEAG_04091","JMLDGLBO_03786","NHHFDHOA_03232","NAPOKNNJ_03847","AMEEEGBM_04213","FIBKOHBH_02577","DLEBNIDD_03755","OOMOJDPP_03089","HJGPLKGE_04220"
"hsrA","","putative transport protein HsrA",581,581,1,1,1363,NA,NA,"",872,1427,1426,"LCDBHDBB_04550","JIGCJMDH_04277","HLOGJBDP_04429","EDAOGEGO_04254","ICDMIJBP_04386","NGHFEAKD_04264","GGIENEAG_04352","JMLDGLBO_03113","NHHFDHOA_04032","NAPOKNNJ_04225","AMEEEGBM_04314","FIBKOHBH_03880","DLEBNIDD_03398","OOMOJDPP_02582","HJGPLKGE_04321"
"dgoD_2","","D-galactonate dehydratase",581,581,1,1,1420,NA,NA,"",692,1148,1146,"LCDBHDBB_04241","JIGCJMDH_04333","HLOGJBDP_04373","EDAOGEGO_04310","ICDMIJBP_04442","NGHFEAKD_04208","GGIENEAG_04408","JMLDGLBO_03169","NHHFDHOA_03976","NAPOKNNJ_04169","AMEEEGBM_04370","FIBKOHBH_03824","DLEBNIDD_03454","OOMOJDPP_02638","HJGPLKGE_04377"
"araA","","L-arabinose isomerase",581,581,1,1,2499,NA,NA,"",1259,1502,1501,"LCDBHDBB_03129","JIGCJMDH_03694","HLOGJBDP_03791","EDAOGEGO_03605","ICDMIJBP_03468","NGHFEAKD_03120","GGIENEAG_03920","JMLDGLBO_01372","NHHFDHOA_02904","NAPOKNNJ_03126","AMEEEGBM_03846","FIBKOHBH_02524","DLEBNIDD_01699","OOMOJDPP_03294","HJGPLKGE_03853"
