"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14272154","SRR23043677","SRR1422648","SRR10037224","SRR14766405","SRR1576556","SRR27708426","SRR9301020","SRR28323385","SRR1379610","SRR2994384","SRR14766329","SRR11487800","SRR5883584","SRR11005718"
"dsbD_1","","Thiol:disulfide interchange protein DsbD",581,581,1,1,4535,NA,NA,"",440,1886,1882,"HAANCNKA_00640","ANJCIHOA_00938","BCLDPBNN_04020","EDINNCHB_00310","KHFPJAKA_01693","MIMHAMON_02551","IOLIIFNA_02759","CLMPPMAO_02369","JJPMJGEG_01056","LAOAEGFL_02079","KKCBMJKJ_01829","LGNMAAMO_04006","KCINECMJ_01679","KOJKBHOL_01428","HJGPLKGE_01723"
"artM_2","","Arginine transport ATP-binding protein ArtM",581,581,1,1,4645,NA,NA,"",503,752,751,"HAANCNKA_00540","ANJCIHOA_01038","BCLDPBNN_03339","EDINNCHB_00410","KHFPJAKA_01593","MIMHAMON_04074","IOLIIFNA_02233","CLMPPMAO_03678","JJPMJGEG_01158","LAOAEGFL_03678","KKCBMJKJ_01929","LGNMAAMO_01243","KCINECMJ_01779","KOJKBHOL_01528","HJGPLKGE_01824"
"papC_3","","Outer membrane usher protein PapC",581,581,1,1,2395,NA,NA,"",590,2657,2653,"HAANCNKA_04109","ANJCIHOA_03760","BCLDPBNN_04249","EDINNCHB_03935","KHFPJAKA_03998","MIMHAMON_03294","IOLIIFNA_03144","CLMPPMAO_03937","JJPMJGEG_03674","LAOAEGFL_03779","KKCBMJKJ_02532","LGNMAAMO_02888","KCINECMJ_03708","KOJKBHOL_04283","HJGPLKGE_03753"
"group_1039","","hypothetical protein",581,581,1,1,2178,NA,NA,"",263,998,995,"HAANCNKA_03943","ANJCIHOA_04122","BCLDPBNN_03152","EDINNCHB_04216","KHFPJAKA_03475","MIMHAMON_03858","IOLIIFNA_00968","CLMPPMAO_03866","JJPMJGEG_04036","LAOAEGFL_03571","KKCBMJKJ_04388","LGNMAAMO_02770","KCINECMJ_04077","KOJKBHOL_03860","HJGPLKGE_04121"
"assT_4","","Arylsulfate sulfotransferase AssT",581,581,1,1,2183,NA,NA,"",893,1790,1783,"HAANCNKA_03948","ANJCIHOA_04127","BCLDPBNN_03157","EDINNCHB_04221","KHFPJAKA_03480","MIMHAMON_03853","IOLIIFNA_00963","CLMPPMAO_03871","JJPMJGEG_04041","LAOAEGFL_03566","KKCBMJKJ_04300","LGNMAAMO_02775","KCINECMJ_04082","KOJKBHOL_03855","HJGPLKGE_04126"
"group_1043","","hypothetical protein",581,581,1,1,2258,NA,NA,"",824,1100,1098,"HAANCNKA_04006","ANJCIHOA_04185","BCLDPBNN_03215","EDINNCHB_04279","KHFPJAKA_03538","MIMHAMON_03795","IOLIIFNA_00905","CLMPPMAO_04680","JJPMJGEG_04099","LAOAEGFL_03507","KKCBMJKJ_04643","LGNMAAMO_02833","KCINECMJ_04140","KOJKBHOL_04349","HJGPLKGE_04184"
"glnG","","DNA-binding transcriptional regulator NtrC",581,581,1,1,2219,NA,NA,"",434,1409,1407,"HAANCNKA_04042","ANJCIHOA_04221","BCLDPBNN_03251","EDINNCHB_04315","KHFPJAKA_04085","MIMHAMON_03759","IOLIIFNA_00869","CLMPPMAO_04357","JJPMJGEG_04639","LAOAEGFL_03471","KKCBMJKJ_04241","LGNMAAMO_03354","KCINECMJ_04176","KOJKBHOL_04385","HJGPLKGE_04220"
"hsrA","","putative transport protein HsrA",581,581,1,1,1363,NA,NA,"",872,1427,1426,"HAANCNKA_04245","ANJCIHOA_04385","BCLDPBNN_04047","EDINNCHB_04479","KHFPJAKA_03871","MIMHAMON_04238","IOLIIFNA_02811","CLMPPMAO_04056","JJPMJGEG_04277","LAOAEGFL_04079","KKCBMJKJ_03800","LGNMAAMO_02279","KCINECMJ_04277","KOJKBHOL_04056","HJGPLKGE_04321"
"dgoD_2","","D-galactonate dehydratase",581,581,1,1,1420,NA,NA,"",692,1148,1146,"HAANCNKA_04301","ANJCIHOA_04329","BCLDPBNN_04103","EDINNCHB_04423","KHFPJAKA_03815","MIMHAMON_04294","IOLIIFNA_02867","CLMPPMAO_04000","JJPMJGEG_04221","LAOAEGFL_04023","KKCBMJKJ_03856","LGNMAAMO_02223","KCINECMJ_04333","KOJKBHOL_04112","HJGPLKGE_04377"
"araA","","L-arabinose isomerase",581,581,1,1,2499,NA,NA,"",1259,1502,1501,"HAANCNKA_04435","ANJCIHOA_03859","BCLDPBNN_03756","EDINNCHB_03835","KHFPJAKA_03110","MIMHAMON_03195","IOLIIFNA_01237","CLMPPMAO_03432","JJPMJGEG_03774","LAOAEGFL_03875","KKCBMJKJ_02632","LGNMAAMO_00479","KCINECMJ_03809","KOJKBHOL_03708","HJGPLKGE_03853"
