"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14766389","SRR3000887","SRR27714943","SRR11068404","SRR3037400","SRR5905278","SRR6308366","SRR14766344","SRR5883578","SRR14766426","SRR7041722","SRR18233380","SRR3037435","SRR14766400","SRR27779120"
"dsbD_1","","Thiol:disulfide interchange protein DsbD",581,581,1,1,4535,NA,NA,"",440,1886,1882,"JNEDFIJH_02037","HEJLPIII_01620","APJAPAOH_01724","NHHFDHOA_01027","JILAKEMF_00978","PDACKNEK_00591","ABOIEABI_00542","PHMEMLLM_02851","DGJMLPEB_02092","ODLGKFLK_04286","GFHOMNBG_02166","KMJJIDCG_01660","CKPEMOEN_00646","NBOJOKHD_02701","BONMFOJB_01587"
"artM_2","","Arginine transport ATP-binding protein ArtM",581,581,1,1,4645,NA,NA,"",503,752,751,"JNEDFIJH_02490","HEJLPIII_04033","APJAPAOH_01824","NHHFDHOA_00927","JILAKEMF_01078","PDACKNEK_00490","ABOIEABI_00442","PHMEMLLM_03427","DGJMLPEB_03579","ODLGKFLK_02655","GFHOMNBG_04079","KMJJIDCG_01760","CKPEMOEN_00746","NBOJOKHD_02801","BONMFOJB_01487"
"papC_3","","Outer membrane usher protein PapC",581,581,1,1,2395,NA,NA,"",590,2657,2653,"JNEDFIJH_02709","HEJLPIII_03392","APJAPAOH_03804","NHHFDHOA_04316","JILAKEMF_03497","PDACKNEK_04301","ABOIEABI_03934","PHMEMLLM_02431","DGJMLPEB_04280","ODLGKFLK_03924","GFHOMNBG_04497","KMJJIDCG_03658","CKPEMOEN_03290","NBOJOKHD_02931","BONMFOJB_03770"
"group_1039","","hypothetical protein",581,581,1,1,2178,NA,NA,"",263,998,995,"JNEDFIJH_01621","HEJLPIII_03868","APJAPAOH_04086","NHHFDHOA_03133","JILAKEMF_03791","PDACKNEK_03448","ABOIEABI_03579","PHMEMLLM_00112","DGJMLPEB_03326","ODLGKFLK_03112","GFHOMNBG_03779","KMJJIDCG_04106","CKPEMOEN_03694","NBOJOKHD_03362","BONMFOJB_04052"
"assT_4","","Arylsulfate sulfotransferase AssT",581,581,1,1,2183,NA,NA,"",893,1790,1783,"JNEDFIJH_01616","HEJLPIII_03873","APJAPAOH_04091","NHHFDHOA_03138","JILAKEMF_03796","PDACKNEK_03443","ABOIEABI_03584","PHMEMLLM_00107","DGJMLPEB_03321","ODLGKFLK_03107","GFHOMNBG_03784","KMJJIDCG_04101","CKPEMOEN_03689","NBOJOKHD_03357","BONMFOJB_04057"
"group_1043","","hypothetical protein",581,581,1,1,2258,NA,NA,"",824,1100,1098,"JNEDFIJH_04474","HEJLPIII_03931","APJAPAOH_04149","NHHFDHOA_03196","JILAKEMF_03854","PDACKNEK_03385","ABOIEABI_04037","PHMEMLLM_00049","DGJMLPEB_03263","ODLGKFLK_03937","GFHOMNBG_03842","KMJJIDCG_04043","CKPEMOEN_03631","NBOJOKHD_03299","BONMFOJB_04115"
"glnG","","DNA-binding transcriptional regulator NtrC",581,581,1,1,2219,NA,NA,"",434,1409,1407,"JNEDFIJH_03031","HEJLPIII_03967","APJAPAOH_04185","NHHFDHOA_03232","JILAKEMF_03890","PDACKNEK_04388","ABOIEABI_04001","PHMEMLLM_00013","DGJMLPEB_03227","ODLGKFLK_03973","GFHOMNBG_03878","KMJJIDCG_04007","CKPEMOEN_03595","NBOJOKHD_03263","BONMFOJB_04151"
"hsrA","","putative transport protein HsrA",581,581,1,1,1363,NA,NA,"",872,1427,1426,"JNEDFIJH_02118","HEJLPIII_04260","APJAPAOH_04285","NHHFDHOA_04032","JILAKEMF_04221","PDACKNEK_03861","ABOIEABI_03860","PHMEMLLM_01947","DGJMLPEB_04105","ODLGKFLK_03526","GFHOMNBG_04288","KMJJIDCG_04226","CKPEMOEN_04169","NBOJOKHD_03963","BONMFOJB_04315"
"dgoD_2","","D-galactonate dehydratase",581,581,1,1,1420,NA,NA,"",692,1148,1146,"JNEDFIJH_02062","HEJLPIII_04204","APJAPAOH_04341","NHHFDHOA_03976","JILAKEMF_04277","PDACKNEK_03805","ABOIEABI_03804","PHMEMLLM_02003","DGJMLPEB_04049","ODLGKFLK_03470","GFHOMNBG_04344","KMJJIDCG_04282","CKPEMOEN_04113","NBOJOKHD_04019","BONMFOJB_04259"
"araA","","L-arabinose isomerase",581,581,1,1,2499,NA,NA,"",1259,1502,1501,"JNEDFIJH_02585","HEJLPIII_03292","APJAPAOH_03704","NHHFDHOA_02904","JILAKEMF_03397","PDACKNEK_02937","ABOIEABI_04055","PHMEMLLM_01012","DGJMLPEB_04375","ODLGKFLK_03800","GFHOMNBG_03905","KMJJIDCG_03758","CKPEMOEN_03390","NBOJOKHD_03031","BONMFOJB_03670"
"acrF","","Multidrug export protein AcrF",581,581,1,1,1981,NA,NA,"",1700,3113,3110,"JNEDFIJH_03256","HEJLPIII_04359","APJAPAOH_04532","NHHFDHOA_04642","JILAKEMF_04481","PDACKNEK_04440","ABOIEABI_04289","PHMEMLLM_03287","DGJMLPEB_04421","ODLGKFLK_04161","GFHOMNBG_04502","KMJJIDCG_04484","CKPEMOEN_04532","NBOJOKHD_04277","BONMFOJB_04498"
"acrR_2","","HTH-type transcriptional regulator AcrR",581,581,1,1,1978,NA,NA,"",335,662,661,"JNEDFIJH_03253","HEJLPIII_04356","APJAPAOH_04529","NHHFDHOA_04318","JILAKEMF_04478","PDACKNEK_04437","ABOIEABI_04286","PHMEMLLM_03284","DGJMLPEB_04418","ODLGKFLK_04158","GFHOMNBG_04505","KMJJIDCG_04481","CKPEMOEN_04529","NBOJOKHD_04280","BONMFOJB_04501"
"group_1083","","hypothetical protein",581,581,1,1,1957,NA,NA,"",3284,3800,3799,"JNEDFIJH_03232","HEJLPIII_04335","APJAPAOH_04508","NHHFDHOA_04339","JILAKEMF_04457","PDACKNEK_04416","ABOIEABI_04265","PHMEMLLM_03263","DGJMLPEB_04397","ODLGKFLK_04137","GFHOMNBG_04526","KMJJIDCG_04460","CKPEMOEN_04508","NBOJOKHD_04301","BONMFOJB_04522"
"group_1085","","hypothetical protein",581,581,1,1,3656,NA,NA,"",425,2135,2129,"JNEDFIJH_03284","HEJLPIII_04386","APJAPAOH_04467","NHHFDHOA_04381","JILAKEMF_04510","PDACKNEK_04469","ABOIEABI_04183","PHMEMLLM_03184","DGJMLPEB_04450","ODLGKFLK_04191","GFHOMNBG_04568","KMJJIDCG_04419","CKPEMOEN_04467","NBOJOKHD_04343","BONMFOJB_04564"
"zraS","","Sensor protein ZraS",581,581,1,1,1524,NA,NA,"",779,1463,1460,"JNEDFIJH_04342","HEJLPIII_04462","APJAPAOH_04539","NHHFDHOA_04563","JILAKEMF_04562","PDACKNEK_04622","ABOIEABI_04578","PHMEMLLM_04351","DGJMLPEB_04480","ODLGKFLK_04513","GFHOMNBG_04623","KMJJIDCG_04513","CKPEMOEN_04575","NBOJOKHD_04534","BONMFOJB_04593"
"deaD","","ATP-dependent RNA helicase DeaD",581,581,1,1,2619,NA,NA,"",1745,1913,1888,"JNEDFIJH_00904","HEJLPIII_03715","APJAPAOH_00820","NHHFDHOA_03028","JILAKEMF_00074","PDACKNEK_02261","ABOIEABI_02490","PHMEMLLM_01388","DGJMLPEB_03925","ODLGKFLK_00074","GFHOMNBG_00820","KMJJIDCG_00820","CKPEMOEN_00895","NBOJOKHD_00073","BONMFOJB_01338"
"metH","","Methionine synthase",581,581,1,1,2012,NA,NA,"",3206,3689,3682,"JNEDFIJH_04222","HEJLPIII_00008","APJAPAOH_01907","NHHFDHOA_00437","JILAKEMF_01161","PDACKNEK_04239","ABOIEABI_01903","PHMEMLLM_04243","DGJMLPEB_00574","ODLGKFLK_03862","GFHOMNBG_03071","KMJJIDCG_02272","CKPEMOEN_04380","NBOJOKHD_01105","BONMFOJB_01904"
"ftsP","","Cell division protein FtsP",581,581,1,1,2726,NA,NA,"",563,1418,1410,"JNEDFIJH_02927","HEJLPIII_03818","APJAPAOH_00923","NHHFDHOA_03365","JILAKEMF_00177","PDACKNEK_02158","ABOIEABI_02594","PHMEMLLM_04047","DGJMLPEB_00075","ODLGKFLK_00177","GFHOMNBG_00923","KMJJIDCG_00923","CKPEMOEN_00998","NBOJOKHD_00176","BONMFOJB_01235"
"nudL","","putative Nudix hydrolase NudL",581,581,1,1,4771,NA,NA,"",203,578,577,"JNEDFIJH_02977","HEJLPIII_00491","APJAPAOH_00700","NHHFDHOA_00804","JILAKEMF_01644","PDACKNEK_01921","ABOIEABI_02370","PHMEMLLM_02977","DGJMLPEB_02537","ODLGKFLK_03259","GFHOMNBG_00047","KMJJIDCG_00048","CKPEMOEN_00048","NBOJOKHD_01159","BONMFOJB_00047"
"yoaA","","putative ATP-dependent DNA helicase YoaA",581,581,1,1,4775,NA,NA,"",1604,1910,1909,"JNEDFIJH_02981","HEJLPIII_00495","APJAPAOH_00696","NHHFDHOA_00800","JILAKEMF_01648","PDACKNEK_01925","ABOIEABI_02366","PHMEMLLM_02981","DGJMLPEB_02541","ODLGKFLK_03255","GFHOMNBG_00051","KMJJIDCG_00052","CKPEMOEN_00052","NBOJOKHD_01163","BONMFOJB_00051"
"fadD","","Long-chain-fatty-acid--CoA ligase",581,581,1,1,4778,NA,NA,"",1457,1751,1750,"JNEDFIJH_02984","HEJLPIII_00498","APJAPAOH_00693","NHHFDHOA_00797","JILAKEMF_01651","PDACKNEK_01928","ABOIEABI_02363","PHMEMLLM_02984","DGJMLPEB_02544","ODLGKFLK_03252","GFHOMNBG_00054","KMJJIDCG_00055","CKPEMOEN_00055","NBOJOKHD_01166","BONMFOJB_00054"
"rnd","","Ribonuclease D",581,581,1,1,4779,NA,NA,"",746,1115,1114,"JNEDFIJH_02985","HEJLPIII_00499","APJAPAOH_00692","NHHFDHOA_00796","JILAKEMF_01652","PDACKNEK_01929","ABOIEABI_02362","PHMEMLLM_02985","DGJMLPEB_02545","ODLGKFLK_03251","GFHOMNBG_00055","KMJJIDCG_00056","CKPEMOEN_00056","NBOJOKHD_01167","BONMFOJB_00055"
"appC","","Cytochrome bd-II ubiquinol oxidase subunit 1",581,581,1,1,4804,NA,NA,"",896,1544,1542,"JNEDFIJH_03010","HEJLPIII_00524","APJAPAOH_00667","NHHFDHOA_00771","JILAKEMF_01677","PDACKNEK_01954","ABOIEABI_02337","PHMEMLLM_03010","DGJMLPEB_02570","ODLGKFLK_03226","GFHOMNBG_00080","KMJJIDCG_00081","CKPEMOEN_00081","NBOJOKHD_01192","BONMFOJB_00080"
