"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR21893805","SRR11783240","SRR6000478","SRR14766386","SRR23043684","SRR19317097","SRR11029647","SRR11487833","SRR5877170","SRR1461785","SRR15357266","SRR18233386","SRR14766406","SRR13643361","SRR14766332"
"dsbD_1","","Thiol:disulfide interchange protein DsbD",581,581,1,1,4535,NA,NA,"",440,1886,1882,"CDHBLMCD_01257","JAONFAKF_01721","BLBCGIAK_00310","OKEMFKGG_01516","LDHFOKNP_00176","OKIGJMAO_03048","NEFDCINK_03335","DNHFEONB_01719","GJPDLPPO_03576","JAFODMFN_00845","GKBHOEKL_03639","OKDIKGGJ_00979","NFJMMBPB_01697","FFENJCBB_01721","KPMHACJK_03222"
"artM_2","","Arginine transport ATP-binding protein ArtM",581,581,1,1,4645,NA,NA,"",503,752,751,"CDHBLMCD_01157","JAONFAKF_01822","BLBCGIAK_00410","OKEMFKGG_01616","LDHFOKNP_00076","OKIGJMAO_02762","NEFDCINK_03436","DNHFEONB_01819","GJPDLPPO_03452","JAFODMFN_00745","GKBHOEKL_03539","OKDIKGGJ_01079","NFJMMBPB_02402","FFENJCBB_01822","KPMHACJK_03983"
"papC_3","","Outer membrane usher protein PapC",581,581,1,1,2395,NA,NA,"",590,2657,2653,"CDHBLMCD_04264","JAONFAKF_03720","BLBCGIAK_02681","OKEMFKGG_03463","LDHFOKNP_04028","OKIGJMAO_03614","NEFDCINK_03654","DNHFEONB_03990","GJPDLPPO_04152","JAFODMFN_04398","GKBHOEKL_03377","OKDIKGGJ_03841","NFJMMBPB_03543","FFENJCBB_03763","KPMHACJK_02704"
"group_1039","","hypothetical protein",581,581,1,1,2178,NA,NA,"",263,998,995,"CDHBLMCD_03370","JAONFAKF_04168","BLBCGIAK_03915","OKEMFKGG_03923","LDHFOKNP_04194","OKIGJMAO_04103","NEFDCINK_04016","DNHFEONB_04196","GJPDLPPO_02638","JAFODMFN_03727","GKBHOEKL_04049","OKDIKGGJ_04123","NFJMMBPB_03910","FFENJCBB_04119","KPMHACJK_03607"
"assT_4","","Arylsulfate sulfotransferase AssT",581,581,1,1,2183,NA,NA,"",893,1790,1783,"CDHBLMCD_03365","JAONFAKF_04163","BLBCGIAK_03910","OKEMFKGG_03918","LDHFOKNP_04189","OKIGJMAO_04071","NEFDCINK_04011","DNHFEONB_04191","GJPDLPPO_02643","JAFODMFN_03722","GKBHOEKL_04044","OKDIKGGJ_04128","NFJMMBPB_02585","FFENJCBB_04114","KPMHACJK_03602"
"group_1043","","hypothetical protein",581,581,1,1,2258,NA,NA,"",824,1100,1098,"CDHBLMCD_03307","JAONFAKF_04105","BLBCGIAK_03852","OKEMFKGG_03860","LDHFOKNP_04131","OKIGJMAO_03734","NEFDCINK_03953","DNHFEONB_04133","GJPDLPPO_02701","JAFODMFN_03663","GKBHOEKL_03986","OKDIKGGJ_04186","NFJMMBPB_02527","FFENJCBB_04056","KPMHACJK_03544"
"glnG","","DNA-binding transcriptional regulator NtrC",581,581,1,1,2219,NA,NA,"",434,1409,1407,"CDHBLMCD_03271","JAONFAKF_04069","BLBCGIAK_03816","OKEMFKGG_03824","LDHFOKNP_04095","OKIGJMAO_03770","NEFDCINK_03917","DNHFEONB_04097","GJPDLPPO_02737","JAFODMFN_03627","GKBHOEKL_03950","OKDIKGGJ_04222","NFJMMBPB_02491","FFENJCBB_04020","KPMHACJK_03508"
"hsrA","","putative transport protein HsrA",581,581,1,1,1363,NA,NA,"",872,1427,1426,"CDHBLMCD_04000","JAONFAKF_04288","BLBCGIAK_04345","OKEMFKGG_04189","LDHFOKNP_04314","OKIGJMAO_04584","NEFDCINK_04265","DNHFEONB_04379","GJPDLPPO_03870","JAFODMFN_04193","GKBHOEKL_04169","OKDIKGGJ_04386","NFJMMBPB_03000","FFENJCBB_04302","KPMHACJK_04089"
"dgoD_2","","D-galactonate dehydratase",581,581,1,1,1420,NA,NA,"",692,1148,1146,"CDHBLMCD_03944","JAONFAKF_04344","BLBCGIAK_04401","OKEMFKGG_04245","LDHFOKNP_04370","OKIGJMAO_03791","NEFDCINK_04321","DNHFEONB_04323","GJPDLPPO_03814","JAFODMFN_04249","GKBHOEKL_04225","OKDIKGGJ_04330","NFJMMBPB_02944","FFENJCBB_04246","KPMHACJK_04033"
"araA","","L-arabinose isomerase",581,581,1,1,2499,NA,NA,"",1259,1502,1501,"CDHBLMCD_04272","JAONFAKF_03820","BLBCGIAK_02580","OKEMFKGG_03563","LDHFOKNP_04420","OKIGJMAO_02059","NEFDCINK_03552","DNHFEONB_04510","GJPDLPPO_02566","JAFODMFN_03574","GKBHOEKL_03477","OKDIKGGJ_03741","NFJMMBPB_02766","FFENJCBB_03663","KPMHACJK_02604"
"acrF","","Multidrug export protein AcrF",581,581,1,1,1981,NA,NA,"",1700,3113,3110,"CDHBLMCD_04352","JAONFAKF_04537","BLBCGIAK_04592","OKEMFKGG_04426","LDHFOKNP_04522","OKIGJMAO_04200","NEFDCINK_04550","DNHFEONB_04556","GJPDLPPO_04402","JAFODMFN_04439","GKBHOEKL_04457","OKDIKGGJ_04503","NFJMMBPB_04108","FFENJCBB_04466","KPMHACJK_04501"
"acrR_2","","HTH-type transcriptional regulator AcrR",581,581,1,1,1978,NA,NA,"",335,662,661,"CDHBLMCD_04349","JAONFAKF_04534","BLBCGIAK_04589","OKEMFKGG_04423","LDHFOKNP_04519","OKIGJMAO_04197","NEFDCINK_04553","DNHFEONB_04553","GJPDLPPO_04405","JAFODMFN_04436","GKBHOEKL_04460","OKDIKGGJ_04506","NFJMMBPB_04105","FFENJCBB_04469","KPMHACJK_04498"
"group_1083","","hypothetical protein",581,581,1,1,1957,NA,NA,"",3284,3800,3799,"CDHBLMCD_04328","JAONFAKF_04513","BLBCGIAK_04568","OKEMFKGG_04402","LDHFOKNP_04498","OKIGJMAO_04176","NEFDCINK_04574","DNHFEONB_04532","GJPDLPPO_04426","JAFODMFN_04415","GKBHOEKL_04481","OKDIKGGJ_04527","NFJMMBPB_04084","FFENJCBB_04490","KPMHACJK_04477"
"group_1085","","hypothetical protein",581,581,1,1,3656,NA,NA,"",425,2135,2129,"CDHBLMCD_04382","JAONFAKF_04468","BLBCGIAK_04621","OKEMFKGG_04456","LDHFOKNP_04452","OKIGJMAO_04229","NEFDCINK_04521","DNHFEONB_04585","GJPDLPPO_04466","JAFODMFN_04469","GKBHOEKL_04551","OKDIKGGJ_04470","NFJMMBPB_03971","FFENJCBB_04532","KPMHACJK_04436"
"zraS","","Sensor protein ZraS",581,581,1,1,1524,NA,NA,"",779,1463,1460,"CDHBLMCD_04500","JAONFAKF_04544","BLBCGIAK_04651","OKEMFKGG_04596","LDHFOKNP_04606","OKIGJMAO_04296","NEFDCINK_04616","DNHFEONB_04645","GJPDLPPO_04626","JAFODMFN_04563","GKBHOEKL_04500","OKDIKGGJ_04546","NFJMMBPB_04465","FFENJCBB_04583","KPMHACJK_04508"
"deaD","","ATP-dependent RNA helicase DeaD",581,581,1,1,2619,NA,NA,"",1745,1913,1888,"CDHBLMCD_00594","JAONFAKF_00817","BLBCGIAK_03720","OKEMFKGG_00074","LDHFOKNP_02406","OKIGJMAO_02272","NEFDCINK_01338","DNHFEONB_00815","GJPDLPPO_03079","JAFODMFN_00075","GKBHOEKL_00595","OKDIKGGJ_00595","NFJMMBPB_01922","FFENJCBB_01338","KPMHACJK_02832"
"metH","","Methionine synthase",581,581,1,1,2012,NA,NA,"",3206,3689,3682,"CDHBLMCD_02779","JAONFAKF_01905","BLBCGIAK_04506","OKEMFKGG_01699","LDHFOKNP_03539","OKIGJMAO_03565","NEFDCINK_01418","DNHFEONB_02331","GJPDLPPO_04103","JAFODMFN_01162","GKBHOEKL_00676","OKDIKGGJ_01591","NFJMMBPB_04405","FFENJCBB_02333","KPMHACJK_01526"
"ftsP","","Cell division protein FtsP",581,581,1,1,2726,NA,NA,"",563,1418,1410,"CDHBLMCD_00491","JAONFAKF_00920","BLBCGIAK_03627","OKEMFKGG_00178","LDHFOKNP_02509","OKIGJMAO_03539","NEFDCINK_01235","DNHFEONB_00918","GJPDLPPO_04077","JAFODMFN_00178","GKBHOEKL_00492","OKDIKGGJ_00492","NFJMMBPB_03446","FFENJCBB_01235","KPMHACJK_02935"
"nudL","","putative Nudix hydrolase NudL",581,581,1,1,4771,NA,NA,"",203,578,577,"CDHBLMCD_01543","JAONFAKF_00697","BLBCGIAK_04122","OKEMFKGG_01161","LDHFOKNP_01258","OKIGJMAO_03239","NEFDCINK_00047","DNHFEONB_00696","GJPDLPPO_00809","JAFODMFN_01646","GKBHOEKL_04354","OKDIKGGJ_01959","NFJMMBPB_02775","FFENJCBB_00047","KPMHACJK_00774"
"yoaA","","putative ATP-dependent DNA helicase YoaA",581,581,1,1,4775,NA,NA,"",1604,1910,1909,"CDHBLMCD_01547","JAONFAKF_00693","BLBCGIAK_04126","OKEMFKGG_01157","LDHFOKNP_01254","OKIGJMAO_03243","NEFDCINK_00051","DNHFEONB_00692","GJPDLPPO_00805","JAFODMFN_01650","GKBHOEKL_04350","OKDIKGGJ_01955","NFJMMBPB_02779","FFENJCBB_00051","KPMHACJK_00770"
"fadD","","Long-chain-fatty-acid--CoA ligase",581,581,1,1,4778,NA,NA,"",1457,1751,1750,"CDHBLMCD_01550","JAONFAKF_00690","BLBCGIAK_04129","OKEMFKGG_01154","LDHFOKNP_01251","OKIGJMAO_03246","NEFDCINK_00054","DNHFEONB_00689","GJPDLPPO_00802","JAFODMFN_01653","GKBHOEKL_04347","OKDIKGGJ_01952","NFJMMBPB_02782","FFENJCBB_00054","KPMHACJK_00767"
"rnd","","Ribonuclease D",581,581,1,1,4779,NA,NA,"",746,1115,1114,"CDHBLMCD_01551","JAONFAKF_00689","BLBCGIAK_04130","OKEMFKGG_01153","LDHFOKNP_01250","OKIGJMAO_03247","NEFDCINK_00055","DNHFEONB_00688","GJPDLPPO_00801","JAFODMFN_01654","GKBHOEKL_04346","OKDIKGGJ_01951","NFJMMBPB_02783","FFENJCBB_00055","KPMHACJK_00766"
"appC","","Cytochrome bd-II ubiquinol oxidase subunit 1",581,581,1,1,4804,NA,NA,"",896,1544,1542,"CDHBLMCD_01576","JAONFAKF_00664","BLBCGIAK_04155","OKEMFKGG_01128","LDHFOKNP_01225","OKIGJMAO_03272","NEFDCINK_00080","DNHFEONB_00663","GJPDLPPO_00776","JAFODMFN_01679","GKBHOEKL_01510","OKDIKGGJ_01926","NFJMMBPB_02808","FFENJCBB_00080","KPMHACJK_00741"
"group_1158","","hypothetical protein",581,581,1,1,4805,NA,NA,"",356,848,846,"CDHBLMCD_01577","JAONFAKF_00663","BLBCGIAK_04156","OKEMFKGG_01127","LDHFOKNP_01224","OKIGJMAO_03273","NEFDCINK_00081","DNHFEONB_00662","GJPDLPPO_00775","JAFODMFN_01680","GKBHOEKL_01509","OKDIKGGJ_01925","NFJMMBPB_02809","FFENJCBB_00081","KPMHACJK_00740"
"hyaE","","Hydrogenase-1 operon protein HyaE",581,581,1,1,4806,NA,NA,"",404,455,404,"CDHBLMCD_01578","JAONFAKF_00662","BLBCGIAK_04157","OKEMFKGG_01126","LDHFOKNP_01223","OKIGJMAO_03274","NEFDCINK_00082","DNHFEONB_00661","GJPDLPPO_00774","JAFODMFN_01681","GKBHOEKL_01508","OKDIKGGJ_01924","NFJMMBPB_02810","FFENJCBB_00082","KPMHACJK_00739"
"prfA","","Peptide chain release factor RF1",581,581,1,1,4823,NA,NA,"",632,1082,1081,"CDHBLMCD_01593","JAONFAKF_00647","BLBCGIAK_04172","OKEMFKGG_01111","LDHFOKNP_01208","OKIGJMAO_00009","NEFDCINK_00097","DNHFEONB_00646","GJPDLPPO_00759","JAFODMFN_01696","GKBHOEKL_01493","OKDIKGGJ_01908","NFJMMBPB_02825","FFENJCBB_00097","KPMHACJK_00723"
"narX","","Nitrate/nitrite sensor protein NarX",581,581,1,1,4833,NA,NA,"",1739,1796,1795,"CDHBLMCD_01603","JAONFAKF_00637","BLBCGIAK_04182","OKEMFKGG_01101","LDHFOKNP_01198","OKIGJMAO_00019","NEFDCINK_00107","DNHFEONB_00636","GJPDLPPO_00749","JAFODMFN_01706","GKBHOEKL_01483","OKDIKGGJ_01898","NFJMMBPB_02835","FFENJCBB_00107","KPMHACJK_00713"
"narG","","Respiratory nitrate reductase 1 alpha chain",581,581,1,1,4835,NA,NA,"",1712,3743,3739,"CDHBLMCD_01605","JAONFAKF_00635","BLBCGIAK_04184","OKEMFKGG_01099","LDHFOKNP_01196","OKIGJMAO_00021","NEFDCINK_00109","DNHFEONB_00634","GJPDLPPO_00747","JAFODMFN_01708","GKBHOEKL_01481","OKDIKGGJ_01896","NFJMMBPB_02837","FFENJCBB_00109","KPMHACJK_00711"
"yciI","","Protein YciI",581,581,1,1,4860,NA,NA,"",221,296,295,"CDHBLMCD_01630","JAONFAKF_00610","BLBCGIAK_02528","OKEMFKGG_01074","LDHFOKNP_01171","OKIGJMAO_00046","NEFDCINK_00134","DNHFEONB_00609","GJPDLPPO_00722","JAFODMFN_01733","GKBHOEKL_01456","OKDIKGGJ_01871","NFJMMBPB_01363","FFENJCBB_00134","KPMHACJK_00686"
"group_1165","","hypothetical protein",581,581,1,1,4864,NA,NA,"",641,743,742,"CDHBLMCD_01634","JAONFAKF_00606","BLBCGIAK_02524","OKEMFKGG_01070","LDHFOKNP_01167","OKIGJMAO_00050","NEFDCINK_00138","DNHFEONB_00605","GJPDLPPO_00718","JAFODMFN_01737","GKBHOEKL_01452","OKDIKGGJ_01867","NFJMMBPB_01367","FFENJCBB_00138","KPMHACJK_00682"
