"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14766396","SRR7012122","SRR1334561","SRR3097533","SRR14766352","SRR10037225","SRR14766451","SRR27779118","SRR5905294","SRR14766454","SRR15146532","SRR3097456","SRR25926988","SRR14766371","SRR14766345"
"dsbD_1","","Thiol:disulfide interchange protein DsbD",581,581,1,1,4535,NA,NA,"",440,1886,1882,"OHGNPAHP_00310","NJJGCHOI_03901","COOHCIDP_00177","CBCEDDLP_00061","CGFMIMJG_04090","KILFPKNN_03527","JKFJINKE_04053","KJDDDPDM_03298","GEKKHEAN_03840","DHLDAANJ_01677","FDAPHJIA_03251","PIILDIKB_04067","BMNCOJIK_02219","CBPOCOCF_04093","KAIGAMGC_02217"
"artM_2","","Arginine transport ATP-binding protein ArtM",581,581,1,1,4645,NA,NA,"",503,752,751,"OHGNPAHP_00411","NJJGCHOI_03770","COOHCIDP_00076","CBCEDDLP_00161","CGFMIMJG_02889","KILFPKNN_03627","JKFJINKE_02900","KJDDDPDM_03198","GEKKHEAN_03974","DHLDAANJ_02691","FDAPHJIA_03151","PIILDIKB_01117","BMNCOJIK_02119","CBPOCOCF_03768","KAIGAMGC_02749"
"papC_3","","Outer membrane usher protein PapC",581,581,1,1,2395,NA,NA,"",590,2657,2653,"OHGNPAHP_04142","NJJGCHOI_04255","COOHCIDP_03381","CBCEDDLP_02772","CGFMIMJG_03869","KILFPKNN_03266","JKFJINKE_01996","KJDDDPDM_02872","GEKKHEAN_04257","DHLDAANJ_02142","FDAPHJIA_03447","PIILDIKB_03113","BMNCOJIK_04000","CBPOCOCF_03898","KAIGAMGC_03967"
"group_1039","","hypothetical protein",581,581,1,1,2178,NA,NA,"",263,998,995,"OHGNPAHP_03837","NJJGCHOI_03411","COOHCIDP_03956","CBCEDDLP_03410","CGFMIMJG_03282","KILFPKNN_03734","JKFJINKE_03051","KJDDDPDM_03654","GEKKHEAN_04067","DHLDAANJ_04510","FDAPHJIA_04010","PIILDIKB_03828","BMNCOJIK_03477","CBPOCOCF_03681","KAIGAMGC_03170"
"assT_4","","Arylsulfate sulfotransferase AssT",581,581,1,1,2183,NA,NA,"",893,1790,1783,"OHGNPAHP_03842","NJJGCHOI_03406","COOHCIDP_03961","CBCEDDLP_03415","CGFMIMJG_03287","KILFPKNN_03739","JKFJINKE_02962","KJDDDPDM_03659","GEKKHEAN_04062","DHLDAANJ_02779","FDAPHJIA_04005","PIILDIKB_03823","BMNCOJIK_03482","CBPOCOCF_03676","KAIGAMGC_03165"
"group_1043","","hypothetical protein",581,581,1,1,2258,NA,NA,"",824,1100,1098,"OHGNPAHP_03900","NJJGCHOI_03348","COOHCIDP_04019","CBCEDDLP_03473","CGFMIMJG_03988","KILFPKNN_03797","JKFJINKE_04430","KJDDDPDM_03717","GEKKHEAN_04323","DHLDAANJ_02208","FDAPHJIA_03946","PIILDIKB_03765","BMNCOJIK_03540","CBPOCOCF_03618","KAIGAMGC_03107"
"glnG","","DNA-binding transcriptional regulator NtrC",581,581,1,1,2219,NA,NA,"",434,1409,1407,"OHGNPAHP_03936","NJJGCHOI_03312","COOHCIDP_04055","CBCEDDLP_03509","CGFMIMJG_04024","KILFPKNN_03833","JKFJINKE_02846","KJDDDPDM_03753","GEKKHEAN_04359","DHLDAANJ_02244","FDAPHJIA_03910","PIILDIKB_03729","BMNCOJIK_04120","CBPOCOCF_03582","KAIGAMGC_04136"
"hsrA","","putative transport protein HsrA",581,581,1,1,1363,NA,NA,"",872,1427,1426,"OHGNPAHP_04442","NJJGCHOI_04136","COOHCIDP_04287","CBCEDDLP_00646","CGFMIMJG_03517","KILFPKNN_04131","JKFJINKE_01330","KJDDDPDM_03988","GEKKHEAN_04163","DHLDAANJ_01519","FDAPHJIA_04130","PIILDIKB_00601","BMNCOJIK_03805","CBPOCOCF_04225","KAIGAMGC_03695"
"dgoD_2","","D-galactonate dehydratase",581,581,1,1,1420,NA,NA,"",692,1148,1146,"OHGNPAHP_04386","NJJGCHOI_04192","COOHCIDP_04343","CBCEDDLP_00702","CGFMIMJG_03573","KILFPKNN_04075","JKFJINKE_01386","KJDDDPDM_04044","GEKKHEAN_04107","DHLDAANJ_01575","FDAPHJIA_04186","PIILDIKB_00657","BMNCOJIK_03861","CBPOCOCF_04281","KAIGAMGC_03751"
"araA","","L-arabinose isomerase",581,581,1,1,2499,NA,NA,"",1259,1502,1501,"OHGNPAHP_04237","NJJGCHOI_03259","COOHCIDP_03480","CBCEDDLP_02673","CGFMIMJG_02087","KILFPKNN_03164","JKFJINKE_01892","KJDDDPDM_02772","GEKKHEAN_03538","DHLDAANJ_01267","FDAPHJIA_03346","PIILDIKB_03013","BMNCOJIK_02494","CBPOCOCF_03998","KAIGAMGC_03066"
"acrF","","Multidrug export protein AcrF",581,581,1,1,1981,NA,NA,"",1700,3113,3110,"OHGNPAHP_04590","NJJGCHOI_04502","COOHCIDP_04482","CBCEDDLP_04467","CGFMIMJG_04276","KILFPKNN_04325","JKFJINKE_04527","KJDDDPDM_04403","GEKKHEAN_04517","DHLDAANJ_02910","FDAPHJIA_04478","PIILDIKB_04286","BMNCOJIK_04268","CBPOCOCF_04293","KAIGAMGC_04256"
"acrR_2","","HTH-type transcriptional regulator AcrR",581,581,1,1,1978,NA,NA,"",335,662,661,"OHGNPAHP_04587","NJJGCHOI_04499","COOHCIDP_04479","CBCEDDLP_04464","CGFMIMJG_04273","KILFPKNN_04322","JKFJINKE_03427","KJDDDPDM_04406","GEKKHEAN_04514","DHLDAANJ_02907","FDAPHJIA_04481","PIILDIKB_04289","BMNCOJIK_04271","CBPOCOCF_04296","KAIGAMGC_04253"
"group_1083","","hypothetical protein",581,581,1,1,1957,NA,NA,"",3284,3800,3799,"OHGNPAHP_04566","NJJGCHOI_04478","COOHCIDP_04458","CBCEDDLP_04443","CGFMIMJG_04252","KILFPKNN_04301","JKFJINKE_03406","KJDDDPDM_04427","GEKKHEAN_04493","DHLDAANJ_02886","FDAPHJIA_04502","PIILDIKB_04310","BMNCOJIK_04292","CBPOCOCF_04317","KAIGAMGC_04232"
"group_1085","","hypothetical protein",581,581,1,1,3656,NA,NA,"",425,2135,2129,"OHGNPAHP_00518","NJJGCHOI_04433","COOHCIDP_04511","CBCEDDLP_04493","CGFMIMJG_04356","KILFPKNN_04397","JKFJINKE_03160","KJDDDPDM_04511","GEKKHEAN_04545","DHLDAANJ_03017","FDAPHJIA_04444","PIILDIKB_04388","BMNCOJIK_04181","CBPOCOCF_04358","KAIGAMGC_04043"
"zraS","","Sensor protein ZraS",581,581,1,1,1524,NA,NA,"",779,1463,1460,"OHGNPAHP_04627","NJJGCHOI_04539","COOHCIDP_04541","CBCEDDLP_04566","CGFMIMJG_04659","KILFPKNN_04513","JKFJINKE_04265","KJDDDPDM_04585","GEKKHEAN_04606","DHLDAANJ_04187","FDAPHJIA_04599","PIILDIKB_01067","BMNCOJIK_04598","CBPOCOCF_04506","KAIGAMGC_04526"
"deaD","","ATP-dependent RNA helicase DeaD",581,581,1,1,2619,NA,NA,"",1745,1913,1888,"OHGNPAHP_01025","NJJGCHOI_02036","COOHCIDP_02982","CBCEDDLP_03087","CGFMIMJG_00819","KILFPKNN_00074","JKFJINKE_00697","KJDDDPDM_00815","GEKKHEAN_02905","DHLDAANJ_00462","FDAPHJIA_00074","PIILDIKB_00528","BMNCOJIK_01055","CBPOCOCF_00074","KAIGAMGC_01138"
"metH","","Methionine synthase",581,581,1,1,2012,NA,NA,"",3206,3689,3682,"OHGNPAHP_02058","NJJGCHOI_00437","COOHCIDP_00923","CBCEDDLP_02157","CGFMIMJG_04584","KILFPKNN_01336","JKFJINKE_04311","KJDDDPDM_01782","GEKKHEAN_00008","DHLDAANJ_04239","FDAPHJIA_00613","PIILDIKB_04123","BMNCOJIK_00342","CBPOCOCF_01103","KAIGAMGC_03686"
"ftsP","","Cell division protein FtsP",581,581,1,1,2726,NA,NA,"",563,1418,1410,"OHGNPAHP_01128","NJJGCHOI_02139","COOHCIDP_02879","CBCEDDLP_03190","CGFMIMJG_00716","KILFPKNN_00177","JKFJINKE_01975","KJDDDPDM_00918","GEKKHEAN_02802","DHLDAANJ_03929","FDAPHJIA_00177","PIILDIKB_00425","BMNCOJIK_01158","CBPOCOCF_00177","KAIGAMGC_01035"
"nudL","","putative Nudix hydrolase NudL",581,581,1,1,4771,NA,NA,"",203,578,577,"OHGNPAHP_00592","NJJGCHOI_00906","COOHCIDP_01289","CBCEDDLP_00285","CGFMIMJG_02701","KILFPKNN_00715","JKFJINKE_01642","KJDDDPDM_00696","GEKKHEAN_01666","DHLDAANJ_02623","FDAPHJIA_02597","PIILDIKB_01244","BMNCOJIK_03038","CBPOCOCF_01846","KAIGAMGC_00963"
"yoaA","","putative ATP-dependent DNA helicase YoaA",581,581,1,1,4775,NA,NA,"",1604,1910,1909,"OHGNPAHP_00596","NJJGCHOI_00910","COOHCIDP_01285","CBCEDDLP_00289","CGFMIMJG_02697","KILFPKNN_00719","JKFJINKE_01638","KJDDDPDM_00692","GEKKHEAN_01662","DHLDAANJ_02619","FDAPHJIA_02601","PIILDIKB_01248","BMNCOJIK_03042","CBPOCOCF_01850","KAIGAMGC_00959"
"fadD","","Long-chain-fatty-acid--CoA ligase",581,581,1,1,4778,NA,NA,"",1457,1751,1750,"OHGNPAHP_00599","NJJGCHOI_00913","COOHCIDP_01282","CBCEDDLP_00292","CGFMIMJG_02694","KILFPKNN_00722","JKFJINKE_01635","KJDDDPDM_00689","GEKKHEAN_01659","DHLDAANJ_02616","FDAPHJIA_02604","PIILDIKB_01251","BMNCOJIK_03045","CBPOCOCF_01853","KAIGAMGC_00956"
"rnd","","Ribonuclease D",581,581,1,1,4779,NA,NA,"",746,1115,1114,"OHGNPAHP_00600","NJJGCHOI_00914","COOHCIDP_01281","CBCEDDLP_00293","CGFMIMJG_02693","KILFPKNN_00723","JKFJINKE_01634","KJDDDPDM_00688","GEKKHEAN_01658","DHLDAANJ_02615","FDAPHJIA_02605","PIILDIKB_01252","BMNCOJIK_03046","CBPOCOCF_01854","KAIGAMGC_00955"
"appC","","Cytochrome bd-II ubiquinol oxidase subunit 1",581,581,1,1,4804,NA,NA,"",896,1544,1542,"OHGNPAHP_00625","NJJGCHOI_00939","COOHCIDP_01256","CBCEDDLP_00318","CGFMIMJG_02668","KILFPKNN_00748","JKFJINKE_01609","KJDDDPDM_00663","GEKKHEAN_01633","DHLDAANJ_02590","FDAPHJIA_02630","PIILDIKB_01277","BMNCOJIK_03071","CBPOCOCF_01879","KAIGAMGC_00930"
"group_1158","","hypothetical protein",581,581,1,1,4805,NA,NA,"",356,848,846,"OHGNPAHP_00626","NJJGCHOI_00940","COOHCIDP_01255","CBCEDDLP_00319","CGFMIMJG_02667","KILFPKNN_00749","JKFJINKE_01608","KJDDDPDM_00662","GEKKHEAN_01632","DHLDAANJ_02589","FDAPHJIA_02631","PIILDIKB_01278","BMNCOJIK_03072","CBPOCOCF_01880","KAIGAMGC_00929"
"hyaE","","Hydrogenase-1 operon protein HyaE",581,581,1,1,4806,NA,NA,"",404,455,404,"OHGNPAHP_00627","NJJGCHOI_00941","COOHCIDP_01254","CBCEDDLP_00320","CGFMIMJG_02666","KILFPKNN_00750","JKFJINKE_01607","KJDDDPDM_00661","GEKKHEAN_01631","DHLDAANJ_02588","FDAPHJIA_02632","PIILDIKB_01279","BMNCOJIK_03073","CBPOCOCF_01881","KAIGAMGC_00928"
"prfA","","Peptide chain release factor RF1",581,581,1,1,4823,NA,NA,"",632,1082,1081,"OHGNPAHP_00642","NJJGCHOI_00956","COOHCIDP_01239","CBCEDDLP_00335","CGFMIMJG_02650","KILFPKNN_00765","JKFJINKE_02176","KJDDDPDM_00646","GEKKHEAN_01616","DHLDAANJ_03793","FDAPHJIA_02647","PIILDIKB_01294","BMNCOJIK_03088","CBPOCOCF_01896","KAIGAMGC_00912"
