"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR8280236","SRR11101167","SRR5000216","SRR1334561","SRR26985545","SRR5883582","SRR18233395","SRR5905021","SRR20110353","SRR14766414","SRR5905291","SRR27714918","SRR1511548","SRR14766346","SRR9694236"
"dsbD_1","","Thiol:disulfide interchange protein DsbD",581,581,1,1,4535,NA,NA,"",440,1886,1882,"ONBKJHEC_01056","ELELPFCC_01855","NHLFGIEK_00176","COOHCIDP_00177","CHKCBGPO_00919","HGPPELBO_03462","PPEDBENP_03099","BGBIMDMN_00979","KJNKAIHK_03069","CBFLKJKM_03062","FGPKPDMB_01701","JDGPEFCB_00977","FGIIEOCD_01400","LIGJNIOG_00581","HGCOKEBH_00843"
"artM_2","","Arginine transport ATP-binding protein ArtM",581,581,1,1,4645,NA,NA,"",503,752,751,"ONBKJHEC_03413","ELELPFCC_03826","NHLFGIEK_00076","COOHCIDP_00076","CHKCBGPO_00819","HGPPELBO_03362","PPEDBENP_03704","BGBIMDMN_01079","KJNKAIHK_01626","CBFLKJKM_04095","FGPKPDMB_01601","JDGPEFCB_01077","FGIIEOCD_03284","LIGJNIOG_00482","HGCOKEBH_00743"
"papC_3","","Outer membrane usher protein PapC",581,581,1,1,2395,NA,NA,"",590,2657,2653,"ONBKJHEC_04163","ELELPFCC_02638","NHLFGIEK_04231","COOHCIDP_03381","CHKCBGPO_03953","HGPPELBO_04494","PPEDBENP_02069","BGBIMDMN_04046","KJNKAIHK_03550","CBFLKJKM_03477","FGPKPDMB_04462","JDGPEFCB_03751","FGIIEOCD_02714","LIGJNIOG_02736","HGCOKEBH_03266"
"group_1039","","hypothetical protein",581,581,1,1,2178,NA,NA,"",263,998,995,"ONBKJHEC_02809","ELELPFCC_03406","NHLFGIEK_03498","COOHCIDP_03956","CHKCBGPO_04119","HGPPELBO_04218","PPEDBENP_03246","BGBIMDMN_03960","KJNKAIHK_02808","CBFLKJKM_03729","FGPKPDMB_03921","JDGPEFCB_04119","FGIIEOCD_03000","LIGJNIOG_02902","HGCOKEBH_03941"
"assT_4","","Arylsulfate sulfotransferase AssT",581,581,1,1,2183,NA,NA,"",893,1790,1783,"ONBKJHEC_02814","ELELPFCC_03411","NHLFGIEK_03503","COOHCIDP_03961","CHKCBGPO_04114","HGPPELBO_04213","PPEDBENP_03251","BGBIMDMN_03955","KJNKAIHK_02803","CBFLKJKM_03724","FGPKPDMB_03916","JDGPEFCB_04124","FGIIEOCD_03005","LIGJNIOG_02897","HGCOKEBH_03946"
"group_1043","","hypothetical protein",581,581,1,1,2258,NA,NA,"",824,1100,1098,"ONBKJHEC_02872","ELELPFCC_03469","NHLFGIEK_03561","COOHCIDP_04019","CHKCBGPO_04056","HGPPELBO_04155","PPEDBENP_03309","BGBIMDMN_03897","KJNKAIHK_03501","CBFLKJKM_03666","FGPKPDMB_03858","JDGPEFCB_04182","FGIIEOCD_03064","LIGJNIOG_02839","HGCOKEBH_04004"
"glnG","","DNA-binding transcriptional regulator NtrC",581,581,1,1,2219,NA,NA,"",434,1409,1407,"ONBKJHEC_02908","ELELPFCC_03505","NHLFGIEK_03597","COOHCIDP_04055","CHKCBGPO_04020","HGPPELBO_04119","PPEDBENP_03345","BGBIMDMN_03861","KJNKAIHK_03537","CBFLKJKM_03630","FGPKPDMB_03822","JDGPEFCB_04218","FGIIEOCD_03100","LIGJNIOG_02803","HGCOKEBH_04040"
"hsrA","","putative transport protein HsrA",581,581,1,1,1363,NA,NA,"",872,1427,1426,"ONBKJHEC_03989","ELELPFCC_04066","NHLFGIEK_04102","COOHCIDP_04287","CHKCBGPO_04302","HGPPELBO_04338","PPEDBENP_04019","BGBIMDMN_04341","KJNKAIHK_03239","CBFLKJKM_04201","FGPKPDMB_04244","JDGPEFCB_04319","FGIIEOCD_03837","LIGJNIOG_03941","HGCOKEBH_04314"
"dgoD_2","","D-galactonate dehydratase",581,581,1,1,1420,NA,NA,"",692,1148,1146,"ONBKJHEC_04045","ELELPFCC_04122","NHLFGIEK_04046","COOHCIDP_04343","CHKCBGPO_04246","HGPPELBO_04394","PPEDBENP_03963","BGBIMDMN_04285","KJNKAIHK_03183","CBFLKJKM_04145","FGPKPDMB_04188","JDGPEFCB_04375","FGIIEOCD_03893","LIGJNIOG_03997","HGCOKEBH_04258"
"araA","","L-arabinose isomerase",581,581,1,1,2499,NA,NA,"",1259,1502,1501,"ONBKJHEC_04068","ELELPFCC_02738","NHLFGIEK_03425","COOHCIDP_03480","CHKCBGPO_04310","HGPPELBO_04008","PPEDBENP_02169","BGBIMDMN_04149","KJNKAIHK_02256","CBFLKJKM_03577","FGPKPDMB_03769","JDGPEFCB_03851","FGIIEOCD_02814","LIGJNIOG_04234","HGCOKEBH_03166"
"acrF","","Multidrug export protein AcrF",581,581,1,1,1981,NA,NA,"",1700,3113,3110,"ONBKJHEC_04459","ELELPFCC_04472","NHLFGIEK_04400","COOHCIDP_04482","CHKCBGPO_04504","HGPPELBO_04588","PPEDBENP_04256","BGBIMDMN_04521","KJNKAIHK_04033","CBFLKJKM_04525","FGPKPDMB_04551","JDGPEFCB_04479","FGIIEOCD_04447","LIGJNIOG_04524","HGCOKEBH_04390"
