"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14766435","SRR14766370","SRR3000887","SRR6310053","SRR9016921","SRR1334790","SRR15712217","SRR13643361","SRR5905029","SRR1334226","SRR14766355","SRR14766445","SRR14766328","SRR5883594","SRR1511549"
"dsbD_1","","Thiol:disulfide interchange protein DsbD",581,581,1,1,4535,NA,NA,"",440,1886,1882,"IJNFKBKA_01630","LCDBHDBB_00985","HEJLPIII_01620","DNOEEKHJ_04610","BKNHEOBD_00844","EEHBNCGH_01513","BMHAMMBM_00918","FFENJCBB_01721","PLHCNFHB_01765","KJGDEGAI_01594","KIGINCLF_03093","DBNGPPEG_03576","EFNBFDBI_04057","AMMIPIGE_01095","BBEIONIB_02425"
"artM_2","","Arginine transport ATP-binding protein ArtM",581,581,1,1,4645,NA,NA,"",503,752,751,"IJNFKBKA_03060","LCDBHDBB_01085","HEJLPIII_04033","DNOEEKHJ_03700","BKNHEOBD_00743","EEHBNCGH_01613","BMHAMMBM_00818","FFENJCBB_01822","PLHCNFHB_01866","KJGDEGAI_01493","KIGINCLF_03738","DBNGPPEG_02975","EFNBFDBI_03059","AMMIPIGE_01196","BBEIONIB_03864"
"papC_3","","Outer membrane usher protein PapC",581,581,1,1,2395,NA,NA,"",590,2657,2653,"IJNFKBKA_03862","LCDBHDBB_03029","HEJLPIII_03392","DNOEEKHJ_03610","BKNHEOBD_04281","EEHBNCGH_04050","BMHAMMBM_03747","FFENJCBB_03763","PLHCNFHB_03697","KJGDEGAI_03986","KIGINCLF_03551","DBNGPPEG_02464","EFNBFDBI_03880","AMMIPIGE_04522","BBEIONIB_03135"
"group_1039","","hypothetical protein",581,581,1,1,2178,NA,NA,"",263,998,995,"IJNFKBKA_01789","LCDBHDBB_03450","HEJLPIII_03868","DNOEEKHJ_03378","BKNHEOBD_03831","EEHBNCGH_03971","BMHAMMBM_04118","FFENJCBB_04119","PLHCNFHB_03783","KJGDEGAI_03907","KIGINCLF_01894","DBNGPPEG_01301","EFNBFDBI_03164","AMMIPIGE_03606","BBEIONIB_03635"
"assT_4","","Arylsulfate sulfotransferase AssT",581,581,1,1,2183,NA,NA,"",893,1790,1783,"IJNFKBKA_01784","LCDBHDBB_03445","HEJLPIII_03873","DNOEEKHJ_03373","BKNHEOBD_03836","EEHBNCGH_03966","BMHAMMBM_04123","FFENJCBB_04114","PLHCNFHB_03788","KJGDEGAI_03902","KIGINCLF_01899","DBNGPPEG_01296","EFNBFDBI_03159","AMMIPIGE_03601","BBEIONIB_03630"
"group_1043","","hypothetical protein",581,581,1,1,2258,NA,NA,"",824,1100,1098,"IJNFKBKA_01726","LCDBHDBB_03387","HEJLPIII_03931","DNOEEKHJ_03315","BKNHEOBD_03894","EEHBNCGH_03908","BMHAMMBM_04181","FFENJCBB_04056","PLHCNFHB_03846","KJGDEGAI_03844","KIGINCLF_01957","DBNGPPEG_04447","EFNBFDBI_03101","AMMIPIGE_03543","BBEIONIB_03572"
"glnG","","DNA-binding transcriptional regulator NtrC",581,581,1,1,2219,NA,NA,"",434,1409,1407,"IJNFKBKA_01690","LCDBHDBB_03351","HEJLPIII_03967","DNOEEKHJ_03279","BKNHEOBD_03930","EEHBNCGH_03872","BMHAMMBM_04217","FFENJCBB_04020","PLHCNFHB_03882","KJGDEGAI_03808","KIGINCLF_01993","DBNGPPEG_04041","EFNBFDBI_04020","AMMIPIGE_03507","BBEIONIB_03536"
"hsrA","","putative transport protein HsrA",581,581,1,1,1363,NA,NA,"",872,1427,1426,"IJNFKBKA_03597","LCDBHDBB_04550","HEJLPIII_04260","DNOEEKHJ_04138","BKNHEOBD_04089","EEHBNCGH_04349","BMHAMMBM_04318","FFENJCBB_04302","PLHCNFHB_04312","KJGDEGAI_04285","KIGINCLF_03292","DBNGPPEG_01756","EFNBFDBI_03697","AMMIPIGE_04242","BBEIONIB_04093"
"dgoD_2","","D-galactonate dehydratase",581,581,1,1,1420,NA,NA,"",692,1148,1146,"IJNFKBKA_03541","LCDBHDBB_04241","HEJLPIII_04204","DNOEEKHJ_04194","BKNHEOBD_04145","EEHBNCGH_04293","BMHAMMBM_04374","FFENJCBB_04246","PLHCNFHB_04256","KJGDEGAI_04229","KIGINCLF_03348","DBNGPPEG_01812","EFNBFDBI_03641","AMMIPIGE_04298","BBEIONIB_04037"
"araA","","L-arabinose isomerase",581,581,1,1,2499,NA,NA,"",1259,1502,1501,"IJNFKBKA_02008","LCDBHDBB_03129","HEJLPIII_03292","DNOEEKHJ_03827","BKNHEOBD_03701","EEHBNCGH_04145","BMHAMMBM_03849","FFENJCBB_03663","PLHCNFHB_04517","KJGDEGAI_04093","KIGINCLF_01764","DBNGPPEG_02325","EFNBFDBI_03713","AMMIPIGE_03396","BBEIONIB_03035"
"acrF","","Multidrug export protein AcrF",581,581,1,1,1981,NA,NA,"",1700,3113,3110,"IJNFKBKA_04275","LCDBHDBB_04359","HEJLPIII_04359","DNOEEKHJ_04297","BKNHEOBD_04443","EEHBNCGH_04479","BMHAMMBM_04477","FFENJCBB_04466","PLHCNFHB_04613","KJGDEGAI_04573","KIGINCLF_04077","DBNGPPEG_03020","EFNBFDBI_04125","AMMIPIGE_04577","BBEIONIB_04443"
"acrR_2","","HTH-type transcriptional regulator AcrR",581,581,1,1,1978,NA,NA,"",335,662,661,"IJNFKBKA_04272","LCDBHDBB_04362","HEJLPIII_04356","DNOEEKHJ_04294","BKNHEOBD_04440","EEHBNCGH_04476","BMHAMMBM_04474","FFENJCBB_04469","PLHCNFHB_04610","KJGDEGAI_04570","KIGINCLF_04080","DBNGPPEG_03023","EFNBFDBI_04128","AMMIPIGE_04580","BBEIONIB_04440"
"group_1083","","hypothetical protein",581,581,1,1,1957,NA,NA,"",3284,3800,3799,"IJNFKBKA_04251","LCDBHDBB_04383","HEJLPIII_04335","DNOEEKHJ_04273","BKNHEOBD_04419","EEHBNCGH_04455","BMHAMMBM_04453","FFENJCBB_04490","PLHCNFHB_04589","KJGDEGAI_04549","KIGINCLF_04101","DBNGPPEG_03044","EFNBFDBI_04149","AMMIPIGE_04601","BBEIONIB_04419"
"group_1085","","hypothetical protein",581,581,1,1,3656,NA,NA,"",425,2135,2129,"IJNFKBKA_04160","LCDBHDBB_04425","HEJLPIII_04386","DNOEEKHJ_04327","BKNHEOBD_04472","EEHBNCGH_04508","BMHAMMBM_04588","FFENJCBB_04532","PLHCNFHB_04642","KJGDEGAI_04508","KIGINCLF_04044","DBNGPPEG_03084","EFNBFDBI_04189","AMMIPIGE_04643","BBEIONIB_04378"
"zraS","","Sensor protein ZraS",581,581,1,1,1524,NA,NA,"",779,1463,1460,"IJNFKBKA_04566","LCDBHDBB_04454","HEJLPIII_04462","DNOEEKHJ_04452","BKNHEOBD_04502","EEHBNCGH_04538","BMHAMMBM_04506","FFENJCBB_04583","PLHCNFHB_04672","KJGDEGAI_04602","KIGINCLF_04311","DBNGPPEG_04334","EFNBFDBI_04520","AMMIPIGE_04702","BBEIONIB_04480"
"deaD","","ATP-dependent RNA helicase DeaD",581,581,1,1,2619,NA,NA,"",1745,1913,1888,"IJNFKBKA_02703","LCDBHDBB_03827","HEJLPIII_03715","DNOEEKHJ_00073","BKNHEOBD_00595","EEHBNCGH_00074","BMHAMMBM_03319","FFENJCBB_01338","PLHCNFHB_00596","KJGDEGAI_01343","KIGINCLF_00358","DBNGPPEG_00956","EFNBFDBI_02671","AMMIPIGE_03844","BBEIONIB_00073"
"metH","","Methionine synthase",581,581,1,1,2012,NA,NA,"",3206,3689,3682,"IJNFKBKA_03976","LCDBHDBB_01927","HEJLPIII_00008","DNOEEKHJ_04210","BKNHEOBD_04232","EEHBNCGH_01696","BMHAMMBM_01662","FFENJCBB_02333","PLHCNFHB_01104","KJGDEGAI_01912","KIGINCLF_04466","DBNGPPEG_04061","EFNBFDBI_03761","AMMIPIGE_00008","BBEIONIB_02480"
"ftsP","","Cell division protein FtsP",581,581,1,1,2726,NA,NA,"",563,1418,1410,"IJNFKBKA_03418","LCDBHDBB_03701","HEJLPIII_03818","DNOEEKHJ_00177","BKNHEOBD_00492","EEHBNCGH_00177","BMHAMMBM_03215","FFENJCBB_01235","PLHCNFHB_00493","KJGDEGAI_01240","KIGINCLF_00461","DBNGPPEG_02359","EFNBFDBI_01276","AMMIPIGE_04046","BBEIONIB_00176"
