"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR3037518","SRR17468281","SRR2911768","SRR10037224","SRR28529661","SRR14766354","SRR15146537","SRR14766372","SRR27708427","SRR1686502","SRR14766456","SRR1511527","SRR27714938","SRR5928156","SRR5000216"
"dsbD_1","","Thiol:disulfide interchange protein DsbD",581,581,1,1,4535,NA,NA,"",440,1886,1882,"OIEPJHKP_01477","CGJKMLAK_01057","HFBCCMPJ_04060","EDINNCHB_00310","AOPHHMCF_00914","DNIIKFDD_02872","ILJJBHGC_01588","OFPOAPDN_01591","LBMEENEJ_00520","EEFPNCOK_02396","KGIGOALM_02121","BENFFAFO_01953","EDEBNIFH_03400","DPCDAEEL_01777","NHLFGIEK_00176"
"artM_2","","Arginine transport ATP-binding protein ArtM",581,581,1,1,4645,NA,NA,"",503,752,751,"OIEPJHKP_04053","CGJKMLAK_01157","HFBCCMPJ_01758","EDINNCHB_00410","AOPHHMCF_01014","DNIIKFDD_03062","ILJJBHGC_01488","OFPOAPDN_01491","LBMEENEJ_00621","EEFPNCOK_03829","KGIGOALM_02221","BENFFAFO_03606","EDEBNIFH_03500","DPCDAEEL_03398","NHLFGIEK_00076"
"papC_3","","Outer membrane usher protein PapC",581,581,1,1,2395,NA,NA,"",590,2657,2653,"OIEPJHKP_03301","CGJKMLAK_03890","HFBCCMPJ_03420","EDINNCHB_03935","AOPHHMCF_03685","DNIIKFDD_03773","ILJJBHGC_03751","OFPOAPDN_03888","LBMEENEJ_03478","EEFPNCOK_02578","KGIGOALM_03814","BENFFAFO_02596","EDEBNIFH_03717","DPCDAEEL_02579","NHLFGIEK_04231"
"group_1039","","hypothetical protein",581,581,1,1,2178,NA,NA,"",263,998,995,"OIEPJHKP_03595","CGJKMLAK_04056","HFBCCMPJ_01492","EDINNCHB_04216","AOPHHMCF_04052","DNIIKFDD_03457","ILJJBHGC_04120","OFPOAPDN_04054","LBMEENEJ_03848","EEFPNCOK_03627","KGIGOALM_03490","BENFFAFO_03499","EDEBNIFH_03861","DPCDAEEL_03235","NHLFGIEK_03498"
"assT_4","","Arylsulfate sulfotransferase AssT",581,581,1,1,2183,NA,NA,"",893,1790,1783,"OIEPJHKP_03600","CGJKMLAK_04051","HFBCCMPJ_01497","EDINNCHB_04221","AOPHHMCF_04057","DNIIKFDD_03452","ILJJBHGC_04125","OFPOAPDN_04049","LBMEENEJ_02431","EEFPNCOK_03622","KGIGOALM_03485","BENFFAFO_03494","EDEBNIFH_03856","DPCDAEEL_03230","NHLFGIEK_03503"
"group_1043","","hypothetical protein",581,581,1,1,2258,NA,NA,"",824,1100,1098,"OIEPJHKP_03658","CGJKMLAK_03993","HFBCCMPJ_01555","EDINNCHB_04279","AOPHHMCF_04115","DNIIKFDD_03876","ILJJBHGC_04183","OFPOAPDN_03991","LBMEENEJ_02373","EEFPNCOK_03564","KGIGOALM_03864","BENFFAFO_03436","EDEBNIFH_03798","DPCDAEEL_03172","NHLFGIEK_03561"
"glnG","","DNA-binding transcriptional regulator NtrC",581,581,1,1,2219,NA,NA,"",434,1409,1407,"OIEPJHKP_03694","CGJKMLAK_03957","HFBCCMPJ_04335","EDINNCHB_04315","AOPHHMCF_04151","DNIIKFDD_03840","ILJJBHGC_04219","OFPOAPDN_03955","LBMEENEJ_02337","EEFPNCOK_04493","KGIGOALM_03828","BENFFAFO_03400","EDEBNIFH_04544","DPCDAEEL_03136","NHLFGIEK_03597"
"hsrA","","putative transport protein HsrA",581,581,1,1,1363,NA,NA,"",872,1427,1426,"OIEPJHKP_04258","CGJKMLAK_04176","HFBCCMPJ_02972","EDINNCHB_04479","AOPHHMCF_04315","DNIIKFDD_03636","ILJJBHGC_04383","OFPOAPDN_04383","LBMEENEJ_02957","EEFPNCOK_04056","KGIGOALM_03675","BENFFAFO_04130","EDEBNIFH_04173","DPCDAEEL_04104","NHLFGIEK_04102"
"dgoD_2","","D-galactonate dehydratase",581,581,1,1,1420,NA,NA,"",692,1148,1146,"OIEPJHKP_04202","CGJKMLAK_04232","HFBCCMPJ_02916","EDINNCHB_04423","AOPHHMCF_04259","DNIIKFDD_03692","ILJJBHGC_04327","OFPOAPDN_04327","LBMEENEJ_02901","EEFPNCOK_04000","KGIGOALM_03619","BENFFAFO_04186","EDEBNIFH_04117","DPCDAEEL_04160","NHLFGIEK_04046"
"araA","","L-arabinose isomerase",581,581,1,1,2499,NA,NA,"",1259,1502,1501,"OIEPJHKP_03201","CGJKMLAK_04282","HFBCCMPJ_00930","EDINNCHB_03835","AOPHHMCF_03784","DNIIKFDD_02431","ILJJBHGC_03851","OFPOAPDN_03788","LBMEENEJ_02473","EEFPNCOK_02677","KGIGOALM_03205","BENFFAFO_02496","EDEBNIFH_03617","DPCDAEEL_02679","NHLFGIEK_03425"
"acrF","","Multidrug export protein AcrF",581,581,1,1,1981,NA,NA,"",1700,3113,3110,"OIEPJHKP_04511","CGJKMLAK_04482","HFBCCMPJ_03887","EDINNCHB_04542","AOPHHMCF_04534","DNIIKFDD_04285","ILJJBHGC_04480","OFPOAPDN_04474","LBMEENEJ_03883","EEFPNCOK_04207","KGIGOALM_04141","BENFFAFO_04429","EDEBNIFH_04383","DPCDAEEL_04519","NHLFGIEK_04400"
"acrR_2","","HTH-type transcriptional regulator AcrR",581,581,1,1,1978,NA,NA,"",335,662,661,"OIEPJHKP_04508","CGJKMLAK_04479","HFBCCMPJ_03884","EDINNCHB_04545","AOPHHMCF_04531","DNIIKFDD_04288","ILJJBHGC_04477","OFPOAPDN_04471","LBMEENEJ_03886","EEFPNCOK_04210","KGIGOALM_04138","BENFFAFO_04426","EDEBNIFH_04380","DPCDAEEL_04516","NHLFGIEK_04397"
"group_1083","","hypothetical protein",581,581,1,1,1957,NA,NA,"",3284,3800,3799,"OIEPJHKP_04487","CGJKMLAK_04458","HFBCCMPJ_03863","EDINNCHB_04566","AOPHHMCF_04510","DNIIKFDD_04309","ILJJBHGC_04456","OFPOAPDN_04450","LBMEENEJ_03907","EEFPNCOK_04231","KGIGOALM_04117","BENFFAFO_04405","EDEBNIFH_04359","DPCDAEEL_04495","NHLFGIEK_04376"
"group_1085","","hypothetical protein",581,581,1,1,3656,NA,NA,"",425,2135,2129,"OIEPJHKP_04541","CGJKMLAK_04412","HFBCCMPJ_03822","EDINNCHB_00517","AOPHHMCF_04469","DNIIKFDD_04203","ILJJBHGC_04509","OFPOAPDN_04503","LBMEENEJ_04093","EEFPNCOK_04270","KGIGOALM_04169","BENFFAFO_04359","EDEBNIFH_04412","DPCDAEEL_03291","NHLFGIEK_04429"
"zraS","","Sensor protein ZraS",581,581,1,1,1524,NA,NA,"",779,1463,1460,"OIEPJHKP_04592","CGJKMLAK_04489","HFBCCMPJ_04351","EDINNCHB_04615","AOPHHMCF_04563","DNIIKFDD_04377","ILJJBHGC_04539","OFPOAPDN_04555","LBMEENEJ_04131","EEFPNCOK_04404","KGIGOALM_04552","BENFFAFO_04436","EDEBNIFH_04442","DPCDAEEL_04611","NHLFGIEK_04459"
"deaD","","ATP-dependent RNA helicase DeaD",581,581,1,1,2619,NA,NA,"",1745,1913,1888,"OIEPJHKP_00074","CGJKMLAK_02540","HFBCCMPJ_00781","EDINNCHB_01354","AOPHHMCF_00531","DNIIKFDD_01267","ILJJBHGC_00816","OFPOAPDN_01343","LBMEENEJ_00331","EEFPNCOK_00528","KGIGOALM_02522","BENFFAFO_00777","EDEBNIFH_00074","DPCDAEEL_03892","NHLFGIEK_01766"
"metH","","Methionine synthase",581,581,1,1,2012,NA,NA,"",3206,3689,3682,"OIEPJHKP_01104","CGJKMLAK_03397","HFBCCMPJ_03273","EDINNCHB_02384","AOPHHMCF_01097","DNIIKFDD_03627","ILJJBHGC_02335","OFPOAPDN_01908","LBMEENEJ_03341","EEFPNCOK_03403","KGIGOALM_02866","BENFFAFO_00008","EDEBNIFH_00610","DPCDAEEL_04340","NHLFGIEK_02101"
"ftsP","","Cell division protein FtsP",581,581,1,1,2726,NA,NA,"",563,1418,1410,"OIEPJHKP_00177","CGJKMLAK_02437","HFBCCMPJ_00884","EDINNCHB_01457","AOPHHMCF_00428","DNIIKFDD_01164","ILJJBHGC_00919","OFPOAPDN_01240","LBMEENEJ_00228","EEFPNCOK_00425","KGIGOALM_02893","BENFFAFO_00674","EDEBNIFH_00177","DPCDAEEL_00906","NHLFGIEK_01663"
"nudL","","putative Nudix hydrolase NudL",581,581,1,1,4771,NA,NA,"",203,578,577,"OIEPJHKP_01570","CGJKMLAK_00048","HFBCCMPJ_00444","EDINNCHB_00591","AOPHHMCF_01581","DNIIKFDD_00360","ILJJBHGC_00697","OFPOAPDN_00047","LBMEENEJ_02846","EEFPNCOK_00647","KGIGOALM_00589","BENFFAFO_04088","EDEBNIFH_01093","DPCDAEEL_01314","NHLFGIEK_03656"
