"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14766428","SRR14766327","SRR25097973","SRR14766347","SRR14766342","SRR28323406","SRR9694200","SRR28323381","SRR25556694","SRR28529661","SRR14766443","SRR10502094","SRR14766381","SRR14766348","SRR3000888"
"dsbD_1","","Thiol:disulfide interchange protein DsbD",581,581,1,1,4535,NA,NA,"",440,1886,1882,"KLIGGCDM_00978","EBNKAEGN_03043","NGHFEAKD_02790","OJAJHPGI_03110","AMKEOKNE_02994","EKBJKGFA_01654","GDOIKAKM_00978","AAOAKINP_01719","OFGDKJJE_00311","AOPHHMCF_00914","BJFLHFPA_02163","BMPMIIIC_01530","JMLDGLBO_02117","GKCFNANP_03914","HAJGLMEJ_01536"
"artM_2","","Arginine transport ATP-binding protein ArtM",581,581,1,1,4645,NA,NA,"",503,752,751,"KLIGGCDM_01078","EBNKAEGN_01129","NGHFEAKD_02890","OJAJHPGI_01845","AMKEOKNE_03726","EKBJKGFA_01554","GDOIKAKM_01078","AAOAKINP_01819","OFGDKJJE_00411","AOPHHMCF_01014","BJFLHFPA_03097","BMPMIIIC_03354","JMLDGLBO_02525","GKCFNANP_01004","HAJGLMEJ_02994"
"papC_3","","Outer membrane usher protein PapC",581,581,1,1,2395,NA,NA,"",590,2657,2653,"KLIGGCDM_03587","EBNKAEGN_02640","NGHFEAKD_03020","OJAJHPGI_02989","AMKEOKNE_04134","EKBJKGFA_03734","GDOIKAKM_03435","AAOAKINP_03754","OFGDKJJE_03838","AOPHHMCF_03685","BJFLHFPA_04003","BMPMIIIC_04151","JMLDGLBO_03404","GKCFNANP_02680","HAJGLMEJ_03378"
"group_1039","","hypothetical protein",581,581,1,1,2178,NA,NA,"",263,998,995,"KLIGGCDM_03753","EBNKAEGN_01526","NGHFEAKD_03947","OJAJHPGI_03567","AMKEOKNE_03280","EKBJKGFA_04102","GDOIKAKM_03900","AAOAKINP_04122","OFGDKJJE_04121","AOPHHMCF_04052","BJFLHFPA_02627","BMPMIIIC_03201","JMLDGLBO_02629","GKCFNANP_03258","HAJGLMEJ_02263"
"assT_4","","Arylsulfate sulfotransferase AssT",581,581,1,1,2183,NA,NA,"",893,1790,1783,"KLIGGCDM_03748","EBNKAEGN_01531","NGHFEAKD_03942","OJAJHPGI_03276","AMKEOKNE_03285","EKBJKGFA_04107","GDOIKAKM_03905","AAOAKINP_04127","OFGDKJJE_04126","AOPHHMCF_04057","BJFLHFPA_02622","BMPMIIIC_03206","JMLDGLBO_02624","GKCFNANP_03253","HAJGLMEJ_02258"
"group_1043","","hypothetical protein",581,581,1,1,2258,NA,NA,"",824,1100,1098,"KLIGGCDM_03690","EBNKAEGN_04451","NGHFEAKD_03884","OJAJHPGI_03334","AMKEOKNE_03343","EKBJKGFA_04165","GDOIKAKM_03963","AAOAKINP_04185","OFGDKJJE_04184","AOPHHMCF_04115","BJFLHFPA_02563","BMPMIIIC_03264","JMLDGLBO_02566","GKCFNANP_02799","HAJGLMEJ_02200"
"glnG","","DNA-binding transcriptional regulator NtrC",581,581,1,1,2219,NA,NA,"",434,1409,1407,"KLIGGCDM_03654","EBNKAEGN_03099","NGHFEAKD_03848","OJAJHPGI_03476","AMKEOKNE_03379","EKBJKGFA_04201","GDOIKAKM_03999","AAOAKINP_04221","OFGDKJJE_04220","AOPHHMCF_04151","BJFLHFPA_02527","BMPMIIIC_03300","JMLDGLBO_03786","GKCFNANP_02836","HAJGLMEJ_02164"
"hsrA","","putative transport protein HsrA",581,581,1,1,1363,NA,NA,"",872,1427,1426,"KLIGGCDM_04231","EBNKAEGN_02079","NGHFEAKD_04264","OJAJHPGI_02865","AMKEOKNE_04487","EKBJKGFA_04365","GDOIKAKM_04319","AAOAKINP_04385","OFGDKJJE_04321","AOPHHMCF_04315","BJFLHFPA_03750","BMPMIIIC_03864","JMLDGLBO_03113","GKCFNANP_02129","HAJGLMEJ_03518"
"dgoD_2","","D-galactonate dehydratase",581,581,1,1,1420,NA,NA,"",692,1148,1146,"KLIGGCDM_04175","EBNKAEGN_02135","NGHFEAKD_04208","OJAJHPGI_02809","AMKEOKNE_04177","EKBJKGFA_04309","GDOIKAKM_04263","AAOAKINP_04329","OFGDKJJE_04377","AOPHHMCF_04259","BJFLHFPA_03694","BMPMIIIC_03808","JMLDGLBO_03169","GKCFNANP_02185","HAJGLMEJ_03574"
"araA","","L-arabinose isomerase",581,581,1,1,2499,NA,NA,"",1259,1502,1501,"KLIGGCDM_03487","EBNKAEGN_00508","NGHFEAKD_03120","OJAJHPGI_01530","AMKEOKNE_03150","EKBJKGFA_03834","GDOIKAKM_03335","AAOAKINP_03854","OFGDKJJE_03739","AOPHHMCF_03784","BJFLHFPA_02416","BMPMIIIC_04254","JMLDGLBO_01372","GKCFNANP_02638","HAJGLMEJ_03231"
