"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14766366","SRR28412155","SRR15712217","SRR3097456","SRR7012122","SRR15146532","SRR14766364","SRR28412150","SRR2994393","SRR10037225","SRR28262170","SRR2096540","SRR14766358","SRR13641955","SRR14766419"
"dsbD_1","","Thiol:disulfide interchange protein DsbD",581,581,1,1,4535,NA,NA,"",440,1886,1882,"OPIHNDHP_02340","KODEOOAH_01719","BMHAMMBM_00918","PIILDIKB_04067","NJJGCHOI_03901","FDAPHJIA_03251","KBJJGPAO_03936","MJKCHNMH_02553","DIJELBKL_02403","KILFPKNN_03527","CJFCPMNB_01588","NNIFEHJJ_00842","IJDMEFDF_00310","KKHOBGKP_01724","JCGPGLCM_00636"
"artM_2","","Arginine transport ATP-binding protein ArtM",581,581,1,1,4645,NA,NA,"",503,752,751,"OPIHNDHP_02239","KODEOOAH_01819","BMHAMMBM_00818","PIILDIKB_01117","NJJGCHOI_03770","FDAPHJIA_03151","KBJJGPAO_01739","MJKCHNMH_02453","DIJELBKL_03772","KILFPKNN_03627","CJFCPMNB_01487","NNIFEHJJ_00742","IJDMEFDF_00411","KKHOBGKP_01824","JCGPGLCM_00535"
"papC_3","","Outer membrane usher protein PapC",581,581,1,1,2395,NA,NA,"",590,2657,2653,"OPIHNDHP_04197","KODEOOAH_03732","BMHAMMBM_03747","PIILDIKB_03113","NJJGCHOI_04255","FDAPHJIA_03447","KBJJGPAO_03921","MJKCHNMH_03375","DIJELBKL_04207","KILFPKNN_03266","CJFCPMNB_03837","NNIFEHJJ_03896","IJDMEFDF_03561","KKHOBGKP_03777","JCGPGLCM_03441"
"group_1039","","hypothetical protein",581,581,1,1,2178,NA,NA,"",263,998,995,"OPIHNDHP_03057","KODEOOAH_04142","BMHAMMBM_04118","PIILDIKB_03828","NJJGCHOI_03411","FDAPHJIA_04010","KBJJGPAO_01902","MJKCHNMH_03946","DIJELBKL_03692","KILFPKNN_03734","CJFCPMNB_04119","NNIFEHJJ_04128","IJDMEFDF_03911","KKHOBGKP_04053","JCGPGLCM_02930"
"assT_4","","Arylsulfate sulfotransferase AssT",581,581,1,1,2183,NA,NA,"",893,1790,1783,"OPIHNDHP_03062","KODEOOAH_04147","BMHAMMBM_04123","PIILDIKB_03823","NJJGCHOI_03406","FDAPHJIA_04005","KBJJGPAO_01907","MJKCHNMH_03951","DIJELBKL_03687","KILFPKNN_03739","CJFCPMNB_04124","NNIFEHJJ_04133","IJDMEFDF_03916","KKHOBGKP_04058","JCGPGLCM_02925"
"group_1043","","hypothetical protein",581,581,1,1,2258,NA,NA,"",824,1100,1098,"OPIHNDHP_03120","KODEOOAH_04205","BMHAMMBM_04181","PIILDIKB_03765","NJJGCHOI_03348","FDAPHJIA_03946","KBJJGPAO_01965","MJKCHNMH_04009","DIJELBKL_03629","KILFPKNN_03797","CJFCPMNB_04182","NNIFEHJJ_04191","IJDMEFDF_03974","KKHOBGKP_04116","JCGPGLCM_03544"
"glnG","","DNA-binding transcriptional regulator NtrC",581,581,1,1,2219,NA,NA,"",434,1409,1407,"OPIHNDHP_03156","KODEOOAH_04241","BMHAMMBM_04217","PIILDIKB_03729","NJJGCHOI_03312","FDAPHJIA_03910","KBJJGPAO_02001","MJKCHNMH_04045","DIJELBKL_03593","KILFPKNN_03833","CJFCPMNB_04218","NNIFEHJJ_04674","IJDMEFDF_04010","KKHOBGKP_04152","JCGPGLCM_03508"
"hsrA","","putative transport protein HsrA",581,581,1,1,1363,NA,NA,"",872,1427,1426,"OPIHNDHP_03952","KODEOOAH_04405","BMHAMMBM_04318","PIILDIKB_00601","NJJGCHOI_04136","FDAPHJIA_04130","KBJJGPAO_03298","MJKCHNMH_04288","DIJELBKL_04025","KILFPKNN_04131","CJFCPMNB_04382","NNIFEHJJ_04315","IJDMEFDF_04258","KKHOBGKP_04316","JCGPGLCM_03170"
"dgoD_2","","D-galactonate dehydratase",581,581,1,1,1420,NA,NA,"",692,1148,1146,"OPIHNDHP_04008","KODEOOAH_04349","BMHAMMBM_04374","PIILDIKB_00657","NJJGCHOI_04192","FDAPHJIA_04186","KBJJGPAO_03354","MJKCHNMH_04344","DIJELBKL_03969","KILFPKNN_04075","CJFCPMNB_04326","NNIFEHJJ_04371","IJDMEFDF_04314","KKHOBGKP_04260","JCGPGLCM_03114"
"araA","","L-arabinose isomerase",581,581,1,1,2499,NA,NA,"",1259,1502,1501,"OPIHNDHP_04239","KODEOOAH_03632","BMHAMMBM_03849","PIILDIKB_03013","NJJGCHOI_03259","FDAPHJIA_03346","KBJJGPAO_03640","MJKCHNMH_03475","DIJELBKL_03539","KILFPKNN_03164","CJFCPMNB_03737","NNIFEHJJ_03796","IJDMEFDF_03661","KKHOBGKP_03676","JCGPGLCM_02253"
