"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR7010475","SRR5928617","SRR14766432","SRR27708426","SRR14766355","SRR1379610","SRR14766418","SRR25926991","SRR2994388","SRR17518181","SRR14766336","SRR5666360","SRR16976148","SRR7798780","SRR14766416"
"dsbD_1","","Thiol:disulfide interchange protein DsbD",581,581,1,1,4535,NA,NA,"",440,1886,1882,"IMMEOONP_00844","AGCEBGKK_03914","MHLDJHJA_03408","IOLIIFNA_02759","KIGINCLF_03093","LAOAEGFL_02079","KEHCJKFN_00406","MAFDEBPG_02118","AHDEHKIM_00646","CGABAGAK_00845","LBLKLJFF_04514","KHAGAGIB_00239","DNELAEEF_00979","JMEEGOOJ_02314","AJDPHMEH_04020"
"artM_2","","Arginine transport ATP-binding protein ArtM",581,581,1,1,4645,NA,NA,"",503,752,751,"IMMEOONP_00744","AGCEBGKK_02493","MHLDJHJA_02766","IOLIIFNA_02233","KIGINCLF_03738","LAOAEGFL_03678","KEHCJKFN_03327","MAFDEBPG_03975","AHDEHKIM_00747","CGABAGAK_00744","LBLKLJFF_02875","KHAGAGIB_00339","DNELAEEF_01080","JMEEGOOJ_02414","AJDPHMEH_02836"
"papC_3","","Outer membrane usher protein PapC",581,581,1,1,2395,NA,NA,"",590,2657,2653,"IMMEOONP_04335","AGCEBGKK_01711","MHLDJHJA_03856","IOLIIFNA_03144","KIGINCLF_03551","LAOAEGFL_03779","KEHCJKFN_02924","MAFDEBPG_03695","AHDEHKIM_03242","CGABAGAK_03873","LBLKLJFF_02545","KHAGAGIB_04143","DNELAEEF_03838","JMEEGOOJ_04435","AJDPHMEH_03815"
"group_1039","","hypothetical protein",581,581,1,1,2178,NA,NA,"",263,998,995,"IMMEOONP_04149","AGCEBGKK_02606","MHLDJHJA_02197","IOLIIFNA_00968","KIGINCLF_01894","LAOAEGFL_03571","KEHCJKFN_03594","MAFDEBPG_02793","AHDEHKIM_03727","CGABAGAK_04039","LBLKLJFF_03294","KHAGAGIB_03201","DNELAEEF_04114","JMEEGOOJ_03390","AJDPHMEH_03420"
"assT_4","","Arylsulfate sulfotransferase AssT",581,581,1,1,2183,NA,NA,"",893,1790,1783,"IMMEOONP_04144","AGCEBGKK_01886","MHLDJHJA_02192","IOLIIFNA_00963","KIGINCLF_01899","LAOAEGFL_03566","KEHCJKFN_03599","MAFDEBPG_02798","AHDEHKIM_03732","CGABAGAK_04034","LBLKLJFF_03216","KHAGAGIB_03196","DNELAEEF_04119","JMEEGOOJ_03385","AJDPHMEH_03415"
"group_1043","","hypothetical protein",581,581,1,1,2258,NA,NA,"",824,1100,1098,"IMMEOONP_04086","AGCEBGKK_01944","MHLDJHJA_02134","IOLIIFNA_00905","KIGINCLF_01957","LAOAEGFL_03507","KEHCJKFN_04213","MAFDEBPG_03761","AHDEHKIM_03790","CGABAGAK_03976","LBLKLJFF_04465","KHAGAGIB_03138","DNELAEEF_04177","JMEEGOOJ_03327","AJDPHMEH_03918"
"glnG","","DNA-binding transcriptional regulator NtrC",581,581,1,1,2219,NA,NA,"",434,1409,1407,"IMMEOONP_04050","AGCEBGKK_02283","MHLDJHJA_02098","IOLIIFNA_00869","KIGINCLF_01993","LAOAEGFL_03471","KEHCJKFN_04177","MAFDEBPG_03797","AHDEHKIM_03826","CGABAGAK_03940","LBLKLJFF_02929","KHAGAGIB_03102","DNELAEEF_04213","JMEEGOOJ_03291","AJDPHMEH_03882"
"hsrA","","putative transport protein HsrA",581,581,1,1,1363,NA,NA,"",872,1427,1426,"IMMEOONP_04269","AGCEBGKK_04146","MHLDJHJA_03330","IOLIIFNA_02811","KIGINCLF_03292","LAOAEGFL_04079","KEHCJKFN_03898","MAFDEBPG_03481","AHDEHKIM_04159","CGABAGAK_04272","LBLKLJFF_01937","KHAGAGIB_03953","DNELAEEF_04314","JMEEGOOJ_04270","AJDPHMEH_03695"
"dgoD_2","","D-galactonate dehydratase",581,581,1,1,1420,NA,NA,"",692,1148,1146,"IMMEOONP_04325","AGCEBGKK_02015","MHLDJHJA_03386","IOLIIFNA_02867","KIGINCLF_03348","LAOAEGFL_04023","KEHCJKFN_03842","MAFDEBPG_03425","AHDEHKIM_04103","CGABAGAK_04328","LBLKLJFF_01993","KHAGAGIB_04009","DNELAEEF_04370","JMEEGOOJ_04214","AJDPHMEH_03639"
"araA","","L-arabinose isomerase",581,581,1,1,2499,NA,NA,"",1259,1502,1501,"IMMEOONP_03996","AGCEBGKK_04237","MHLDJHJA_03026","IOLIIFNA_01237","KIGINCLF_01764","LAOAEGFL_03875","KEHCJKFN_04069","MAFDEBPG_01666","AHDEHKIM_03142","CGABAGAK_04343","LBLKLJFF_02773","KHAGAGIB_03049","DNELAEEF_03736","JMEEGOOJ_03078","AJDPHMEH_03970"
