"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR19513358","SRR2096609","SRR25556694","SRR16297816","SRR12991092","SRR1269326","SRR18233395","SRR14766362","SRR15146548","SRR1501663","SRR5904975","SRR14766381","SRR1511568","SRR28323406","SRR2102470"
"dsbD_1","","Thiol:disulfide interchange protein DsbD",581,581,1,1,4535,NA,NA,"",440,1886,1882,"NAFJMCME_01059","EDMDPJBM_03265","OFGDKJJE_00311","IIHPGJAB_01588","KEBBHCLF_03543","DAODFMFD_00846","PPEDBENP_03099","ADMPKBAP_02004","EGKOAKEK_01588","OLCMHNGP_00951","EOBMODNK_00980","JMLDGLBO_02117","HDCBOALO_03510","EKBJKGFA_01654","AJGBHJCG_00885"
"artM_2","","Arginine transport ATP-binding protein ArtM",581,581,1,1,4645,NA,NA,"",503,752,751,"NAFJMCME_01159","EDMDPJBM_02612","OFGDKJJE_00411","IIHPGJAB_01487","KEBBHCLF_03643","DAODFMFD_00745","PPEDBENP_03704","ADMPKBAP_01903","EGKOAKEK_01488","OLCMHNGP_01052","EOBMODNK_01080","JMLDGLBO_02525","HDCBOALO_03610","EKBJKGFA_01554","AJGBHJCG_02968"
"papC_3","","Outer membrane usher protein PapC",581,581,1,1,2395,NA,NA,"",590,2657,2653,"NAFJMCME_04050","EDMDPJBM_01450","OFGDKJJE_03838","IIHPGJAB_03725","KEBBHCLF_03296","DAODFMFD_03840","PPEDBENP_02069","ADMPKBAP_04225","EGKOAKEK_03723","OLCMHNGP_04302","EOBMODNK_03849","JMLDGLBO_03404","HDCBOALO_01823","EKBJKGFA_03734","AJGBHJCG_03848"
"group_1039","","hypothetical protein",581,581,1,1,2178,NA,NA,"",263,998,995,"NAFJMCME_03971","EDMDPJBM_02685","OFGDKJJE_04121","IIHPGJAB_04093","KEBBHCLF_03888","DAODFMFD_04122","PPEDBENP_03246","ADMPKBAP_03352","EGKOAKEK_04091","OLCMHNGP_04033","EOBMODNK_04015","JMLDGLBO_02629","HDCBOALO_02681","EKBJKGFA_04102","AJGBHJCG_03159"
"assT_4","","Arylsulfate sulfotransferase AssT",581,581,1,1,2183,NA,NA,"",893,1790,1783,"NAFJMCME_03966","EDMDPJBM_02690","OFGDKJJE_04126","IIHPGJAB_04098","KEBBHCLF_03893","DAODFMFD_04127","PPEDBENP_03251","ADMPKBAP_03357","EGKOAKEK_04096","OLCMHNGP_04028","EOBMODNK_04010","JMLDGLBO_02624","HDCBOALO_02686","EKBJKGFA_04107","AJGBHJCG_03154"
"group_1043","","hypothetical protein",581,581,1,1,2258,NA,NA,"",824,1100,1098,"NAFJMCME_03908","EDMDPJBM_02748","OFGDKJJE_04184","IIHPGJAB_04156","KEBBHCLF_03951","DAODFMFD_04185","PPEDBENP_03309","ADMPKBAP_03415","EGKOAKEK_04154","OLCMHNGP_03970","EOBMODNK_03952","JMLDGLBO_02566","HDCBOALO_02744","EKBJKGFA_04165","AJGBHJCG_03968"
"glnG","","DNA-binding transcriptional regulator NtrC",581,581,1,1,2219,NA,NA,"",434,1409,1407,"NAFJMCME_03872","EDMDPJBM_03960","OFGDKJJE_04220","IIHPGJAB_04192","KEBBHCLF_03987","DAODFMFD_04221","PPEDBENP_03345","ADMPKBAP_03451","EGKOAKEK_04190","OLCMHNGP_03934","EOBMODNK_03916","JMLDGLBO_03786","HDCBOALO_02780","EKBJKGFA_04201","AJGBHJCG_04004"
"hsrA","","putative transport protein HsrA",581,581,1,1,1363,NA,NA,"",872,1427,1426,"NAFJMCME_04349","EDMDPJBM_03354","OFGDKJJE_04321","IIHPGJAB_04356","KEBBHCLF_04088","DAODFMFD_04385","PPEDBENP_04019","ADMPKBAP_04086","EGKOAKEK_04354","OLCMHNGP_04216","EOBMODNK_04275","JMLDGLBO_03113","HDCBOALO_04590","EKBJKGFA_04365","AJGBHJCG_03431"
"dgoD_2","","D-galactonate dehydratase",581,581,1,1,1420,NA,NA,"",692,1148,1146,"NAFJMCME_04293","EDMDPJBM_03298","OFGDKJJE_04377","IIHPGJAB_04300","KEBBHCLF_04144","DAODFMFD_04329","PPEDBENP_03963","ADMPKBAP_04030","EGKOAKEK_04298","OLCMHNGP_04160","EOBMODNK_04331","JMLDGLBO_03169","HDCBOALO_04022","EKBJKGFA_04309","AJGBHJCG_03487"
"araA","","L-arabinose isomerase",581,581,1,1,2499,NA,NA,"",1259,1502,1501,"NAFJMCME_04145","EDMDPJBM_01550","OFGDKJJE_03739","IIHPGJAB_03825","KEBBHCLF_03396","DAODFMFD_03740","PPEDBENP_02169","ADMPKBAP_03795","EGKOAKEK_03822","OLCMHNGP_03881","EOBMODNK_04471","JMLDGLBO_01372","HDCBOALO_01923","EKBJKGFA_03834","AJGBHJCG_02346"
