"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR27708431","SRR8280066","SRR1269370","SRR14766330","SRR15146546","SRR14766432","SRR1593389","SRR14766436","SRR14766429","SRR19431275","SRR17518181","SRR14766383","SRR14766356","SRR5883588","SRR1363292"
"dsbD_1","","Thiol:disulfide interchange protein DsbD",581,581,1,1,4535,NA,NA,"",440,1886,1882,"JPOGGEIE_04008","FLNDLMAF_01983","IAAHCBOP_00978","POPOBFCK_00310","NAPOKNNJ_01523","MHLDJHJA_03408","LENBGDEC_00978","CLDCCHBB_04242","OFIKHBNK_02093","IDGEOPAG_00980","CGABAGAK_00845","JCMLOGCE_04174","FOILPIDO_02035","MEEADEEJ_02989","HECGGPDK_02389"
"artM_2","","Arginine transport ATP-binding protein ArtM",581,581,1,1,4645,NA,NA,"",503,752,751,"JPOGGEIE_03514","FLNDLMAF_04107","IAAHCBOP_01078","POPOBFCK_00410","NAPOKNNJ_01423","MHLDJHJA_02766","LENBGDEC_01079","CLDCCHBB_00954","OFIKHBNK_04034","IDGEOPAG_01082","CGABAGAK_00744","JCMLOGCE_02603","FOILPIDO_02545","MEEADEEJ_03446","HECGGPDK_02289"
"papC_3","","Outer membrane usher protein PapC",581,581,1,1,2395,NA,NA,"",590,2657,2653,"JPOGGEIE_03615","FLNDLMAF_03254","IAAHCBOP_03983","POPOBFCK_04145","NAPOKNNJ_03226","MHLDJHJA_03856","LENBGDEC_03620","CLDCCHBB_02687","OFIKHBNK_04196","IDGEOPAG_03507","CGABAGAK_03873","JCMLOGCE_03593","FOILPIDO_04002","MEEADEEJ_04031","HECGGPDK_04315"
"group_1039","","hypothetical protein",581,581,1,1,2178,NA,NA,"",263,998,995,"JPOGGEIE_03272","FLNDLMAF_03940","IAAHCBOP_03817","POPOBFCK_03831","NAPOKNNJ_03946","MHLDJHJA_02197","LENBGDEC_04124","CLDCCHBB_04554","OFIKHBNK_03594","IDGEOPAG_03593","CGABAGAK_04039","JCMLOGCE_03953","FOILPIDO_01559","MEEADEEJ_02155","HECGGPDK_03777"
"assT_4","","Arylsulfate sulfotransferase AssT",581,581,1,1,2183,NA,NA,"",893,1790,1783,"JPOGGEIE_03267","FLNDLMAF_03945","IAAHCBOP_03822","POPOBFCK_03826","NAPOKNNJ_03941","MHLDJHJA_02192","LENBGDEC_04119","CLDCCHBB_03339","OFIKHBNK_03599","IDGEOPAG_03598","CGABAGAK_04034","JCMLOGCE_03902","FOILPIDO_01554","MEEADEEJ_02160","HECGGPDK_03772"
"group_1043","","hypothetical protein",581,581,1,1,2258,NA,NA,"",824,1100,1098,"JPOGGEIE_03209","FLNDLMAF_04003","IAAHCBOP_03880","POPOBFCK_03768","NAPOKNNJ_03883","MHLDJHJA_02134","LENBGDEC_04061","CLDCCHBB_04441","OFIKHBNK_03657","IDGEOPAG_03656","CGABAGAK_03976","JCMLOGCE_04602","FOILPIDO_01496","MEEADEEJ_02218","HECGGPDK_03714"
"glnG","","DNA-binding transcriptional regulator NtrC",581,581,1,1,2219,NA,NA,"",434,1409,1407,"JPOGGEIE_03173","FLNDLMAF_04039","IAAHCBOP_03916","POPOBFCK_03732","NAPOKNNJ_03847","MHLDJHJA_02098","LENBGDEC_04025","CLDCCHBB_04196","OFIKHBNK_03693","IDGEOPAG_03692","CGABAGAK_03940","JCMLOGCE_03843","FOILPIDO_01460","MEEADEEJ_02254","HECGGPDK_03678"
"hsrA","","putative transport protein HsrA",581,581,1,1,1363,NA,NA,"",872,1427,1426,"JPOGGEIE_03844","FLNDLMAF_04271","IAAHCBOP_04772","POPOBFCK_04288","NAPOKNNJ_04225","MHLDJHJA_03330","LENBGDEC_04307","CLDCCHBB_02183","OFIKHBNK_04077","IDGEOPAG_04216","CGABAGAK_04272","JCMLOGCE_03411","FOILPIDO_03648","MEEADEEJ_03731","HECGGPDK_04085"
"dgoD_2","","D-galactonate dehydratase",581,581,1,1,1420,NA,NA,"",692,1148,1146,"JPOGGEIE_03900","FLNDLMAF_04327","IAAHCBOP_04219","POPOBFCK_04344","NAPOKNNJ_04169","MHLDJHJA_03386","LENBGDEC_04251","CLDCCHBB_02127","OFIKHBNK_04133","IDGEOPAG_04160","CGABAGAK_04328","JCMLOGCE_03467","FOILPIDO_03592","MEEADEEJ_03675","HECGGPDK_04029"
"araA","","L-arabinose isomerase",581,581,1,1,2499,NA,NA,"",1259,1502,1501,"JPOGGEIE_04130","FLNDLMAF_03354","IAAHCBOP_04071","POPOBFCK_04045","NAPOKNNJ_03126","MHLDJHJA_03026","LENBGDEC_03520","CLDCCHBB_03028","OFIKHBNK_03464","IDGEOPAG_04341","CGABAGAK_04343","JCMLOGCE_01474","FOILPIDO_02983","MEEADEEJ_02583","HECGGPDK_03567"
"acrF","","Multidrug export protein AcrF",581,581,1,1,1981,NA,NA,"",1700,3113,3110,"JPOGGEIE_04302","FLNDLMAF_04397","IAAHCBOP_04570","POPOBFCK_04554","NAPOKNNJ_04413","MHLDJHJA_04103","LENBGDEC_04485","CLDCCHBB_03431","OFIKHBNK_04342","IDGEOPAG_04443","CGABAGAK_04444","JCMLOGCE_03988","FOILPIDO_04380","MEEADEEJ_04266","HECGGPDK_04420"
